identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
0005103888;QUALIPAC (ex LMA Packaging);2018;Air;Composés organiques volatils non méthaniques (COVNM);44500;kg/an
0005103922;SAICA PACK (ex RCO);2018;Eau (indirect);Cuivre et composés (exprimés en tant que Cu);233;kg/an
0005103922;SAICA PACK (ex RCO);2018;Eau (indirect);Demande biologique en oxygène (DBO5);45700;kg/an
0005105074;GURDEBEKE SA;2018;Air;Méthane (CH4);236000;kg/an
0005105241;COFELY GDF SUEZ;2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;10300000;kg/an
0005105241;COFELY GDF SUEZ;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10300000;kg/an
0005105624;SINIAT (EX LAFARGE PLATRES) Rantigny;2018;Air;Composés organiques volatils non méthaniques (COVNM);369000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Air;Acétaldéhyde (aldéhyde acétique  éthanal);2690;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Air;Aldéhyde formique (formaldéhyde);10400;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Air;Composés organiques volatils non méthaniques (COVNM);62500;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Air;Oxydes de soufre (SOx/SO2);398000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Air;Protoxyde d'azote (N2O);893000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;14100000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14100000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Eau (direct);Cadmium et composés (exprimés en tant que Cd);3.69;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Eau (direct);Chlorures (en tant que Cl total);4660000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Eau (direct);Demande biologique en oxygène (DBO5);48000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Eau (direct);Demande chimique en oxygène (DCO);469000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Eau (direct);Mercure et composés (exprimés en tant que Hg);4.61;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Eau (direct);Nickel et composés (exprimés en tant que Ni);45;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Eau (direct);Phénols (en tant que C total);22.9;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;Eau (direct);Sulfates;3060000;kg/an
0005105800;BIONERVAL HAUTS DE FRANCE;2018;Air;Aldéhyde formique (formaldéhyde);1040;kg/an
0005105839;SYNTHOMER (ex HEXION MOMENTIVE);2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;16200000;kg/an
0005105839;SYNTHOMER (ex HEXION MOMENTIVE);2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);16200000;kg/an
0005105839;SYNTHOMER (ex HEXION MOMENTIVE);2018;Eau (direct);Chloroforme (trichlorométhane);11.2;kg/an
0005106008;VALOR'AISNE;2018;Air;Méthane (CH4);703000;kg/an
0005106416;SEDE ENVIRONNEMENT;2018;Air;Ammoniac (NH3);14100;kg/an
0005106517;VALNOR;2018;Air;Méthane (CH4);324000;kg/an
0005106517;VALNOR;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10300000;kg/an
0005106517;VALNOR;2018;Air;Dioxyde de carbone (CO2) d'origine biomasse;10300000;kg/an
0005106523;SPAT;2018;Air;Méthane (CH4);209000;kg/an
0005106524;SITA OISE;2018;Air;Méthane (CH4);379000;kg/an
0005106524;SITA OISE;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10400000;kg/an
0005106524;SITA OISE;2018;Air;Dioxyde de carbone (CO2) d'origine biomasse;10400000;kg/an
0005106534;SUEZ RV Ile-de-France;2018;Air;Méthane (CH4);117000;kg/an
0005106544;GURDEBEKE SA;2018;Air;Méthane (CH4);144000;kg/an
0005106546;SUEZ RV Ile-de-France (ex. SITA IdF);2018;Air;Méthane (CH4);920000;kg/an
0005106546;SUEZ RV Ile-de-France (ex. SITA IdF);2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14000000;kg/an
0005106546;SUEZ RV Ile-de-France (ex. SITA IdF);2018;Air;Dioxyde de carbone (CO2) d'origine biomasse;14000000;kg/an
0005106547;GURDEBEKE;2018;Air;Méthane (CH4);141000;kg/an
0005106614;KOGEBAN;2018;Air;Oxydes d'azote (NOx/NO2);156000;kg/an
0005106614;KOGEBAN;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);190000000;kg/an
0005106614;KOGEBAN;2018;Air;Dioxyde de carbone (CO2) d'origine biomasse;190000000;kg/an
0005106698;SARP NORD ex SARP IDF;2018;Eau (indirect);Demande biologique en oxygène (DBO5);77000;kg/an
0005106698;SARP NORD ex SARP IDF;2018;Eau (indirect);Demande chimique en oxygène (DCO);180000;kg/an
0005106698;SARP NORD ex SARP IDF;2018;Eau (indirect);Zinc et composés (exprimés en tant que Zn);112;kg/an
0005106806;SEDE ENVIRONNEMENT;2018;Air;Ammoniac (NH3);11100;kg/an
0005106868;COGENERATION BIOMASSE ESTREES;2018;Air;Oxydes d'azote (NOx/NO2);135000;kg/an
0005106868;COGENERATION BIOMASSE ESTREES;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);144000000;kg/an
0005106868;COGENERATION BIOMASSE ESTREES;2018;Air;Dioxyde de carbone (CO2) d'origine biomasse;144000000;kg/an
0005108060;ARCHROMA FRANCE SAS ex-CLARIANT;2018;Eau (indirect);Demande chimique en oxygène (DCO);473000;kg/an
0005200010;POLYREY S.A.S. (usine);2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;19500000;kg/an
0005200010;POLYREY S.A.S. (usine);2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);19500000;kg/an
0005200028;EURENCO SA;2018;Air;Composés organiques volatils non méthaniques (COVNM);58000;kg/an
0005200028;EURENCO SA;2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;14500000;kg/an
0005200028;EURENCO SA;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14500000;kg/an
0005200074;BERKEM SAS;2018;Air;Composés organiques volatils non méthaniques (COVNM);332000;kg/an
0005200074;BERKEM SAS;2018;Air;Méthanol (alcool méthylique);41700;kg/an
0005200081;MUNKSJÖ ROTTERSAC SAS;2018;Eau (direct);Demande biologique en oxygène (DBO5);56500;kg/an
0005200081;MUNKSJÖ ROTTERSAC SAS;2018;Eau (direct);Demande chimique en oxygène (DCO);216000;kg/an
0005200086;CONDAT SAS;2018;Air;Méthane (CH4);129000;kg/an
0005200086;CONDAT SAS;2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;65500000;kg/an
0005200086;CONDAT SAS;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);65500000;kg/an
0005200086;CONDAT SAS;2018;Eau (direct);Aluminium et composés (exprimés en tant que Al);23900;kg/an
0005200086;CONDAT SAS;2018;Eau (direct);Composés organohalogénés (exprimés en tant que AOX);1010;kg/an
0005200086;CONDAT SAS;2018;Eau (direct);Demande chimique en oxygène (DCO);201000;kg/an
0005200086;CONDAT SAS;2018;Sol;Chrome et composés (exprimés en tant que Cr);50.1;kg/an
0005200086;CONDAT SAS;2018;Sol;Zinc et composés (exprimés en tant que Zn);133;kg/an
0005200096;SITA SUD OUEST;2018;Air;Méthane (CH4);316000;kg/an
0005200110;CORENSO France SA;2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;18100000;kg/an
0005200110;CORENSO France SA;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);18100000;kg/an
0005200110;CORENSO France SA;2018;Eau (direct);Demande chimique en oxygène (DCO);370000;kg/an
0005200156;CHAUX DE ST ASTIER SAS;2018;Air;Monoxyde de carbone (CO);721000;kg/an
0005200156;CHAUX DE ST ASTIER SAS;2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;26500000;kg/an
0005200156;CHAUX DE ST ASTIER SAS;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);26500000;kg/an
0005200214;LHOIST France Centre et Sud-Ouest SAS;2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;42300000;kg/an
0005200214;LHOIST France Centre et Sud-Ouest SAS;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);65700000;kg/an
0005200214;LHOIST France Centre et Sud-Ouest SAS;2018;Air;Dioxyde de carbone (CO2) d'origine biomasse;23400000;kg/an
0005200251;SANOFI WINTHROP INDUSTRIE;2018;Air;Hydroflurocarbures (HFC);314;kg/an
0005200256;EPG;2018;Air;Composés organiques volatils non méthaniques (COVNM);34800;kg/an
0005200259;YARA FRANCE;2018;Air;Ammoniac (NH3);10500;kg/an
0005200259;YARA FRANCE;2018;Air;Oxydes d'azote (NOx/NO2);125000;kg/an
0005200259;YARA FRANCE;2018;Air;Protoxyde d'azote (N2O);194000;kg/an
0005200263;COBOGAL;2018;Air;Composés organiques volatils non méthaniques (COVNM);32400;kg/an
0005200265;LUCIEN BERNARD SA;2018;Air;Composés organiques volatils non méthaniques (COVNM);268000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2018;Air;Composés organiques volatils non méthaniques (COVNM);423000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2018;Air;Hydroflurocarbures (HFC);494;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2018;Air;Oxydes d'azote (NOx/NO2);122000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;141000000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);141000000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2018;Eau (direct);Cobalt et composés (exprimés en tant que Co);86;kg/an
0005200359;SAIPOL SA;2018;Air;Composés organiques volatils non méthaniques (COVNM);375000;kg/an
0005200359;SAIPOL SA;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);74800000;kg/an
0005200359;SAIPOL SA;2018;Air;Dioxyde de carbone (CO2) d'origine biomasse;74800000;kg/an
0005200378;VALBOM;2018;Air;Mercure et composés (exprimés en tant que Hg);25.2;kg/an
0005200378;VALBOM;2018;Air;Oxydes d'azote (NOx/NO2);105000;kg/an
0005200378;VALBOM;2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;91200000;kg/an
0005200378;VALBOM;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);211000000;kg/an
0005200378;VALBOM;2018;Air;Dioxyde de carbone (CO2) d'origine biomasse;119000000;kg/an
0005200391;PAPETERIES DE BEGLES (SAPB);2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;31600000;kg/an
0005200391;PAPETERIES DE BEGLES (SAPB);2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);31600000;kg/an
0005200391;PAPETERIES DE BEGLES (SAPB);2018;Eau (direct);Demande biologique en oxygène (DBO5);59200;kg/an
0005200391;PAPETERIES DE BEGLES (SAPB);2018;Eau (direct);Demande chimique en oxygène (DCO);319000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Air;Monoxyde de carbone (CO);2930000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Air;Oxydes d'azote (NOx/NO2);426000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;30600000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);914000000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Air;Dioxyde de carbone (CO2) d'origine biomasse;884000000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Eau (direct);Azote total;88400;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Eau (direct);Composés organohalogénés (exprimés en tant que AOX);1490;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Eau (direct);Demande biologique en oxygène (DBO5);1010000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Eau (direct);Demande chimique en oxygène (DCO);3520000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Eau (direct);Matières en suspension (MES);670000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Eau (direct);Mercure et composés (exprimés en tant que Hg);1.35;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Eau (direct);Phosphore total;12600;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Eau (direct);Phénols (en tant que C total);1570;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2018;Eau (direct);Plomb et composés (exprimés en tant que Pb);23.1;kg/an
0005200472;BORDEAUX METROPOLE;2018;Air;Hydrochlorofluorocarbures (HCFC);626;kg/an
0005200500;AUCHAN - Bordeaux Mériadeck;2018;Air;Hydroflurocarbures (HFC);721;kg/an
0005200592;SAFT SAS;2018;Air;Hydrochlorofluorocarbures (HCFC);6;kg/an
0005200592;SAFT SAS;2018;Eau (direct);Cadmium et composés (exprimés en tant que Cd);3.06;kg/an
0005200678;RIVE DROITE ENVIRONNEMENT SAS;2018;Air;Dioxyde de carbone (CO2) d'origine non biomasse;45300000;kg/an
0005200678;RIVE DROITE ENVIRONNEMENT SAS;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);105000000;kg/an
0005200678;RIVE DROITE ENVIRONNEMENT SAS;2018;Air;Dioxyde de carbone (CO2) d'origine biomasse;59800000;kg/an
0005200721;UCVA;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);15900000;kg/an
0005200721;UCVA;2018;Air;Dioxyde de carbone (CO2) d'origine biomasse;15900000;kg/an
0005200859;SOVAL;2018;Air;Méthane (CH4);1480000;kg/an
0005200859;SOVAL;2018;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);49700000;kg/an
0005200859;SOVAL;2018;Air;Dioxyde de carbone (CO2) d'origine biomasse;49700000;kg/an
0005200869;L'ELECTROLYSE SAS;2018;Eau (direct);Cadmium et composés (exprimés en tant que Cd);2.05;kg/an
0005200869;L'ELECTROLYSE SAS;2018;Eau (direct);Nickel et composés (exprimés en tant que Ni);39.2;kg/an
0005200998;MEDA  MANUFACTURING SAS;2018;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);2.8;kg/an
0005201010;DASSAULT Aviation SA;2018;Air;Hydroflurocarbures (HFC);108;kg/an
0005201153;SAS LELAY;2018;Air;Ammoniac (NH3);25800;kg/an
0005201174;SCEA FOUGERAIE;2018;Air;Ammoniac (NH3);12900;kg/an
