identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
0005100143;WEPA GREENFIELD SAS;2017;Sol;Mercure et composés (exprimés en tant que Hg);6.69;kg/an
0005100143;WEPA GREENFIELD SAS;2017;Sol;Nickel et composés (exprimés en tant que Ni);154;kg/an
0005100143;WEPA GREENFIELD SAS;2017;Sol;Plomb et composés (exprimés en tant que Pb);280;kg/an
0005100143;WEPA GREENFIELD SAS;2017;Sol;Zinc et composés (exprimés en tant que Zn);9050;kg/an
0005100190;DSP France SAS  (ex DOW FRANCE);2017;Air;Composés organiques volatils non méthaniques (COVNM);47300;kg/an
0005100190;DSP France SAS  (ex DOW FRANCE);2017;Air;Méthanol (alcool méthylique);52200;kg/an
0005100190;DSP France SAS  (ex DOW FRANCE);2017;Eau (direct);Aldéhyde formique (formaldéhyde);1070;kg/an
0005100190;DSP France SAS  (ex DOW FRANCE);2017;Eau (direct);Chlorures (en tant que Cl total);3170000;kg/an
0005100190;DSP France SAS  (ex DOW FRANCE);2017;Eau (direct);Sulfates;3420000;kg/an
0005100203;EUROKERA (SNC);2017;Air;Hydroflurocarbures (HFC);149;kg/an
0005100257;VERALLIA FRANCE (ex St Gobain Emballage);2017;Air;Oxydes d'azote (NOx/NO2);160000;kg/an
0005100257;VERALLIA FRANCE (ex St Gobain Emballage);2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;49700000;kg/an
0005100257;VERALLIA FRANCE (ex St Gobain Emballage);2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);49700000;kg/an
0005100293;EVERBAL PAPETERIE;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);48600000;kg/an
0005100293;EVERBAL PAPETERIE;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;48600000;kg/an
0005100293;EVERBAL PAPETERIE;2017;Sol;Cuivre et composés (exprimés en tant que Cu);223;kg/an
0005100311;EDIFI NORD;2017;Air;Méthane (CH4);461000;kg/an
0005100317;SKRETTING;2017;Eau (indirect);Demande biologique en oxygène (DBO5);43100;kg/an
0005100349;SOPROCOS;2017;Air;Composés organiques volatils non méthaniques (COVNM);142000;kg/an
0005100364;Godin SA;2017;Eau (direct);Cadmium et composés (exprimés en tant que Cd);1.47;kg/an
0005100400;CROWN LAON;2017;Air;Composés organiques volatils non méthaniques (COVNM);125000;kg/an
0005100467;GAVEL;2017;Air;Hydroflurocarbures (HFC);166;kg/an
0005100467;GAVEL;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;24000000;kg/an
0005100467;GAVEL;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);24000000;kg/an
0005100467;GAVEL;2017;Sol;Zinc et composés (exprimés en tant que Zn);166;kg/an
0005100494;NOVABION;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;11800000;kg/an
0005100494;NOVABION;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11800000;kg/an
0005100507;ENGIE COFELY;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13100000;kg/an
0005100507;ENGIE COFELY;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;13100000;kg/an
0005100521;TEREOS FRANCE;2017;Air;Composés organiques volatils non méthaniques (COVNM);258000;kg/an
0005100521;TEREOS FRANCE;2017;Air;Oxydes d'azote (NOx/NO2);299000;kg/an
0005100521;TEREOS FRANCE;2017;Air;Protoxyde d'azote (N2O);10400;kg/an
0005100521;TEREOS FRANCE;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;239000000;kg/an
0005100521;TEREOS FRANCE;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);448000000;kg/an
0005100521;TEREOS FRANCE;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;209000000;kg/an
0005100521;TEREOS FRANCE;2017;Eau (direct);Demande chimique en oxygène (DCO);285000;kg/an
0005100521;TEREOS FRANCE;2017;Eau (direct);Nickel et composés (exprimés en tant que Ni);28.8;kg/an
0005100521;TEREOS FRANCE;2017;Sol;Phosphore total;19000;kg/an
0005100521;TEREOS FRANCE;2017;Sol;Zinc et composés (exprimés en tant que Zn);227;kg/an
0005100562;MBK INDUSTRIE;2017;Air;Composés organiques volatils non méthaniques (COVNM);52800;kg/an
0005100756;ATEMAX FRANCE;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;19100000;kg/an
0005100756;ATEMAX FRANCE;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);19100000;kg/an
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;62600000;kg/an
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);62600000;kg/an
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2017;Eau (direct);Demande chimique en oxygène (DCO);167000;kg/an
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2017;Sol;Azote total;58800;kg/an
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2017;Sol;Chrome et composés (exprimés en tant que Cr);218;kg/an
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2017;Sol;Cuivre et composés (exprimés en tant que Cu);1320;kg/an
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2017;Sol;Mercure et composés (exprimés en tant que Hg);2.48;kg/an
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2017;Sol;Nickel et composés (exprimés en tant que Ni);112;kg/an
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2017;Sol;Plomb et composés (exprimés en tant que Pb);259;kg/an
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2017;Sol;Zinc et composés (exprimés en tant que Zn);2230;kg/an
0005100850;ETEX France Building Performance;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;57300000;kg/an
0005100850;ETEX France Building Performance;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);57300000;kg/an
0005100909;VISKASE;2017;Air;Sulfure de carbone;549000;kg/an
0005100909;VISKASE;2017;Air;Sulfure d'hydrogène (H2S);98000;kg/an
0005100912;AGCO;2017;Air;Composés organiques volatils non méthaniques (COVNM);86500;kg/an
0005100917;SOLABIA;2017;Air;Composés organiques volatils non méthaniques (COVNM);107000;kg/an
0005100917;SOLABIA;2017;Eau (indirect);Demande biologique en oxygène (DBO5);48400;kg/an
0005100918;SPONTEX;2017;Air;Sulfure de carbone;234000;kg/an
0005100918;SPONTEX;2017;Air;Sulfure d'hydrogène (H2S);31100;kg/an
0005100918;SPONTEX;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;29600000;kg/an
0005100918;SPONTEX;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);29600000;kg/an
0005100918;SPONTEX;2017;Eau (direct);Demande biologique en oxygène (DBO5);63000;kg/an
0005100918;SPONTEX;2017;Eau (direct);Demande chimique en oxygène (DCO);164000;kg/an
0005100978;BASF France (ex Coatings);2017;Air;Composés organiques volatils non méthaniques (COVNM);46000;kg/an
0005100978;BASF France (ex Coatings);2017;Air;Zinc et composés (exprimés en tant que Zn);812;kg/an
0005100993;Si GROUP;2017;Air;Composés organiques volatils non méthaniques (COVNM);61700;kg/an
0005101027;TEREOS FRANCE (Ex SICA PULPOSEC);2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;24000000;kg/an
0005101027;TEREOS FRANCE (Ex SICA PULPOSEC);2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);24000000;kg/an
0005101029;TEREOS FRANCE;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;61700000;kg/an
0005101029;TEREOS FRANCE;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);61700000;kg/an
0005101072;REGEAL;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;18600000;kg/an
0005101072;REGEAL;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);18600000;kg/an
0005101075;COFELY;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;22800000;kg/an
0005101075;COFELY;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);22800000;kg/an
0005101102;CREIL ENERGIE (ex DALKIA FRANCE);2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;14500000;kg/an
0005101102;CREIL ENERGIE (ex DALKIA FRANCE);2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14500000;kg/an
0005101157;Amphastar France Pharmaceuticals;2017;Air;Composés organiques volatils non méthaniques (COVNM);62200;kg/an
0005101176;SAVERGLASS (SAV ...);2017;Air;Oxydes de soufre (SOx/SO2);239000;kg/an
0005101176;SAVERGLASS (SAV ...);2017;Air;Oxydes d'azote (NOx/NO2);232000;kg/an
0005101176;SAVERGLASS (SAV ...);2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;58000000;kg/an
0005101176;SAVERGLASS (SAV ...);2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);58000000;kg/an
0005101189;BIGARD SA;2017;Eau (indirect);Demande biologique en oxygène (DBO5);78200;kg/an
0005101211;STORENGY;2017;Air;Méthane (CH4);194000;kg/an
0005106008;VALOR'AISNE;2017;Air;Méthane (CH4);474000;kg/an
0005106416;SEDE ENVIRONNEMENT;2017;Air;Ammoniac (NH3);12900;kg/an
0005106517;VALNOR;2017;Air;Méthane (CH4);309000;kg/an
0005106517;VALNOR;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10500000;kg/an
0005106517;VALNOR;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;10500000;kg/an
0005106523;SPAT;2017;Air;Méthane (CH4);209000;kg/an
0005106524;SITA OISE;2017;Air;Méthane (CH4);448000;kg/an
0005106524;SITA OISE;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11700000;kg/an
0005106524;SITA OISE;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;11700000;kg/an
0005106534;SUEZ RV Ile-de-France;2017;Air;Méthane (CH4);128000;kg/an
0005106544;GURDEBEKE SA;2017;Air;Méthane (CH4);185000;kg/an
0005106546;SUEZ RV Ile-de-France (ex. SITA IdF);2017;Air;Méthane (CH4);271000;kg/an
0005106546;SUEZ RV Ile-de-France (ex. SITA IdF);2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10800000;kg/an
0005106546;SUEZ RV Ile-de-France (ex. SITA IdF);2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;10800000;kg/an
0005106547;GURDEBEKE;2017;Air;Méthane (CH4);113000;kg/an
0005106614;KOGEBAN;2017;Air;Oxydes d'azote (NOx/NO2);165000;kg/an
0005106614;KOGEBAN;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);767000000;kg/an
0005106614;KOGEBAN;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;767000000;kg/an
0005106806;SEDE ENVIRONNEMENT;2017;Air;Ammoniac (NH3);10100;kg/an
0005106868;COGENERATION BIOMASSE ESTREES;2017;Air;Oxydes d'azote (NOx/NO2);123000;kg/an
0005106868;COGENERATION BIOMASSE ESTREES;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);130000000;kg/an
0005106868;COGENERATION BIOMASSE ESTREES;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;130000000;kg/an
0005108060;ARCHROMA FRANCE SAS ex-CLARIANT;2017;Eau (indirect);Demande chimique en oxygène (DCO);435000;kg/an
0005200010;POLYREY S.A.S. (usine);2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;22200000;kg/an
0005200010;POLYREY S.A.S. (usine);2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);22200000;kg/an
0005200028;EURENCO SA;2017;Air;Composés organiques volatils non méthaniques (COVNM);33800;kg/an
0005200028;EURENCO SA;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;17400000;kg/an
0005200028;EURENCO SA;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);17400000;kg/an
0005200074;BERKEM SAS;2017;Air;Composés organiques volatils non méthaniques (COVNM);298000;kg/an
0005200074;BERKEM SAS;2017;Air;Méthanol (alcool méthylique);27900;kg/an
0005200081;MUNKSJÖ ROTTERSAC SAS;2017;Eau (direct);Demande biologique en oxygène (DBO5);56400;kg/an
0005200081;MUNKSJÖ ROTTERSAC SAS;2017;Eau (direct);Demande chimique en oxygène (DCO);185000;kg/an
0005200086;CONDAT SAS;2017;Air;Méthane (CH4);242000;kg/an
0005200086;CONDAT SAS;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;66100000;kg/an
0005200086;CONDAT SAS;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);66100000;kg/an
0005200086;CONDAT SAS;2017;Eau (direct);Aluminium et composés (exprimés en tant que Al);25800;kg/an
0005200086;CONDAT SAS;2017;Eau (direct);Demande chimique en oxygène (DCO);177000;kg/an
0005200086;CONDAT SAS;2017;Sol;Mercure et composés (exprimés en tant que Hg);1.14;kg/an
0005200086;CONDAT SAS;2017;Sol;Zinc et composés (exprimés en tant que Zn);118;kg/an
0005200096;SITA SUD OUEST;2017;Air;Méthane (CH4);421000;kg/an
0005200110;CORENSO France SA;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;18400000;kg/an
0005200110;CORENSO France SA;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);18400000;kg/an
0005200110;CORENSO France SA;2017;Eau (direct);Demande chimique en oxygène (DCO);346000;kg/an
0005200156;CHAUX DE ST ASTIER SAS;2017;Air;Monoxyde de carbone (CO);791000;kg/an
0005200156;CHAUX DE ST ASTIER SAS;2017;Air;Poussières totales;147000;kg/an
0005200156;CHAUX DE ST ASTIER SAS;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;29200000;kg/an
0005200156;CHAUX DE ST ASTIER SAS;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);29200000;kg/an
0005200214;LHOIST France Centre et Sud-Ouest SAS;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;44000000;kg/an
0005200214;LHOIST France Centre et Sud-Ouest SAS;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);68100000;kg/an
0005200214;LHOIST France Centre et Sud-Ouest SAS;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;24100000;kg/an
0005200249;FORESA FRANCE SAS;2017;Air;Aldéhyde formique (formaldéhyde);1080;kg/an
0005200251;SANOFI WINTHROP INDUSTRIE;2017;Air;Hydroflurocarbures (HFC);242;kg/an
0005200256;EPG;2017;Air;Composés organiques volatils non méthaniques (COVNM);34800;kg/an
0005200259;YARA FRANCE;2017;Air;Ammoniac (NH3);10900;kg/an
0005200259;YARA FRANCE;2017;Air;Oxydes d'azote (NOx/NO2);123000;kg/an
0005200259;YARA FRANCE;2017;Air;Protoxyde d'azote (N2O);168000;kg/an
0005200263;COBOGAL;2017;Air;Composés organiques volatils non méthaniques (COVNM);31900;kg/an
0005200265;LUCIEN BERNARD SA;2017;Air;Composés organiques volatils non méthaniques (COVNM);273000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2017;Air;Composés organiques volatils non méthaniques (COVNM);709000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2017;Air;Hydroflurocarbures (HFC);401;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2017;Air;Oxydes d'azote (NOx/NO2);138000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;157000000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);157000000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2017;Eau (direct);Cobalt et composés (exprimés en tant que Co);120;kg/an
0005200359;SAIPOL SA;2017;Air;Composés organiques volatils non méthaniques (COVNM);307000;kg/an
0005200361;SIAP-SARP INDUSTRIES AQUITAINE PYRENEES;2017;Eau (direct);Zinc et composés (exprimés en tant que Zn);237;kg/an
0005200378;VALBOM;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;92200000;kg/an
0005200378;VALBOM;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);213000000;kg/an
0005200378;VALBOM;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;121000000;kg/an
0005200391;PAPETERIES DE BEGLES (SAPB);2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;31300000;kg/an
0005200391;PAPETERIES DE BEGLES (SAPB);2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);31300000;kg/an
0005200391;PAPETERIES DE BEGLES (SAPB);2017;Eau (direct);Demande biologique en oxygène (DBO5);44500;kg/an
0005200391;PAPETERIES DE BEGLES (SAPB);2017;Eau (direct);Demande chimique en oxygène (DCO);307000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Air;Monoxyde de carbone (CO);1940000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Air;Oxydes d'azote (NOx/NO2);475000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;29300000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);968000000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;938000000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Eau (direct);Azote total;84100;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Eau (direct);Composés organohalogénés (exprimés en tant que AOX);1010;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Eau (direct);Demande biologique en oxygène (DBO5);942000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Eau (direct);Demande chimique en oxygène (DCO);3150000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Eau (direct);Matières en suspension (MES);523000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Eau (direct);Mercure et composés (exprimés en tant que Hg);1.5;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Eau (direct);Phosphore total;10700;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Eau (direct);Phénols (en tant que C total);646;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2017;Eau (direct);Plomb et composés (exprimés en tant que Pb);26.2;kg/an
0005200472;BORDEAUX METROPOLE;2017;Air;Hydrochlorofluorocarbures (HCFC);499;kg/an
0005200500;AUCHAN - Bordeaux Mériadeck;2017;Air;Hydroflurocarbures (HFC);599;kg/an
0005200592;SAFT SAS;2017;Eau (direct);Cadmium et composés (exprimés en tant que Cd);2.6;kg/an
0005200678;RIVE DROITE ENVIRONNEMENT SAS;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;45500000;kg/an
0005200678;RIVE DROITE ENVIRONNEMENT SAS;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);106000000;kg/an
0005200678;RIVE DROITE ENVIRONNEMENT SAS;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;60000000;kg/an
0005200721;UCVA;2017;Air;Composés organiques volatils non méthaniques (COVNM);33900;kg/an
0005200721;UCVA;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);21800000;kg/an
0005200721;UCVA;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;21800000;kg/an
0005200856;SCEA  DE GALABEN;2017;Air;Ammoniac (NH3);23900;kg/an
0005200859;SOVAL;2017;Air;Méthane (CH4);1510000;kg/an
0005200859;SOVAL;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);44100000;kg/an
0005200859;SOVAL;2017;Air;Dioxyde de carbone (CO2) d'origine biomasse;44100000;kg/an
0005200869;L'ELECTROLYSE SAS;2017;Eau (direct);Cadmium et composés (exprimés en tant que Cd);2.13;kg/an
0005200869;L'ELECTROLYSE SAS;2017;Eau (direct);Nickel et composés (exprimés en tant que Ni);37.9;kg/an
0005201174;SCEA FOUGERAIE;2017;Air;Ammoniac (NH3);12900;kg/an
0005201222;ETEX FRANCE BUILDING PERFORMANCE;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;25400000;kg/an
0005201222;ETEX FRANCE BUILDING PERFORMANCE;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);25400000;kg/an
0005201261;ARIANEGROUP;2017;Air;Chlore et composés inorganiques (en tant que HCl);10400;kg/an
0005201261;ARIANEGROUP;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;14700000;kg/an
0005201261;ARIANEGROUP;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14700000;kg/an
0005201262;ARIANEGROUP;2017;Air;Hydroflurocarbures (HFC);116;kg/an
0005201277;AMCOR FLEXIBLES CAPSULES FRANCE;2017;Air;Composés organiques volatils non méthaniques (COVNM);134000;kg/an
0005201357;LIXOL - Groupe BERKEM;2017;Air;Composés organiques volatils non méthaniques (COVNM);68200;kg/an
0005201375;O-I France SAS;2017;Air;Arsenic et composés (exprimés en tant que As);67.3;kg/an
0005201375;O-I France SAS;2017;Air;Cadmium et composés (exprimés en tant que Cd);26.9;kg/an
0005201375;O-I France SAS;2017;Air;Oxydes de soufre (SOx/SO2);205000;kg/an
0005201375;O-I France SAS;2017;Air;Oxydes d'azote (NOx/NO2);290000;kg/an
0005201375;O-I France SAS;2017;Air;Plomb et composés (exprimés en tant que Pb);242;kg/an
0005201375;O-I France SAS;2017;Air;Zinc et composés (exprimés en tant que Zn);861;kg/an
0005201375;O-I France SAS;2017;Air;Sélénium;24.2;kg/an
0005201375;O-I France SAS;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;79700000;kg/an
0005201375;O-I France SAS;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);79700000;kg/an
0005201420;TERRALIA SARL;2017;Air;Méthane (CH4);256000;kg/an
0005201506;Usine DRT Castets;2017;Air;Composés organiques volatils non méthaniques (COVNM);96000;kg/an
0005201506;Usine DRT Castets;2017;Air;Dioxyde de carbone (CO2) d'origine non biomasse;16100000;kg/an
0005201506;Usine DRT Castets;2017;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);16100000;kg/an
0005201506;Usine DRT Castets;2017;Eau (indirect);Demande chimique en oxygène (DCO);1760000;kg/an
0005201541;GASCOGNE FLEXIBLE;2017;Air;Composés organiques volatils non méthaniques (COVNM);107000;kg/an
0005201541;GASCOGNE FLEXIBLE;2017;Air;Hydrochlorofluorocarbures (HCFC);62;kg/an
0005201541;GASCOGNE FLEXIBLE;2017;Eau (indirect);Composés organohalogénés (exprimés en tant que AOX);23400;kg/an
0005201604;SERETRAM;2017;Air;Méthane (CH4);640000;kg/an
0005201604;SERETRAM;2017;Sol;Zinc et composés (exprimés en tant que Zn);324;kg/an
0005201616;SOLEAL SAS;2017;Sol;Zinc et composés (exprimés en tant que Zn);347;kg/an
0005201623;NANKAI PLYWOOD ROLPIN (NP ROLPIN);2017;Air;Monoxyde de carbone (CO);640000;kg/an
