identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
0005101904;PROCTER et  GAMBLE AMIENS;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;13700000;kg/an
0005101904;PROCTER et  GAMBLE AMIENS;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13700000;kg/an
0005101916;MERSEN FRANCE SAS;2022;Air;Composés organiques volatils non méthaniques (COVNM);57000;kg/an
0005101916;MERSEN FRANCE SAS;2022;Air;Hydrocarbures aromatiques polycycliques (HAP);2970;kg/an
0005101988;SFG (Ste Française de Galvanoplastie);2022;Air;Chrome et composés (exprimés en tant que Cr);161;kg/an
0005101988;SFG (Ste Française de Galvanoplastie);2022;Air;Nickel et composés (exprimés en tant que Ni);1620;kg/an
0005102078;DS SMITH PACKAGING EX OTOR PICARDIE;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;33000000;kg/an
0005102078;DS SMITH PACKAGING EX OTOR PICARDIE;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);33000000;kg/an
0005102147;CRISTAL UNION ex SICA PULPE HAUTE PICARDIE;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11500000;kg/an
0005102147;CRISTAL UNION ex SICA PULPE HAUTE PICARDIE;2022;Air;Acétaldéhyde (aldéhyde acétique  éthanal);626;kg/an
0005102147;CRISTAL UNION ex SICA PULPE HAUTE PICARDIE;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;11500000;kg/an
0005102201;SIOEN SAINT FRERES SA;2022;Air;Composés organiques volatils non méthaniques (COVNM);112000;kg/an
0005102374;BONDUELLE EUROPE LONG LIFE;2022;Eau (direct);Composés organohalogénés (exprimés en tant que AOX);1070;kg/an
0005102374;BONDUELLE EUROPE LONG LIFE;2022;Eau (direct);Phosphore total;6620;kg/an
0005102404;TEREOS  STARCH & SWEETENER EUROPE;2022;Air;Composés organiques volatils non méthaniques (COVNM);293000;kg/an
0005102404;TEREOS  STARCH & SWEETENER EUROPE;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;194000000;kg/an
0005102404;TEREOS  STARCH & SWEETENER EUROPE;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);194000000;kg/an
0005102404;TEREOS  STARCH & SWEETENER EUROPE;2022;Eau (direct);Cuivre et composés (exprimés en tant que Cu);53;kg/an
0005102505;SAINT LOUIS SUCRE SNC - SLS;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;88100000;kg/an
0005102505;SAINT LOUIS SUCRE SNC - SLS;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);88100000;kg/an
0005102581;ROQUETTE  FRERES;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;25000000;kg/an
0005102581;ROQUETTE  FRERES;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);29500000;kg/an
0005102581;ROQUETTE  FRERES;2022;Sol;Azote total;484000;kg/an
0005102581;ROQUETTE  FRERES;2022;Sol;Nickel et composés (exprimés en tant que Ni);23.4;kg/an
0005102581;ROQUETTE  FRERES;2022;Sol;Phosphore total;132000;kg/an
0005102581;ROQUETTE  FRERES;2022;Sol;Zinc et composés (exprimés en tant que Zn);232;kg/an
0005102581;ROQUETTE  FRERES;2022;Eau (direct);Nickel et composés (exprimés en tant que Ni);25.9;kg/an
0005102587;RKW SFE SAS;2022;Air;Composés organiques volatils non méthaniques (COVNM);110000;kg/an
0005102598;CRISTAL UNION Etablissement de Sainte Emilie;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;71800000;kg/an
0005102598;CRISTAL UNION Etablissement de Sainte Emilie;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);71800000;kg/an
0005103204;EDILIANS tuilerie de St Germer;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);33700000;kg/an
0005103204;EDILIANS tuilerie de St Germer;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;33700000;kg/an
0005103657;FLINT Group France;2022;Air;Composés organiques volatils non méthaniques (COVNM);72800;kg/an
0005103728;SOCOPIC;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;59100000;kg/an
0005103728;SOCOPIC;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);59100000;kg/an
0005200010;POLYREY S.A.S. (usine);2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;20500000;kg/an
0005200010;POLYREY S.A.S. (usine);2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);20500000;kg/an
0005200028;EURENCO SA;2022;Air;Composés organiques volatils non méthaniques (COVNM);60400;kg/an
0005200074;BERKEM SAS;2022;Air;Méthanol (alcool méthylique);109000;kg/an
0005200074;BERKEM SAS;2022;Air;Composés organiques volatils non méthaniques (COVNM);163000;kg/an
0005200086;CONDAT SAS;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;47300000;kg/an
0005200086;CONDAT SAS;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);47300000;kg/an
0005200086;CONDAT SAS;2022;Air;Méthane (CH4);100000;kg/an
0005200086;CONDAT SAS;2022;Eau (direct);Aluminium et composés (exprimés en tant que Al);26300;kg/an
0005200214;LHOIST France Centre et Sud-Ouest SAS;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);55100000;kg/an
0005200214;LHOIST France Centre et Sud-Ouest SAS;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;36100000;kg/an
0005200214;LHOIST France Centre et Sud-Ouest SAS;2022;Air;Dioxyde de carbone (CO2) d'origine biomasse;19000000;kg/an
0005200251;SANOFI WINTHROP INDUSTRIE;2022;Air;Hydroflurocarbures (HFC);206;kg/an
0005200359;SAIPOL SA;2022;Air;Composés organiques volatils non méthaniques (COVNM);319000;kg/an
0005200359;SAIPOL SA;2022;Air;Oxydes d'azote (NOx/NO2);148000;kg/an
0005200359;SAIPOL SA;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);68200000;kg/an
0005200359;SAIPOL SA;2022;Air;Dioxyde de carbone (CO2) d'origine biomasse;62800000;kg/an
0005200378;VALBOM;2022;Air;Dioxyde de carbone (CO2) d'origine biomasse;115000000;kg/an
0005200378;VALBOM;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;87900000;kg/an
0005200378;VALBOM;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);202000000;kg/an
0005200378;VALBOM;2022;Air;Oxydes d'azote (NOx/NO2);109000;kg/an
0005200869;L'ELECTROLYSE SAS;2022;Eau (direct);Cadmium et composés (exprimés en tant que Cd);1.31;kg/an
0005201222;ETEX FRANCE BUILDING PERFORMANCE;2022;Air;Composés organiques volatils non méthaniques (COVNM);104000;kg/an
0005201261;ARIANEGROUP;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;11700000;kg/an
0005201261;ARIANEGROUP;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11700000;kg/an
0005201375;O-I France SAS;2022;Air;Oxydes d'azote (NOx/NO2);237000;kg/an
0005201375;O-I France SAS;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);73600000;kg/an
0005201375;O-I France SAS;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;73600000;kg/an
0005201604;SERETRAM;2022;Air;Méthane (CH4);571000;kg/an
0005201604;SERETRAM;2022;Sol;Zinc et composés (exprimés en tant que Zn);348;kg/an
0005201764;CHEMVIRON;2022;Air;Dioxyde de carbone (CO2) d'origine biomasse;30700000;kg/an
0005201764;CHEMVIRON;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;20600000;kg/an
0005201764;CHEMVIRON;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);51300000;kg/an
0005201764;CHEMVIRON;2022;Air;Monoxyde de carbone (CO);625000;kg/an
0005201767;VERMILION REP S.A.S.;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;11400000;kg/an
0005201767;VERMILION REP S.A.S.;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11400000;kg/an
0005201831;EDILIANS;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;21600000;kg/an
0005201831;EDILIANS;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);21600000;kg/an
0005201939;BIOLANDES TECHNOLOGIES SAS;2022;Air;Composés organiques volatils non méthaniques (COVNM);190000;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Eau (direct);Phénols (en tant que C total);54.8;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Eau (direct);Phosphore total;22300;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Eau (direct);Zinc et composés (exprimés en tant que Zn);1180;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Eau (direct);Azote total;631000;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Eau (direct);Cadmium et composés (exprimés en tant que Cd);14.2;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Eau (direct);Chrome et composés (exprimés en tant que Cr);152;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Eau (direct);Composés organohalogénés (exprimés en tant que AOX);36900;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Eau (direct);Cuivre et composés (exprimés en tant que Cu);260;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Eau (direct);Demande biologique en oxygène (DBO5);247000;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Eau (direct);Demande chimique en oxygène (DCO);7470000;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Eau (direct);Matières en suspension (MES);1230000;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Eau (direct);Nickel et composés (exprimés en tant que Ni);131;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Zinc et composés (exprimés en tant que Zn);449;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;11800000;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);489000000;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Vanadium et ses composés;18.5;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Chlore et composés inorganiques (en tant que HCl);37900;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Composés organiques volatils non méthaniques (COVNM);84200;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Dioxyde de carbone (CO2) d'origine biomasse;477000000;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Cadmium et composés (exprimés en tant que Cd);11.6;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Manganèse et composés (exprimés en tant que Mn);518;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Monoxyde de carbone (CO);932000;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Nickel et composés (exprimés en tant que Ni);57.4;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Oxydes de soufre (SOx/SO2);300000;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Oxydes d'azote (NOx/NO2);484000;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Poussières totales;911000;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Air;Protoxyde d'azote (N2O);14200;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Sol;Cuivre et composés (exprimés en tant que Cu);700;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Sol;Zinc et composés (exprimés en tant que Zn);5710;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Sol;Plomb et composés (exprimés en tant que Pb);1260;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Sol;Nickel et composés (exprimés en tant que Ni);129;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Sol;Chrome et composés (exprimés en tant que Cr);249;kg/an
0005202000;RAYONIER A.M. TARTAS;2022;Sol;Cadmium et composés (exprimés en tant que Cd);17.2;kg/an
0005202016;DRT Vielle-Saint-Girons;2022;Air;Chrome et composés (exprimés en tant que Cr);115;kg/an
0005202016;DRT Vielle-Saint-Girons;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);163000000;kg/an
0005202016;DRT Vielle-Saint-Girons;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;14700000;kg/an
0005202016;DRT Vielle-Saint-Girons;2022;Air;Oxydes d'azote (NOx/NO2);180000;kg/an
0005202016;DRT Vielle-Saint-Girons;2022;Air;Dioxyde de carbone (CO2) d'origine biomasse;148000000;kg/an
0005202016;DRT Vielle-Saint-Girons;2022;Air;Composés organiques volatils non méthaniques (COVNM);317000;kg/an
0005202016;DRT Vielle-Saint-Girons;2022;Eau (direct);Phosphore total;9040;kg/an
0005202016;DRT Vielle-Saint-Girons;2022;Eau (direct);Phénols (en tant que C total);38.5;kg/an
0005202016;DRT Vielle-Saint-Girons;2022;Eau (direct);Demande chimique en oxygène (DCO);212000;kg/an
0005202016;DRT Vielle-Saint-Girons;2022;Sol;Nickel et composés (exprimés en tant que Ni);21.1;kg/an
0005202084;CURIA FRANCE;2022;Eau (indirect);Demande chimique en oxygène (DCO);206000;kg/an
0005202084;CURIA FRANCE;2022;Eau (indirect);Composés organohalogénés (exprimés en tant que AOX);30200;kg/an
0005202084;CURIA FRANCE;2022;Eau (indirect);Demande biologique en oxygène (DBO5);51500;kg/an
0005202084;CURIA FRANCE;2022;Air;Composés organiques volatils non méthaniques (COVNM);38300;kg/an
0005202289;LHOIST FRANCE OUEST;2022;Air;Dioxyde de carbone (CO2) d'origine biomasse;20500000;kg/an
0005202289;LHOIST FRANCE OUEST;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);60300000;kg/an
0005202289;LHOIST FRANCE OUEST;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;39800000;kg/an
0005202342;TORAY CARBONS FIBERS EUROPE SA;2022;Air;Acide cyanhydrique (HCN);3470;kg/an
0005202342;TORAY CARBONS FIBERS EUROPE SA;2022;Air;Oxydes d'azote (NOx/NO2);171000;kg/an
0005202403;Nexteam Arudy Foundry;2022;Air;Hexafluorure de soufre (SF6);336;kg/an
0005202511;CELSA France SAS;2022;Air;Cadmium et composés (exprimés en tant que Cd);105;kg/an
0005202511;CELSA France SAS;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);16800000;kg/an
0005202511;CELSA France SAS;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;16800000;kg/an
0005202713;SOBEGI Mourenx;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;13500000;kg/an
0005202713;SOBEGI Mourenx;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13500000;kg/an
0005202729;PCC FRANCE SA;2022;Air;Nickel et composés (exprimés en tant que Ni);150;kg/an
0005207266;TEREGA - Centre de stockage;2022;Air;Méthane (CH4);799000;kg/an
0005300092;RENAULT TRUCKS;2022;Air;Hydroflurocarbures (HFC);225;kg/an
0005300092;RENAULT TRUCKS;2022;Air;Composés organiques volatils non méthaniques (COVNM);55300;kg/an
0005300463;CIMENTS CALCIA;2022;Air;Oxydes de soufre (SOx/SO2);352000;kg/an
0005300463;CIMENTS CALCIA;2022;Air;Dioxyde de carbone (CO2) d'origine biomasse;17000000;kg/an
0005300463;CIMENTS CALCIA;2022;Air;Oxydes d'azote (NOx/NO2);531000;kg/an
0005300463;CIMENTS CALCIA;2022;Air;Dioxyde de carbone (CO2) d'origine non biomasse;270000000;kg/an
0005300463;CIMENTS CALCIA;2022;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);287000000;kg/an
