EUTL_ID;EUTL_Name;PRTR_Site_Name;PRTR_PlantID;Distance_m;avg_name_score;manual
GB_162;Naylor Drainage;Cawthorne;8173;91.00070499;0.427780653;0
GB_561;Energy Centre - Dagenham;Dagenham Energy Centre;11983;91.26846754;0.469026445;1
GB_782;Barclays Data Centre;Gloucester;8971;92.83723882;0.360188061;0
GB_421;District Heating and CHP;Norwich District Heating and CHP;13750;94.37316768;0.501854727;1
GB_205497;Snacks Manufacturing Plant Leicester;Leicester;9128;94.5631844;0.334262135;1
GB_212522;Bancroft;Burnley;40697;94.92273468;0.358005521;0
GB_1062;First Milk - Aspatria Creamery;Aspatria Creamery;11085;96.78146177;0.469058275;1
GB_88;EP SHB Limited;South Humber;8055;97.18669862;0.383799172;1
GB_93;DGEL Rye House Power Station;Hoddesdon;41362;97.62435806;0.370902346;0
GB_543;White City Place;BBC Television Centre - Shepherds Bush;11072;97.67772277;0.376854727;0
GB_894;Hanson - Accrington;Stewartby Brickworks;8333;98.07267867;0.362230544;0
GB_895;Hanson - Caernarfon;Stewartby Brickworks;8333;98.07267867;0.362230544;0
GB_896;Hanson - Claughton;Stewartby Brickworks;8333;98.07267867;0.322688061;0
GB_931;Hanson - Stewartby;Stewartby Brickworks;8333;98.07267867;0.383799172;1
GB_932;Hanson - Swillington;Stewartby Brickworks;8333;98.07267867;0.331352082;0
GB_237;BAE SYSTEMS - Warton;Samlesbury Aerodrome;8345;98.18878252;0.435188061;0
GB_356;BAE SYSTEMS Woodford;Samlesbury Aerodrome;8345;98.18878252;0.438606864;0
GB_909;BAE Systems - Samlesbury;Samlesbury Aerodrome;8345;98.18878252;0.415937866;1
GB_810;Johnson Matthey Plc;Royston;8482;99.09915087;0.40423568;0
GB_205754;Hanson Quarry Products Europe - West Drayton;West Drayton;13683;99.62581604;0.366272717;1
GB_811;Ibstock Brick Ltd - Aldridge;Leicester Brickworks;8459;100.7013943;0.435819374;0
GB_825;Ibstock Brick Limited - Leicester;Leicester Brickworks;8459;100.7013943;0.456081781;1
GB_790;RAF Shawbury;Shawbury;9612;101.6754041;0.526160283;1
GB_850;Sofidel UK Limited;Leicester;4319;101.6990678;0.36428859;0
GB_833;Ibstock Brick Ltd Stourbridge Factory;Stourbridge Brickworks;8467;102.1982551;0.429386293;1
GB_76;Tate and Lyle Sugars;Silvertown;8030;102.8444208;0.317132505;0
GB_1077;Lakeland Dairies (N.I.) Ltd, Banbridge;Banbridge;14704;103.0720402;0.354632505;1
GB_201839;Generation & Sludge Heating Facilities - Riverside;Riverside STW;13441;103.380505;0.350943046;1
GB_854;Huhtamaki (Lurgan) Ltd;Lurgan;7297;103.4853217;0.356021394;1
GB_1032;Mondelez Confectionery - Sheffield;Sheffield;8147;105.8523852;0.352549172;1
GB_1033;BOILER HOUSE CHIRK;Chirk;8145;106.2516342;0.32407695;1
GB_1001;Hollingsworth & Vose Co Ltd;Winchcombe;8423;108.047644;0.317511293;0
GB_941;Bentley - Crewe;Crewe;8368;108.2053377;0.371940197;1
GB_86;Esso Petroleum Company Ltd;Hythe;7058;108.5437237;0.286775362;0
GB_880;Sofidel UK Lancaster;Lancaster;8025;108.9353155;0.309588932;1
GB_823;John Knight Limited;Silvertown;8326;109.67812;0.259935535;0
GB_138;Mill CHP;Keyingham;8127;111.9706645;0.358336209;0
GB_1008;Cabot Carbon Limited;Stanlow;9591;112.0374789;0.30939441;0
GB_856;Ardagh Glass - Wheatley;Wheatley;8543;113.522464;0.353045204;1
GB_866;Boilerhouse;Star Brewery;8693;114.7944512;0.333294121;0
GB_205816;Allegheny Technologies Limited;Sheffield;13691;116.2522527;0.32150961;0
GB_204969;Polestar UK Print Ltd (Sheffield);Sheffield;7783;117.4646434;0.340280653;0
GB_797;PFI Hospital;Queens Hospital;9611;118.876141;0.467595468;1
GB_364;De Montfort University;Leicester;8613;118.9834953;0.342342943;0
GB_372;I.B.C. Vehicles Limited;Luton;8628;119.9323938;0.112965839;0
GB_807;McCain Steam Boilers - Whittlesey;Whittelsey;8687;119.9876638;0.356335014;1
GB_451;Masterfoods, Peterborough, Mars UK Ltd;Melton Mowbray;8754;121.2093214;0.382943945;0
GB_908;Petfood Manufacturing;Melton Mowbray;8754;121.2093214;0.38412986;0
GB_1086;First Milk - Haverfordwest Creamery;Merlins Bridge;9346;121.6551662;0.397958624;0
GB_886;INOVYN Chlorvinyls Newton Aycliffe;Newton Aycliffe;1312;122.6270266;0.349676078;1
GB_207767;STE Campus;Stevenage Data Centre;14657;122.8608394;0.369315045;1
GB_202259;EM-UK-C01 (Basingstoke);Basingstoke;13439;124.7610588;0.548151024;1
GB_887;ELYO CHP Plant at Kellogg;Manchester;1496;125.2655267;0.404486306;0
GB_206228;SPARTAN UK LTD;Gateshead;13714;125.2865447;0.406616632;0
GB_166;Horlicks Factory;Slough;8181;127.0191949;0.293521394;0
GB_870;ESCOL PRODUCTS LTD;Huntingdon;6549;127.9040046;0.253442029;0
GB_765;National Semiconductor (UK) Ltd;Greenock;9653;131.0722304;0.330768869;0
GB_213420;Walker Balby-B;Balby Carr Power Plant;43096;131.7066973;0.40939441;1
GB_210513;Huntsman Energy Center;Wilton Energy Centre;40496;133.1343253;0.45605296;0
GB_1002;H.J. Heinz – Kitt Green;Wigan;8715;135.1731364;0.362965839;0
GB_94;Roquette UK Limited - CHP Plant;Corby;8063;135.5592595;0.290743616;0
GB_971;Inveresk Group PLC;St Cuthberts Mill;8178;135.8947362;0.283133906;0
GB_1255;Barclays Data Centre Slough;Slough;11988;136.4739082;0.264200406;2
GB_204922;Dow Silicone Manufacturing Installation;Barry;14183;138.3593769;0.317239343;0
GB_862;Smurfit Kappa SSK;Nechells;6587;139.1495384;0.31026976;0
GB_220;UK Power Reserve Watson St Power Station;Burtonhead Road;43418;143.6801399;0.366513924;0
GB_975;Northwood Tissue (Chesterfield) Limited;Chesterfield Paper Mill;40528;145.0930074;0.407970122;1
GB_997;Essity Operations Manchester Mill;Tissue and Towel Plant;11122;147.3269432;0.402738566;2
