Year;PollutantID;Pollutant_Name;PlantID;Site;Easting;Northing;Operator;SectorID;Sector; Emission ;Unit;Country
2001;2;Carbon Dioxide as Carbon;11491;Tern Alpha;555679;1269732;Shell UK Exploration & Production;3;Oil & gas exploration and production;76950.08605;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11491;Tern Alpha;555679;1269732;Shell UK Exploration & Production;3;Oil & gas exploration and production;74249.4255;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11491;Tern Alpha;555679;1269732;Shell UK Exploration & Production;3;Oil & gas exploration and production;74789.02685;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11491;Tern Alpha;555679;1269732;Shell UK Exploration & Production;3;Oil & gas exploration and production;65633.10466;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11492;Thames Alpha;703551;364188;Mobil North Sea Ltd;3;Oil & gas exploration and production;24030.0224;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11492;Thames Alpha;703551;364188;Mobil North Sea Ltd;3;Oil & gas exploration and production;26029.62861;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11492;Thames Alpha;703551;364188;Mobil North Sea Ltd;3;Oil & gas exploration and production;27334.10998;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11492;Thames Alpha;703551;364188;Mobil North Sea Ltd;3;Oil & gas exploration and production;32079.55313;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11492;Thames Alpha;703551;364188;Mobil North Sea Ltd;3;Oil & gas exploration and production;37519.20369;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11492;Thames Alpha;703551;364188;Mobil North Sea Ltd;3;Oil & gas exploration and production;27045.26973;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11492;Thames Alpha;703551;364188;Mobil North Sea Ltd;3;Oil & gas exploration and production;20009.9578;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11494;Thistle Alpha;591695;1280757;Lundin Britain Ltd;3;Oil & gas exploration and production;92427.59035;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11494;Thistle Alpha;591695;1280757;Lundin Britain Ltd;3;Oil & gas exploration and production;39069.70324;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11494;Thistle Alpha;591695;1280757;Lundin Britain Ltd;3;Oil & gas exploration and production;51825.5912;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11494;Thistle Alpha;591695;1280757;Lundin Britain Ltd;3;Oil & gas exploration and production;46319.08442;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11494;Thistle Alpha;591695;1280757;Lundin Britain Ltd;3;Oil & gas exploration and production;50311.10989;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11494;Thistle Alpha;591695;1280757;Lundin Britain Ltd;3;Oil & gas exploration and production;36453.87911;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11494;Thistle Alpha;591695;1280757;Lundin Britain Ltd;3;Oil & gas exploration and production;39731.9742;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11495;Tiffany;590824;959968;CNR International (UK) Ltd;3;Oil & gas exploration and production;110606.1437;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11495;Tiffany;590824;959968;CNR International (UK) Ltd;3;Oil & gas exploration and production;122856.5193;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11495;Tiffany;590824;959968;CNR International (UK) Ltd;3;Oil & gas exploration and production;93449.75874;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11495;Tiffany;590824;959968;CNR International (UK) Ltd;3;Oil & gas exploration and production;87764.15962;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11495;Tiffany;590824;959968;CNR International (UK) Ltd;3;Oil & gas exploration and production;69053.21198;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11495;Tiffany;590824;959968;CNR International (UK) Ltd;3;Oil & gas exploration and production;69575.47886;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11495;Tiffany;590824;959968;CNR International (UK) Ltd;3;Oil & gas exploration and production;57613.23067;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11496;Trent Compression Facilities;638217;495513;Perenco UK Ltd;3;Oil & gas exploration and production;301.8360069;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11496;Trent Compression Facilities;638217;495513;Perenco UK Ltd;3;Oil & gas exploration and production;626.6773162;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11496;Trent Compression Facilities;638217;495513;Perenco UK Ltd;3;Oil & gas exploration and production;624.4341523;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11496;Trent Compression Facilities;638217;495513;Perenco UK Ltd;3;Oil & gas exploration and production;601.2978487;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11496;Trent Compression Facilities;638217;495513;Perenco UK Ltd;3;Oil & gas exploration and production;0.181301399;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11496;Trent Compression Facilities;638217;495513;Perenco UK Ltd;3;Oil & gas exploration and production;834.2738882;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11496;Trent Compression Facilities;638217;495513;Perenco UK Ltd;3;Oil & gas exploration and production;836.9056121;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11497;Triton FPSO;569340;814189;Amerada Hess Ltd;3;Oil & gas exploration and production;110153.4216;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11497;Triton FPSO;569340;814189;Amerada Hess Ltd;3;Oil & gas exploration and production;84962.73301;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11497;Triton FPSO;569340;814189;Amerada Hess Ltd;3;Oil & gas exploration and production;66077.62683;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11497;Triton FPSO;569340;814189;Amerada Hess Ltd;3;Oil & gas exploration and production;58282.78645;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11497;Triton FPSO;569340;814189;Amerada Hess Ltd;3;Oil & gas exploration and production;64829.54977;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11500;Uisge Gorm;695972;707959;Amerada Hess Ltd;3;Oil & gas exploration and production;32489.25745;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11500;Uisge Gorm;695972;707959;Amerada Hess Ltd;3;Oil & gas exploration and production;38040.84964;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11500;Uisge Gorm;695972;707959;Amerada Hess Ltd;3;Oil & gas exploration and production;36580.43329;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11500;Uisge Gorm;695972;707959;Amerada Hess Ltd;3;Oil & gas exploration and production;38228.86753;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11500;Uisge Gorm;695972;707959;Amerada Hess Ltd;3;Oil & gas exploration and production;46907.69791;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11500;Uisge Gorm;695972;707959;Amerada Hess Ltd;3;Oil & gas exploration and production;33204.55338;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11500;Uisge Gorm;695972;707959;Amerada Hess Ltd;3;Oil & gas exploration and production;25530.71976;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11502;Viking;687137;402547;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;33829.25244;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11502;Viking;687137;402547;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;31899.73445;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11502;Viking;687137;402547;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;32415.88683;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11502;Viking;687137;402547;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;33333.52097;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11502;Viking;687137;402547;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;38067.97874;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11502;Viking;687137;402547;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;42734.72867;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11502;Viking;687137;402547;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;38654.42363;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11505;Amethyst A1D Platform;580144;416207;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;5.45E-02;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11505;Amethyst A1D Platform;580144;416207;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;847.9582267;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11505;Amethyst A1D Platform;580144;416207;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;741.0163135;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11505;Amethyst A1D Platform;580144;416207;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;3172.087033;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11505;Amethyst A1D Platform;580144;416207;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;2.339485036;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11505;Amethyst A1D Platform;580144;416207;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;34.96739845;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11505;Amethyst A1D Platform;580144;416207;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;134.138094;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11515;Brent A Platform;599054;1251845;Shell UK Exploration & Production;3;Oil & gas exploration and production;67435.24691;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11515;Brent A Platform;599054;1251845;Shell UK Exploration & Production;3;Oil & gas exploration and production;79236.54488;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11515;Brent A Platform;599054;1251845;Shell UK Exploration & Production;3;Oil & gas exploration and production;62246.87615;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11515;Brent A Platform;599054;1251845;Shell UK Exploration & Production;3;Oil & gas exploration and production;58558.43219;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11515;Brent A Platform;599054;1251845;Shell UK Exploration & Production;3;Oil & gas exploration and production;53364.84605;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11515;Brent A Platform;599054;1251845;Shell UK Exploration & Production;3;Oil & gas exploration and production;10399.15615;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11515;Brent A Platform;599054;1251845;Shell UK Exploration & Production;3;Oil & gas exploration and production;1973.116156;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11522;Hewett 48/29 C Platform;645319;358766;Tullow Oil UK Ltd;3;Oil & gas exploration and production;591.2678606;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11522;Hewett 48/29 C Platform;645319;358766;Tullow Oil UK Ltd;3;Oil & gas exploration and production;378.8825711;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11522;Hewett 48/29 C Platform;645319;358766;Tullow Oil UK Ltd;3;Oil & gas exploration and production;547.0196496;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11522;Hewett 48/29 C Platform;645319;358766;Tullow Oil UK Ltd;3;Oil & gas exploration and production;633.8234869;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11522;Hewett 48/29 C Platform;645319;358766;Tullow Oil UK Ltd;3;Oil & gas exploration and production;177.8570284;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11786;Ardmore;695972;707959;Tuscan Energy (Scotland) Ltd;3;Oil & gas exploration and production;7084.22148;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11786;Ardmore;695972;707959;Tuscan Energy (Scotland) Ltd;3;Oil & gas exploration and production;15578.23825;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11790;Global Producer III;607276;1076688;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;14257.62985;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11790;Global Producer III;607276;1076688;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;72679.93849;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11790;Global Producer III;607276;1076688;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;52912.81857;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11790;Global Producer III;607276;1076688;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;36427.8755;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11793;Saltire Alpha;538400;950974;Talisman Energy UK Ltd;3;Oil & gas exploration and production;17790.84545;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11793;Saltire Alpha;538400;950974;Talisman Energy UK Ltd;3;Oil & gas exploration and production;27334.15545;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11793;Saltire Alpha;538400;950974;Talisman Energy UK Ltd;3;Oil & gas exploration and production;14424.60615;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11793;Saltire Alpha;538400;950974;Talisman Energy UK Ltd;3;Oil & gas exploration and production;5096.112515;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11793;Saltire Alpha;538400;950974;Talisman Energy UK Ltd;3;Oil & gas exploration and production;5714.048747;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11793;Saltire Alpha;538400;950974;Talisman Energy UK Ltd;3;Oil & gas exploration and production;958.9018396;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11793;Saltire Alpha;538400;950974;Talisman Energy UK Ltd;3;Oil & gas exploration and production;3913.593335;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11795;FPSO Hummingbird;591286;900647;Sevan Marine;3;Oil & gas exploration and production;22625.36249;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12904;Anglia;643122;391947;ConocoPhillips;9;Processing & distribution of petroleum products;59.49883788;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12904;Anglia;643122;391947;ConocoPhillips;9;Processing & distribution of petroleum products;40.50466132;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12904;Anglia;643122;391947;ConocoPhillips;9;Processing & distribution of petroleum products;31.08044971;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12904;Anglia;643122;391947;ConocoPhillips;9;Processing & distribution of petroleum products;41.55228207;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12904;Anglia;643122;391947;ConocoPhillips;9;Processing & distribution of petroleum products;52.98203571;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12904;Anglia;643122;391947;ConocoPhillips;9;Processing & distribution of petroleum products;21.89649885;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12904;Anglia;643122;391947;ConocoPhillips;9;Processing & distribution of petroleum products;23.14692702;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12905;Arbroath;604961;837268;Talisman Energy UK Ltd;3;Oil & gas exploration and production;1321.540121;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12905;Arbroath;604961;837268;Talisman Energy UK Ltd;3;Oil & gas exploration and production;1130.737931;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12905;Arbroath;604961;837268;Talisman Energy UK Ltd;3;Oil & gas exploration and production;1131.098632;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12905;Arbroath;604961;837268;Talisman Energy UK Ltd;3;Oil & gas exploration and production;1147.27909;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12905;Arbroath;604961;837268;Talisman Energy UK Ltd;3;Oil & gas exploration and production;844.9941211;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12905;Arbroath;604961;837268;Talisman Energy UK Ltd;3;Oil & gas exploration and production;838.8905118;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12905;Arbroath;604961;837268;Talisman Energy UK Ltd;3;Oil & gas exploration and production;903.2685197;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12908;Audrey;666461;413758;ConocoPhillips;3;Oil & gas exploration and production;115.8192691;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12908;Audrey;666461;413758;ConocoPhillips;3;Oil & gas exploration and production;72.8962861;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12908;Audrey;666461;413758;ConocoPhillips;3;Oil & gas exploration and production;60.44085442;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12908;Audrey;666461;413758;ConocoPhillips;3;Oil & gas exploration and production;50.35041993;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12908;Audrey;666461;413758;ConocoPhillips;3;Oil & gas exploration and production;67.6878333;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12908;Audrey;666461;413758;ConocoPhillips;3;Oil & gas exploration and production;59.8638898;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12908;Audrey;666461;413758;ConocoPhillips;3;Oil & gas exploration and production;55.82472872;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12918;Blenheim/Bladon;576477;935850;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;46279.59727;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12918;Blenheim/Bladon;576477;935850;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;22210.0911;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12918;Blenheim/Bladon;576477;935850;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;5142.220446;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12928;Waveney;620012;389120;Perenco UK Ltd;3;Oil & gas exploration and production;30.40165689;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12928;Waveney;620012;389120;Perenco UK Ltd;3;Oil & gas exploration and production;35.37389502;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12928;Waveney;620012;389120;Perenco UK Ltd;3;Oil & gas exploration and production;44.51041965;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12928;Waveney;620012;389120;Perenco UK Ltd;3;Oil & gas exploration and production;4.39E-02;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12928;Waveney;620012;389120;Perenco UK Ltd;3;Oil & gas exploration and production;36.81669307;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12928;Waveney;620012;389120;Perenco UK Ltd;3;Oil & gas exploration and production;46.47456131;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12946;Welland;714321;354768;Mobil North Sea Ltd;3;Oil & gas exploration and production;359.5452653;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12946;Welland;714321;354768;Mobil North Sea Ltd;3;Oil & gas exploration and production;159.5459657;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12946;Welland;714321;354768;Mobil North Sea Ltd;3;Oil & gas exploration and production;149.1999983;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12946;Welland;714321;354768;Mobil North Sea Ltd;3;Oil & gas exploration and production;140.1224252;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12946;Welland;714321;354768;Mobil North Sea Ltd;3;Oil & gas exploration and production;195.9831289;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12946;Welland;714321;354768;Mobil North Sea Ltd;3;Oil & gas exploration and production;51.20145698;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12946;Welland;714321;354768;Mobil North Sea Ltd;3;Oil & gas exploration and production;87.73896232;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12953;Dunbar;601414;1191331;TotalFinaElf;3;Oil & gas exploration and production;97876.63172;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12953;Dunbar;601414;1191331;TotalFinaElf;3;Oil & gas exploration and production;7176.798005;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12953;Dunbar;601414;1191331;TotalFinaElf;3;Oil & gas exploration and production;6207.885359;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12953;Dunbar;601414;1191331;TotalFinaElf;3;Oil & gas exploration and production;8311.26594;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12953;Dunbar;601414;1191331;TotalFinaElf;3;Oil & gas exploration and production;7450.729192;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12953;Dunbar;601414;1191331;TotalFinaElf;3;Oil & gas exploration and production;7686.947569;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12953;Dunbar;601414;1191331;TotalFinaElf;3;Oil & gas exploration and production;6412.415651;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12955;Durward / Dauntless;528774;844231;Amerada Hess Ltd;3;Oil & gas exploration and production;36576.24931;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12955;Durward / Dauntless;528774;844231;Amerada Hess Ltd;3;Oil & gas exploration and production;8240.295889;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12958;Erskine;646334;802920;ChevronTex;3;Oil & gas exploration and production;183.2067867;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12958;Erskine;646334;802920;ChevronTex;3;Oil & gas exploration and production;113.7612055;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12958;Erskine;646334;802920;ChevronTex;3;Oil & gas exploration and production;191.2705874;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12958;Erskine;646334;802920;ChevronTex;3;Oil & gas exploration and production;8926.284758;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12958;Erskine;646334;802920;ChevronTex;3;Oil & gas exploration and production;9414.170391;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12958;Erskine;646334;802920;ChevronTex;3;Oil & gas exploration and production;13702.11896;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12958;Erskine;646334;802920;ChevronTex;3;Oil & gas exploration and production;12064.54732;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12961;Europa;686368;379517;ConocoPhillips;3;Oil & gas exploration and production;6.564753384;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12961;Europa;686368;379517;ConocoPhillips;3;Oil & gas exploration and production;26.30442138;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12961;Europa;686368;379517;ConocoPhillips;3;Oil & gas exploration and production;23.27652718;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12961;Europa;686368;379517;ConocoPhillips;3;Oil & gas exploration and production;36.75573822;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12961;Europa;686368;379517;ConocoPhillips;3;Oil & gas exploration and production;33.02236364;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12961;Europa;686368;379517;ConocoPhillips;3;Oil & gas exploration and production;39.10069399;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12963;Excalibur;624644;400323;ExxonMobil;3;Oil & gas exploration and production;206.2873104;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12963;Excalibur;624644;400323;ExxonMobil;3;Oil & gas exploration and production;123.4552621;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12963;Excalibur;624644;400323;ExxonMobil;3;Oil & gas exploration and production;139.8565205;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12963;Excalibur;624644;400323;ExxonMobil;3;Oil & gas exploration and production;124.4600446;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12963;Excalibur;624644;400323;ExxonMobil;3;Oil & gas exploration and production;159.2518391;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12963;Excalibur;624644;400323;ExxonMobil;3;Oil & gas exploration and production;120.6856153;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12963;Excalibur;624644;400323;ExxonMobil;3;Oil & gas exploration and production;123.8669559;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12970;Forties Echo;577220;875092;Apache;3;Oil & gas exploration and production;107.6356892;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12971;Frigg MCP-01;624744;1112455;Total;3;Oil & gas exploration and production;615.4030923;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12971;Frigg MCP-01;624744;1112455;Total;3;Oil & gas exploration and production;345.6448708;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12971;Frigg MCP-01;624744;1112455;Total;3;Oil & gas exploration and production;339.7906617;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12971;Frigg MCP-01;624744;1112455;Total;3;Oil & gas exploration and production;315.073757;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12971;Frigg MCP-01;624744;1112455;Total;3;Oil & gas exploration and production;475.1946431;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12971;Frigg MCP-01;624744;1112455;Total;3;Oil & gas exploration and production;455.5739349;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12971;Frigg MCP-01;624744;1112455;Total;3;Oil & gas exploration and production;437.4797598;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12973;Galahad;624692;410108;ExxonMobil;3;Oil & gas exploration and production;83.52652727;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12973;Galahad;624692;410108;ExxonMobil;3;Oil & gas exploration and production;66.92153669;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12973;Galahad;624692;410108;ExxonMobil;3;Oil & gas exploration and production;40.6818879;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12973;Galahad;624692;410108;ExxonMobil;3;Oil & gas exploration and production;56.90592675;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12973;Galahad;624692;410108;ExxonMobil;3;Oil & gas exploration and production;58.47923442;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12973;Galahad;624692;410108;ExxonMobil;3;Oil & gas exploration and production;51.23518498;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12973;Galahad;624692;410108;ExxonMobil;3;Oil & gas exploration and production;58.87175456;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12976;Ganymede;681486;390266;ConocoPhillips;3;Oil & gas exploration and production;59.49598516;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12976;Ganymede;681486;390266;ConocoPhillips;3;Oil & gas exploration and production;41.94253005;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12976;Ganymede;681486;390266;ConocoPhillips;3;Oil & gas exploration and production;8.761875107;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12976;Ganymede;681486;390266;ConocoPhillips;3;Oil & gas exploration and production;7.810406642;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12976;Ganymede;681486;390266;ConocoPhillips;3;Oil & gas exploration and production;8.684845007;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12976;Ganymede;681486;390266;ConocoPhillips;3;Oil & gas exploration and production;12.00211667;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12976;Ganymede;681486;390266;ConocoPhillips;3;Oil & gas exploration and production;23.06688602;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12979;Guinevere;617649;395883;ConocoPhillips;3;Oil & gas exploration and production;97.97194901;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12979;Guinevere;617649;395883;ConocoPhillips;3;Oil & gas exploration and production;50.75184803;Tonnes;Unallocated
