"identifiant","ets_emissions","ets","country","year","did","treat","weights","subclass","sector_group","nace2dig","nace3dig"
"FR5601391",0,1,"FR",2016,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5601391",0,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5601391",0,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5601391",6800,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5601391",8300,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5601391",7700,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5601391",6100,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5601391",6400,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700724",21000,1,"FR",2003,0,0,1,"FR","Food & beverages",10,103
"FR5700724",18800,1,"FR",2004,0,0,1,"FR","Food & beverages",10,103
"FR5700724",20900,1,"FR",2005,0,0,1,"FR","Food & beverages",10,103
"FR5700724",24390,1,"FR",2006,0,0,1,"FR","Food & beverages",10,103
"FR5700724",24100,1,"FR",2007,0,0,1,"FR","Food & beverages",10,103
"FR5700724",24200,1,"FR",2008,1,1,1,"FR","Food & beverages",10,103
"FR5700724",21700,1,"FR",2009,1,1,1,"FR","Food & beverages",10,103
"FR5700724",24900,1,"FR",2010,1,1,1,"FR","Food & beverages",10,103
"FR5700724",23200,1,"FR",2011,1,1,1,"FR","Food & beverages",10,103
"FR5700724",23500,1,"FR",2012,1,1,1,"FR","Food & beverages",10,103
"FR5700724",24200,1,"FR",2013,1,1,1,"FR","Food & beverages",10,103
"FR5700724",25200,1,"FR",2014,1,1,1,"FR","Food & beverages",10,103
"FR5700724",25800,1,"FR",2015,1,1,1,"FR","Food & beverages",10,103
"FR5700724",28600,1,"FR",2016,1,1,1,"FR","Food & beverages",10,103
"FR5700724",28300,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700724",28200,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700724",27900,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700724",20500,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700724",24500,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700724",28700,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700724",27400,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700795",21100,1,"FR",2004,0,0,1,"FR","Cement & minerals",23,233
"FR5700795",20600,1,"FR",2005,0,0,1,"FR","Cement & minerals",23,233
"FR5700795",20400,1,"FR",2006,0,0,1,"FR","Cement & minerals",23,233
"FR5700795",21500,1,"FR",2007,0,0,1,"FR","Cement & minerals",23,233
"FR5700795",22900,1,"FR",2008,1,1,1,"FR","Cement & minerals",23,233
"FR5700795",16600,1,"FR",2009,1,1,1,"FR","Cement & minerals",23,233
"FR5700795",17200,1,"FR",2010,1,1,1,"FR","Cement & minerals",23,233
"FR5700795",17400,1,"FR",2011,1,1,1,"FR","Cement & minerals",23,233
"FR5700795",16800,1,"FR",2012,1,1,1,"FR","Cement & minerals",23,233
"FR5700795",18400,1,"FR",2013,1,1,1,"FR","Cement & minerals",23,233
"FR5700795",17300,1,"FR",2014,1,1,1,"FR","Cement & minerals",23,233
"FR5700795",18000,1,"FR",2015,1,1,1,"FR","Cement & minerals",23,233
"FR5700795",16400,1,"FR",2016,1,1,1,"FR","Cement & minerals",23,233
"FR5700795",17300,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700795",16900,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700795",18800,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700795",18300,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700795",18400,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700795",17500,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5700795",16900,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701421",164000,1,"FR",2006,0,0,1,"FR","Food & beverages",10,108
"FR5701421",190000,1,"FR",2007,0,0,1,"FR","Food & beverages",10,108
"FR5701421",194000,1,"FR",2008,1,1,1,"FR","Food & beverages",10,108
"FR5701421",235000,1,"FR",2009,1,1,1,"FR","Food & beverages",10,108
"FR5701421",233000,1,"FR",2010,1,1,1,"FR","Food & beverages",10,108
"FR5701421",232000,1,"FR",2011,1,1,1,"FR","Food & beverages",10,108
"FR5701421",227000,1,"FR",2012,1,1,1,"FR","Food & beverages",10,108
"FR5701421",213000,1,"FR",2013,1,1,1,"FR","Food & beverages",10,108
"FR5701421",228000,1,"FR",2014,1,1,1,"FR","Food & beverages",10,108
"FR5701421",188000,1,"FR",2015,1,1,1,"FR","Food & beverages",10,108
"FR5701421",203000,1,"FR",2016,1,1,1,"FR","Food & beverages",10,108
"FR5701421",222000,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701421",256000,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701421",227000,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701421",242000,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701421",203000,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701421",167900,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701421",133200,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701475",114000,1,"FR",2003,0,0,1,"FR","Cement & minerals",23,231
"FR5701475",115000,1,"FR",2004,0,0,1,"FR","Cement & minerals",23,231
"FR5701475",108000,1,"FR",2005,0,0,1,"FR","Cement & minerals",23,231
"FR5701475",103000,1,"FR",2006,0,0,1,"FR","Cement & minerals",23,231
"FR5701475",94100,1,"FR",2007,0,0,1,"FR","Cement & minerals",23,231
"FR5701475",81000,1,"FR",2008,1,1,1,"FR","Cement & minerals",23,231
"FR5701475",73100,1,"FR",2009,1,1,1,"FR","Cement & minerals",23,231
"FR5701475",89000,1,"FR",2010,1,1,1,"FR","Cement & minerals",23,231
"FR5701475",90100,1,"FR",2011,1,1,1,"FR","Cement & minerals",23,231
"FR5701475",61800,1,"FR",2012,1,1,1,"FR","Cement & minerals",23,231
"FR5701475",73200,1,"FR",2013,1,1,1,"FR","Cement & minerals",23,231
"FR5701475",79300,1,"FR",2014,1,1,1,"FR","Cement & minerals",23,231
"FR5701475",79700,1,"FR",2015,1,1,1,"FR","Cement & minerals",23,231
"FR5701475",81000,1,"FR",2016,1,1,1,"FR","Cement & minerals",23,231
"FR5701475",79500,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701475",79600,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701475",69000,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701475",72700,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701475",69000,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701475",60300,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701477",46600,1,"FR",2003,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5701477",50600,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5701477",46400,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5701477",43700,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5701477",43300,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5701477",45300,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5701477",41200,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5701477",50900,1,"FR",2010,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5701477",46200,1,"FR",2011,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5701477",39100,1,"FR",2012,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5701477",29000,1,"FR",2013,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5701477",19300,1,"FR",2014,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5701477",22600,1,"FR",2015,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5701477",20300,1,"FR",2016,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5701477",20100,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701477",21000,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701477",24700,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701477",16300,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701477",17900,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701477",13700,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701477",8300,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701515",112000,1,"FR",2003,0,0,1,"FR","Food & beverages",10,108
"FR5701515",112000,1,"FR",2004,0,0,1,"FR","Food & beverages",10,108
"FR5701515",106000,1,"FR",2005,0,0,1,"FR","Food & beverages",10,108
"FR5701515",105000,1,"FR",2006,0,0,1,"FR","Food & beverages",10,108
"FR5701515",128000,1,"FR",2007,0,0,1,"FR","Food & beverages",10,108
"FR5701515",126000,1,"FR",2008,1,1,1,"FR","Food & beverages",10,108
"FR5701515",151000,1,"FR",2009,1,1,1,"FR","Food & beverages",10,108
"FR5701515",139000,1,"FR",2010,1,1,1,"FR","Food & beverages",10,108
"FR5701515",161000,1,"FR",2011,1,1,1,"FR","Food & beverages",10,108
"FR5701515",140000,1,"FR",2012,1,1,1,"FR","Food & beverages",10,108
"FR5701515",131000,1,"FR",2013,1,1,1,"FR","Food & beverages",10,108
"FR5701515",143000,1,"FR",2014,1,1,1,"FR","Food & beverages",10,108
"FR5701515",109000,1,"FR",2015,1,1,1,"FR","Food & beverages",10,108
"FR5701515",80300,1,"FR",2016,1,1,1,"FR","Food & beverages",10,108
"FR5701515",101000,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701515",136000,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701515",105000,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701515",108000,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701515",84800,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701515",115000,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701515",94300,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701531",15100,1,"FR",2003,0,0,1,"FR","Food & beverages",10,106
"FR5701531",12700,1,"FR",2004,0,0,1,"FR","Food & beverages",10,106
"FR5701531",12500,1,"FR",2005,0,0,1,"FR","Food & beverages",10,106
"FR5701531",10500,1,"FR",2006,0,0,1,"FR","Food & beverages",10,106
"FR5701531",10000,1,"FR",2008,1,1,1,"FR","Food & beverages",10,106
"FR5701531",10200,1,"FR",2009,1,1,1,"FR","Food & beverages",10,106
"FR5701531",10300,1,"FR",2010,1,1,1,"FR","Food & beverages",10,106
"FR5701531",10200,1,"FR",2011,1,1,1,"FR","Food & beverages",10,106
"FR5701531",11200,1,"FR",2012,1,1,1,"FR","Food & beverages",10,106
"FR5701531",10300,1,"FR",2014,1,1,1,"FR","Food & beverages",10,106
"FR5701531",10100,1,"FR",2015,1,1,1,"FR","Food & beverages",10,106
"FR5701531",11400,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701531",17100,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701531",12200,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701531",13400,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701531",11300,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701531",12100,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701543",52500,1,"FR",2003,0,0,1,"FR","Cement & minerals",23,231
"FR5701543",41200,1,"FR",2004,0,0,1,"FR","Cement & minerals",23,231
"FR5701543",47700,1,"FR",2005,0,0,1,"FR","Cement & minerals",23,231
"FR5701543",50200,1,"FR",2006,0,0,1,"FR","Cement & minerals",23,231
"FR5701543",49600,1,"FR",2007,0,0,1,"FR","Cement & minerals",23,231
"FR5701543",48800,1,"FR",2008,1,1,1,"FR","Cement & minerals",23,231
"FR5701543",50700,1,"FR",2009,1,1,1,"FR","Cement & minerals",23,231
"FR5701543",47700,1,"FR",2010,1,1,1,"FR","Cement & minerals",23,231
"FR5701543",40000,1,"FR",2011,1,1,1,"FR","Cement & minerals",23,231
"FR5701543",44000,1,"FR",2012,1,1,1,"FR","Cement & minerals",23,231
"FR5701543",43100,1,"FR",2013,1,1,1,"FR","Cement & minerals",23,231
"FR5701543",42500,1,"FR",2014,1,1,1,"FR","Cement & minerals",23,231
"FR5701543",46600,1,"FR",2015,1,1,1,"FR","Cement & minerals",23,231
"FR5701543",39000,1,"FR",2016,1,1,1,"FR","Cement & minerals",23,231
"FR5701543",41100,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701543",42900,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701543",43100,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701543",37100,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701543",41700,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701543",41300,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701543",32000,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701701",975000,1,"FR",2004,0,0,1,"FR","Cement & minerals",23,235
"FR5701701",836500,1,"FR",2005,0,0,1,"FR","Cement & minerals",23,235
"FR5701701",809900,1,"FR",2006,0,0,1,"FR","Cement & minerals",23,235
"FR5701701",867600,1,"FR",2007,0,0,1,"FR","Cement & minerals",23,235
"FR5701701",692000,1,"FR",2008,1,1,1,"FR","Cement & minerals",23,235
"FR5701701",790800,1,"FR",2009,1,1,1,"FR","Cement & minerals",23,235
"FR5701701",732500,1,"FR",2010,1,1,1,"FR","Cement & minerals",23,235
"FR5701701",828600,1,"FR",2011,1,1,1,"FR","Cement & minerals",23,235
"FR5701701",757800,1,"FR",2012,1,1,1,"FR","Cement & minerals",23,235
"FR5701701",831400,1,"FR",2013,1,1,1,"FR","Cement & minerals",23,235
"FR5701701",713800,1,"FR",2014,1,1,1,"FR","Cement & minerals",23,235
"FR5701701",672300,1,"FR",2015,1,1,1,"FR","Cement & minerals",23,235
"FR5701701",660100,1,"FR",2016,1,1,1,"FR","Cement & minerals",23,235
"FR5701701",562900,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701701",800800,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701701",753000,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701701",745300,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701701",532100,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701701",766500,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701701",617600,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701704",31900,1,"FR",2003,0,0,1,"FR","Other manufacturing",15,158
"FR5701723",23300,1,"FR",2003,0,0,1,"FR","Cement & minerals",23,239
"FR5701723",26100,1,"FR",2004,0,0,1,"FR","Cement & minerals",23,239
"FR5701723",25800,1,"FR",2005,0,0,1,"FR","Cement & minerals",23,239
"FR5701723",24700,1,"FR",2006,0,0,1,"FR","Cement & minerals",23,239
"FR5701723",24700,1,"FR",2007,0,0,1,"FR","Cement & minerals",23,239
"FR5701723",21800,1,"FR",2008,1,1,1,"FR","Cement & minerals",23,239
"FR5701723",19200,1,"FR",2009,1,1,1,"FR","Cement & minerals",23,239
"FR5701723",21200,1,"FR",2010,1,1,1,"FR","Cement & minerals",23,239
"FR5701723",20800,1,"FR",2011,1,1,1,"FR","Cement & minerals",23,239
"FR5701723",20400,1,"FR",2012,1,1,1,"FR","Cement & minerals",23,239
"FR5701723",19900,1,"FR",2013,1,1,1,"FR","Cement & minerals",23,239
"FR5701723",20300,1,"FR",2014,1,1,1,"FR","Cement & minerals",23,239
"FR5701723",22200,1,"FR",2015,1,1,1,"FR","Cement & minerals",23,239
"FR5701723",21800,1,"FR",2016,1,1,1,"FR","Cement & minerals",23,239
"FR5701723",22600,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701723",22200,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701723",18500,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701723",15900,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701723",19300,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701723",17700,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701723",15700,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701726",14200,1,"FR",2004,0,0,1,"FR","Cement & minerals",23,233
"FR5701726",13000,1,"FR",2005,0,0,1,"FR","Cement & minerals",23,233
"FR5701726",13500,1,"FR",2006,0,0,1,"FR","Cement & minerals",23,233
"FR5701726",12900,1,"FR",2007,0,0,1,"FR","Cement & minerals",23,233
"FR5701726",13500,1,"FR",2008,1,1,1,"FR","Cement & minerals",23,233
"FR5701946",27300,1,"FR",2004,0,0,1,"FR","Refineries & chemicals",20,201
"FR5701946",26800,1,"FR",2005,0,0,1,"FR","Refineries & chemicals",20,201
"FR5701946",24800,1,"FR",2006,0,0,1,"FR","Refineries & chemicals",20,201
"FR5701946",27300,1,"FR",2007,0,0,1,"FR","Refineries & chemicals",20,201
"FR5701946",28200,1,"FR",2008,1,1,1,"FR","Refineries & chemicals",20,201
"FR5701946",21200,1,"FR",2009,1,1,1,"FR","Refineries & chemicals",20,201
"FR5701946",21200,1,"FR",2010,1,1,1,"FR","Refineries & chemicals",20,201
"FR5701946",21800,1,"FR",2011,1,1,1,"FR","Refineries & chemicals",20,201
"FR5701946",17900,1,"FR",2012,1,1,1,"FR","Refineries & chemicals",20,201
"FR5701946",0,1,"FR",2016,1,1,1,"FR","Refineries & chemicals",20,201
"FR5701946",0,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701946",0,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701946",6900,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701946",7300,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701946",6900,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701946",3700,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701946",2600,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701961",27000,1,"FR",2003,0,0,1,"FR","Other manufacturing",22,221
"FR5701961",40500,1,"FR",2004,0,0,1,"FR","Other manufacturing",22,221
"FR5701961",42700,1,"FR",2005,0,0,1,"FR","Other manufacturing",22,221
"FR5701961",41400,1,"FR",2006,0,0,1,"FR","Other manufacturing",22,221
"FR5701961",41900,1,"FR",2007,0,0,1,"FR","Other manufacturing",22,221
"FR5701961",34700,1,"FR",2008,1,1,1,"FR","Other manufacturing",22,221
"FR5701961",25300,1,"FR",2009,1,1,1,"FR","Other manufacturing",22,221
"FR5701961",26700,1,"FR",2010,1,1,1,"FR","Other manufacturing",22,221
"FR5701961",24900,1,"FR",2011,1,1,1,"FR","Other manufacturing",22,221
"FR5701961",24900,1,"FR",2013,1,1,1,"FR","Other manufacturing",22,221
"FR5701961",23700,1,"FR",2014,1,1,1,"FR","Other manufacturing",22,221
"FR5701961",22500,1,"FR",2015,1,1,1,"FR","Other manufacturing",22,221
"FR5701961",22300,1,"FR",2016,1,1,1,"FR","Other manufacturing",22,221
"FR5701961",23500,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701961",22800,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701961",20500,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701961",18600,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701961",17000,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5701961",11900,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702099",12500,1,"FR",2003,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5702099",11600,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5702099",12600,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5702099",12300,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5702099",12300,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5702099",12800,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702099",12400,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702099",15000,1,"FR",2010,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702099",11500,1,"FR",2011,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702106",17500,1,"FR",2003,0,0,1,"FR","Other manufacturing",13,133
"FR5702106",10300,1,"FR",2004,0,0,1,"FR","Other manufacturing",13,133
"FR5702129",91800,1,"FR",2004,0,0,1,"FR","Food & beverages",10,108
"FR5702129",103000,1,"FR",2005,0,0,1,"FR","Food & beverages",10,108
"FR5702129",106898,1,"FR",2006,0,0,1,"FR","Food & beverages",10,108
"FR5702129",113000,1,"FR",2007,0,0,1,"FR","Food & beverages",10,108
"FR5702129",102000,1,"FR",2008,1,1,1,"FR","Food & beverages",10,108
"FR5702129",115000,1,"FR",2009,1,1,1,"FR","Food & beverages",10,108
"FR5702129",113000,1,"FR",2010,1,1,1,"FR","Food & beverages",10,108
"FR5702129",111100,1,"FR",2011,1,1,1,"FR","Food & beverages",10,108
"FR5702129",115000,1,"FR",2012,1,1,1,"FR","Food & beverages",10,108
"FR5702129",108000,1,"FR",2013,1,1,1,"FR","Food & beverages",10,108
"FR5702129",118000,1,"FR",2014,1,1,1,"FR","Food & beverages",10,108
"FR5702129",104000,1,"FR",2015,1,1,1,"FR","Food & beverages",10,108
"FR5702129",106000,1,"FR",2016,1,1,1,"FR","Food & beverages",10,108
"FR5702129",127000,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702129",138000,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702129",107000,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702129",107000,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702129",104000,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702129",129000,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702129",103000,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702209",27200,1,"FR",2003,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5702209",22100,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5702209",21700,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5702209",15710,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5702209",15000,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,353
"FR5702209",17100,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702209",16600,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702209",17200,1,"FR",2010,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702209",11600,1,"FR",2011,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702209",11800,1,"FR",2012,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702209",11200,1,"FR",2013,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702209",0,1,"FR",2014,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702209",10700,1,"FR",2015,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702209",10700,1,"FR",2016,1,1,1,"FR","Power & heat (combustion)",35,353
"FR5702209",0,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702209",10700,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702209",10400,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702209",10200,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702209",10200,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702209",7800,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702209",2000,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702271",13900,1,"FR",2003,0,0,1,"FR","Pulp, paper & wood",17,172
"FR5702271",13600,1,"FR",2004,0,0,1,"FR","Pulp, paper & wood",17,172
"FR5702271",13700,1,"FR",2005,0,0,1,"FR","Pulp, paper & wood",17,172
"FR5702271",13200,1,"FR",2006,0,0,1,"FR","Pulp, paper & wood",17,172
"FR5702271",14000,1,"FR",2007,0,0,1,"FR","Pulp, paper & wood",17,172
"FR5702271",14300,1,"FR",2008,1,1,1,"FR","Pulp, paper & wood",17,172
"FR5702271",14300,1,"FR",2009,1,1,1,"FR","Pulp, paper & wood",17,172
"FR5702271",14200,1,"FR",2010,1,1,1,"FR","Pulp, paper & wood",17,172
"FR5702271",13400,1,"FR",2011,1,1,1,"FR","Pulp, paper & wood",17,172
"FR5702271",13500,1,"FR",2012,1,1,1,"FR","Pulp, paper & wood",17,172
"FR5702271",13800,1,"FR",2013,1,1,1,"FR","Pulp, paper & wood",17,172
"FR5702271",14200,1,"FR",2014,1,1,1,"FR","Pulp, paper & wood",17,172
"FR5702271",14300,1,"FR",2015,1,1,1,"FR","Pulp, paper & wood",17,172
"FR5702271",13800,1,"FR",2016,1,1,1,"FR","Pulp, paper & wood",17,172
"FR5702271",12800,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702271",11700,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702271",11800,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702271",10600,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702271",10900,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702271",10200,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702271",10900,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR5702421",42100,1,"FR",2003,0,0,1,"FR","Other manufacturing",71,711
"FR5702421",36400,1,"FR",2004,0,0,1,"FR","Other manufacturing",71,711
"FR5702421",39700,1,"FR",2005,0,0,1,"FR","Other manufacturing",71,711
"FR5702421",41200,1,"FR",2006,0,0,1,"FR","Other manufacturing",71,711
"FR5702421",43000,1,"FR",2007,0,0,1,"FR","Other manufacturing",71,711
"FR5702421",45700,1,"FR",2008,1,1,1,"FR","Other manufacturing",71,711
"FR5702421",44300,1,"FR",2009,1,1,1,"FR","Other manufacturing",71,711
"FR5702421",41700,1,"FR",2010,1,1,1,"FR","Other manufacturing",71,711
"FR5702421",37700,1,"FR",2011,1,1,1,"FR","Other manufacturing",71,711
