"identifiant","ets_emissions","ets","country","year","did","treat","weights","subclass","sector_group","nace2dig","nace3dig"
"FR10000033",25300,1,"FR",2003,0,0,1,"FR","Other manufacturing",22,221
"FR10000033",22900,1,"FR",2004,0,0,1,"FR","Other manufacturing",22,221
"FR10000033",23400,1,"FR",2005,0,0,1,"FR","Other manufacturing",22,221
"FR10000033",22100,1,"FR",2006,0,0,1,"FR","Other manufacturing",22,221
"FR10000033",16800,1,"FR",2007,0,0,1,"FR","Other manufacturing",22,221
"FR10000033",0,1,"FR",2014,1,1,1,"FR","Other manufacturing",22,221
"FR10000033",0,1,"FR",2015,1,1,1,"FR","Other manufacturing",22,221
"FR10000033",0,1,"FR",2016,1,1,1,"FR","Other manufacturing",22,221
"FR10000033",19400,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000033",0,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000033",2300,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000033",1800,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000033",10900,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000033",11000,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000033",11000,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000451",53700,1,"FR",2003,0,0,1,"FR","Food & beverages",10,108
"FR10000451",59400,1,"FR",2004,0,0,1,"FR","Food & beverages",10,108
"FR10000451",61400,1,"FR",2005,0,0,1,"FR","Food & beverages",10,108
"FR10000451",53000,1,"FR",2006,0,0,1,"FR","Food & beverages",10,108
"FR10000451",53300,1,"FR",2007,0,0,1,"FR","Food & beverages",10,108
"FR10000451",55900,1,"FR",2008,1,1,1,"FR","Food & beverages",10,108
"FR10000451",60600,1,"FR",2009,1,1,1,"FR","Food & beverages",10,108
"FR10000451",63900,1,"FR",2010,1,1,1,"FR","Food & beverages",10,108
"FR10000451",66500,1,"FR",2011,1,1,1,"FR","Food & beverages",10,108
"FR10000451",63600,1,"FR",2012,1,1,1,"FR","Food & beverages",10,108
"FR10000451",53600,1,"FR",2013,1,1,1,"FR","Food & beverages",10,108
"FR10000451",56700,1,"FR",2014,1,1,1,"FR","Food & beverages",10,108
"FR10000451",62900,1,"FR",2015,1,1,1,"FR","Food & beverages",10,108
"FR10000451",65200,1,"FR",2016,1,1,1,"FR","Food & beverages",10,108
"FR10000451",75900,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000451",75900,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000451",69500,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000451",17600,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000577",13500,1,"FR",2003,0,0,1,"FR","Cement & minerals",23,231
"FR10000577",15400,1,"FR",2004,0,0,1,"FR","Cement & minerals",23,231
"FR10000577",10700,1,"FR",2005,0,0,1,"FR","Cement & minerals",23,231
"FR10000577",11300,1,"FR",2006,0,0,1,"FR","Cement & minerals",23,231
"FR10000577",12600,1,"FR",2007,0,0,1,"FR","Cement & minerals",23,231
"FR10000577",11500,1,"FR",2008,1,1,1,"FR","Cement & minerals",23,231
"FR10000577",11500,1,"FR",2009,1,1,1,"FR","Cement & minerals",23,231
"FR10000577",11700,1,"FR",2010,1,1,1,"FR","Cement & minerals",23,231
"FR10000577",14300,1,"FR",2011,1,1,1,"FR","Cement & minerals",23,231
"FR10000577",11900,1,"FR",2012,1,1,1,"FR","Cement & minerals",23,231
"FR10000577",13700,1,"FR",2013,1,1,1,"FR","Cement & minerals",23,231
"FR10000577",14000,1,"FR",2014,1,1,1,"FR","Cement & minerals",23,231
"FR10000577",14200,1,"FR",2015,1,1,1,"FR","Cement & minerals",23,231
"FR10000577",15100,1,"FR",2016,1,1,1,"FR","Cement & minerals",23,231
"FR10000577",12600,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000577",14100,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000577",13900,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000577",12900,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000577",14300,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000577",11800,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000648",205400,1,"FR",2003,0,0,1,"FR","Cement & minerals",23,235
"FR10000648",201100,1,"FR",2004,0,0,1,"FR","Cement & minerals",23,235
"FR10000648",248000,1,"FR",2005,0,0,1,"FR","Cement & minerals",23,235
"FR10000648",278400,1,"FR",2006,0,0,1,"FR","Cement & minerals",23,235
"FR10000648",297400,1,"FR",2007,0,0,1,"FR","Cement & minerals",23,235
"FR10000648",274600,1,"FR",2008,1,1,1,"FR","Cement & minerals",23,235
"FR10000648",284400,1,"FR",2009,1,1,1,"FR","Cement & minerals",23,235
"FR10000648",266600,1,"FR",2010,1,1,1,"FR","Cement & minerals",23,235
"FR10000648",261000,1,"FR",2011,1,1,1,"FR","Cement & minerals",23,235
"FR10000648",219000,1,"FR",2012,1,1,1,"FR","Cement & minerals",23,235
"FR10000648",259000,1,"FR",2013,1,1,1,"FR","Cement & minerals",23,235
"FR10000648",221000,1,"FR",2014,1,1,1,"FR","Cement & minerals",23,235
"FR10000648",196700,1,"FR",2015,1,1,1,"FR","Cement & minerals",23,235
"FR10000648",227600,1,"FR",2016,1,1,1,"FR","Cement & minerals",23,235
"FR10000648",216300,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000648",247400,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000648",272000,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000648",246000,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000648",259800,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000648",229100,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000648",215500,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000663",35600,1,"FR",2003,0,0,1,"FR","Pulp, paper & wood",17,171
"FR10000663",39400,1,"FR",2004,0,0,1,"FR","Pulp, paper & wood",17,171
"FR10000663",41500,1,"FR",2005,0,0,1,"FR","Pulp, paper & wood",17,171
"FR10000663",41100,1,"FR",2006,0,0,1,"FR","Pulp, paper & wood",17,171
"FR10000663",47300,1,"FR",2007,0,0,1,"FR","Pulp, paper & wood",17,171
"FR10000663",44100,1,"FR",2008,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10000663",43800,1,"FR",2009,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10000663",46100,1,"FR",2010,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10000663",45700,1,"FR",2011,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10000663",45100,1,"FR",2012,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10000663",61400,1,"FR",2013,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10000663",60200,1,"FR",2014,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10000663",59300,1,"FR",2015,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10000663",52900,1,"FR",2016,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10000663",44400,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000663",11700,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000663",10000,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000670",30100,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000670",28800,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000670",28300,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000670",26800,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000670",28000,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000670",27600,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000670",29600,1,"FR",2010,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000670",25700,1,"FR",2011,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000670",28000,1,"FR",2012,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000670",28400,1,"FR",2013,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000670",23700,1,"FR",2014,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000670",26300,1,"FR",2015,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000670",27700,1,"FR",2016,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000670",26800,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000670",25000,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000670",12400,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000670",11400,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000670",15600,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000670",14100,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000702",32400,1,"FR",2003,0,0,1,"FR","Other manufacturing",22,221
"FR10000702",33800,1,"FR",2004,0,0,1,"FR","Other manufacturing",22,221
"FR10000702",34400,1,"FR",2005,0,0,1,"FR","Other manufacturing",22,221
"FR10000702",35400,1,"FR",2006,0,0,1,"FR","Other manufacturing",22,221
"FR10000702",31700,1,"FR",2007,0,0,1,"FR","Other manufacturing",22,221
"FR10000702",22300,1,"FR",2008,1,1,1,"FR","Other manufacturing",22,221
"FR10000702",16600,1,"FR",2009,1,1,1,"FR","Other manufacturing",22,221
"FR10000702",19600,1,"FR",2010,1,1,1,"FR","Other manufacturing",22,221
"FR10000702",16700,1,"FR",2011,1,1,1,"FR","Other manufacturing",22,221
"FR10000702",14900,1,"FR",2012,1,1,1,"FR","Other manufacturing",22,221
"FR10000702",11800,1,"FR",2013,1,1,1,"FR","Other manufacturing",22,221
"FR10000710",12100,1,"FR",2003,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000710",13300,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000710",12300,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000710",12200,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000710",12400,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000710",12200,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000710",11100,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000729",38000,1,"FR",2003,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000729",22000,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000729",21600,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000729",21500,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000729",22200,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10000729",29300,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000729",27100,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000729",29900,1,"FR",2010,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000729",24900,1,"FR",2011,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000729",27200,1,"FR",2012,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000729",19000,1,"FR",2013,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10000729",10100,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000729",15800,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR10000729",12300,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001145",80700,1,"FR",2003,0,0,1,"FR","Pulp, paper & wood",17,171
"FR10001145",81200,1,"FR",2004,0,0,1,"FR","Pulp, paper & wood",17,171
"FR10001145",83600,1,"FR",2005,0,0,1,"FR","Pulp, paper & wood",17,171
"FR10001145",93200,1,"FR",2006,0,0,1,"FR","Pulp, paper & wood",17,171
"FR10001145",96400,1,"FR",2007,0,0,1,"FR","Pulp, paper & wood",17,171
"FR10001145",106000,1,"FR",2008,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10001145",108000,1,"FR",2009,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10001145",112000,1,"FR",2010,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10001145",95600,1,"FR",2011,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10001145",94700,1,"FR",2012,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10001145",74700,1,"FR",2013,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10001145",69700,1,"FR",2014,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10001145",72100,1,"FR",2015,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10001145",77400,1,"FR",2016,1,1,1,"FR","Pulp, paper & wood",17,171
"FR10001145",90000,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001145",89600,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001145",93600,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001145",93200,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001145",84600,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001145",91700,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001145",48300,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001457",29000,1,"FR",2004,0,0,1,"FR","Pulp, paper & wood",17,172
"FR10001457",28600,1,"FR",2005,0,0,1,"FR","Pulp, paper & wood",17,172
"FR10001457",25800,1,"FR",2006,0,0,1,"FR","Pulp, paper & wood",17,172
"FR10001457",26400,1,"FR",2007,0,0,1,"FR","Pulp, paper & wood",17,172
"FR10001457",22500,1,"FR",2008,1,1,1,"FR","Pulp, paper & wood",17,172
"FR10001457",21400,1,"FR",2009,1,1,1,"FR","Pulp, paper & wood",17,172
"FR10001457",24600,1,"FR",2010,1,1,1,"FR","Pulp, paper & wood",17,172
"FR10001457",25700,1,"FR",2011,1,1,1,"FR","Pulp, paper & wood",17,172
"FR10001457",25300,1,"FR",2012,1,1,1,"FR","Pulp, paper & wood",17,172
"FR10001457",21200,1,"FR",2013,1,1,1,"FR","Pulp, paper & wood",17,172
"FR10001457",14100,1,"FR",2014,1,1,1,"FR","Pulp, paper & wood",17,172
"FR10001612",53100,1,"FR",2003,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001612",53700,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001612",52800,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001612",50800,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001612",46400,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001612",44800,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001612",40800,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001612",45900,1,"FR",2010,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001612",38600,1,"FR",2011,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001612",40100,1,"FR",2012,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001612",18100,1,"FR",2013,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001612",10100,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001612",10900,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001612",12300,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001612",16900,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001612",16600,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001612",15600,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001612",13000,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001613",26500,1,"FR",2003,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001613",30600,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001613",30300,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001613",29000,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001613",27100,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001613",28400,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001613",27900,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001613",30400,1,"FR",2010,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001613",23800,1,"FR",2011,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001613",24600,1,"FR",2012,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001613",29000,1,"FR",2013,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001613",19400,1,"FR",2014,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10001744",29300,1,"FR",2004,0,0,1,"FR","Cement & minerals",23,231
"FR10001744",30200,1,"FR",2005,0,0,1,"FR","Cement & minerals",23,231
"FR10001744",30000,1,"FR",2006,0,0,1,"FR","Cement & minerals",23,231
"FR10001744",24500,1,"FR",2007,0,0,1,"FR","Cement & minerals",23,231
"FR10001744",28500,1,"FR",2008,1,1,1,"FR","Cement & minerals",23,231
"FR10001744",25000,1,"FR",2009,1,1,1,"FR","Cement & minerals",23,231
"FR10001744",27800,1,"FR",2010,1,1,1,"FR","Cement & minerals",23,231
"FR10001744",27300,1,"FR",2011,1,1,1,"FR","Cement & minerals",23,231
"FR10001744",27000,1,"FR",2012,1,1,1,"FR","Cement & minerals",23,231
"FR10001744",28000,1,"FR",2013,1,1,1,"FR","Cement & minerals",23,231
"FR10001744",27000,1,"FR",2014,1,1,1,"FR","Cement & minerals",23,231
"FR10001744",28000,1,"FR",2015,1,1,1,"FR","Cement & minerals",23,231
"FR10001744",30100,1,"FR",2016,1,1,1,"FR","Cement & minerals",23,231
"FR10001744",24900,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001744",27100,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001744",24300,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001744",21600,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001744",19000,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR10001767",22400,1,"FR",2003,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001767",24000,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001767",21000,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001767",20700,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001767",16900,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10001767",0,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10002254",58300,1,"FR",2003,0,0,1,"FR","Food & beverages",10,108
"FR10002254",54000,1,"FR",2004,0,0,1,"FR","Food & beverages",10,108
"FR10002254",65200,1,"FR",2005,0,0,1,"FR","Food & beverages",10,108
"FR10002254",66200,1,"FR",2006,0,0,1,"FR","Food & beverages",10,108
"FR10002254",66100,1,"FR",2007,0,0,1,"FR","Food & beverages",10,108
"FR10002254",56000,1,"FR",2008,1,1,1,"FR","Food & beverages",10,108
"FR10002254",58400,1,"FR",2009,1,1,1,"FR","Food & beverages",10,108
"FR10002254",56800,1,"FR",2010,1,1,1,"FR","Food & beverages",10,108
"FR10002254",58100,1,"FR",2011,1,1,1,"FR","Food & beverages",10,108
"FR10002254",57700,1,"FR",2012,1,1,1,"FR","Food & beverages",10,108
"FR10002254",56500,1,"FR",2013,1,1,1,"FR","Food & beverages",10,108
"FR10002254",51300,1,"FR",2014,1,1,1,"FR","Food & beverages",10,108
"FR10002254",42800,1,"FR",2015,1,1,1,"FR","Food & beverages",10,108
"FR10002254",41800,1,"FR",2016,1,1,1,"FR","Food & beverages",10,108
"FR10002254",56500,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10002254",49700,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR10002254",45400,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10002254",31700,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR10002254",39000,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR10002254",40500,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR10002254",37800,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR10003817",124000,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,351
"FR10003817",96400,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,351
"FR10003817",95500,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,351
"FR10003817",94800,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,351
"FR10003817",92900,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,351
"FR10003817",10400,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10003817",64400,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR10003817",10300,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10004212",35300,1,"FR",2003,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10004212",37000,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10004212",29800,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10004212",32300,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10004212",28400,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10004212",30700,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10004212",31700,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10004212",33000,1,"FR",2010,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10004212",33000,1,"FR",2011,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10004212",19500,1,"FR",2012,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10004438",31000,1,"FR",2003,0,0,1,"FR","Other manufacturing",40,403
"FR10004438",32600,1,"FR",2004,0,0,1,"FR","Other manufacturing",40,403
"FR10004438",29500,1,"FR",2005,0,0,1,"FR","Other manufacturing",40,403
"FR10004438",14400,1,"FR",2006,0,0,1,"FR","Other manufacturing",40,403
"FR10100059",29300,1,"FR",2003,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10100059",29900,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10100059",36700,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10100059",29300,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10100059",30100,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10100059",30100,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10100059",21600,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10100059",33500,1,"FR",2010,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10100059",28000,1,"FR",2011,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10100059",27400,1,"FR",2012,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10100059",15700,1,"FR",2013,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10100059",18700,1,"FR",2016,1,1,1,"FR","Power & heat (combustion)",35,353
"FR10100059",24900,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10100059",24500,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR10100059",24700,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10100059",25600,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR10100059",25200,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR10100059",22000,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR10100059",23600,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR10400022",49900,1,"FR",2003,0,0,1,"FR","Power & heat (combustion)",35,351
"FR10400022",56200,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,351
"FR10400022",57900,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,351
"FR10400022",56700,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,351
"FR10400022",57500,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,351
"FR10400022",57900,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,351
"FR10400022",55800,1,"FR",2009,1,1,1,"FR","Power & heat (combustion)",35,351
"FR10400022",56400,1,"FR",2011,1,1,1,"FR","Power & heat (combustion)",35,351
"FR10400022",55600,1,"FR",2012,1,1,1,"FR","Power & heat (combustion)",35,351
"FR10400022",25900,1,"FR",2013,1,1,1,"FR","Power & heat (combustion)",35,351
"FR10400059",71900,1,"FR",2003,0,0,1,"FR","Cement & minerals",23,235
"FR10400059",74800,1,"FR",2004,0,0,1,"FR","Cement & minerals",23,235
"FR10400059",63600,1,"FR",2005,0,0,1,"FR","Cement & minerals",23,235
"FR10400059",73160,1,"FR",2006,0,0,1,"FR","Cement & minerals",23,235
"FR10400059",86200,1,"FR",2007,0,0,1,"FR","Cement & minerals",23,235
"FR10400059",75700,1,"FR",2008,1,1,1,"FR","Cement & minerals",23,235
"FR10400059",79200,1,"FR",2009,1,1,1,"FR","Cement & minerals",23,235
"FR10400059",80100,1,"FR",2010,1,1,1,"FR","Cement & minerals",23,235
"FR10400059",83200,1,"FR",2011,1,1,1,"FR","Cement & minerals",23,235
"FR10400059",80200,1,"FR",2012,1,1,1,"FR","Cement & minerals",23,235
"FR10400059",79400,1,"FR",2013,1,1,1,"FR","Cement & minerals",23,235
"FR10400059",92200,1,"FR",2014,1,1,1,"FR","Cement & minerals",23,235
"FR10400059",89200,1,"FR",2015,1,1,1,"FR","Cement & minerals",23,235
"FR10400059",77000,1,"FR",2016,1,1,1,"FR","Cement & minerals",23,235
"FR10400059",79700,1,"FR",2017,1,1,1,"FR","Other manufacturing",NA,NA
"FR10400059",81800,1,"FR",2018,1,1,1,"FR","Other manufacturing",NA,NA
"FR10400059",76800,1,"FR",2019,1,1,1,"FR","Other manufacturing",NA,NA
"FR10400059",67900,1,"FR",2020,1,1,1,"FR","Other manufacturing",NA,NA
"FR10400059",78500,1,"FR",2021,1,1,1,"FR","Other manufacturing",NA,NA
"FR10400059",76100,1,"FR",2022,1,1,1,"FR","Other manufacturing",NA,NA
"FR10400059",76900,1,"FR",2023,1,1,1,"FR","Other manufacturing",NA,NA
"FR10400106",33200,1,"FR",2004,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10400106",49400,1,"FR",2005,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10400106",47800,1,"FR",2006,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10400106",53100,1,"FR",2007,0,0,1,"FR","Power & heat (combustion)",35,353
"FR10400106",48300,1,"FR",2008,1,1,1,"FR","Power & heat (combustion)",35,353
