jaar;nic;bedrijfsnaam;plaats;stof;emissie totaal;eenheid
2000;105016;Nobian Industrial Chemicals B.V. - SSC (Shared Service Center);Farmsum;Kooldioxide (CO2);6356675;kg
2000;105019;Friesland Foods Western Europe (Groningen);Groningen;Kooldioxide (CO2);3184000;kg
2000;114711;Yakult Nederland BV;Almere;Kooldioxide (CO2);734000;kg
2000;114722;Waterschap Noorderzijlvest - RWZI Garmerwolde;Garmerwolde;Kooldioxide (CO2);8913423;kg
2000;114723;RWZI Harderwijk;Harderwijk;Kooldioxide (CO2);3630923;kg
2000;114724;RWZI Apeldoorn;Apeldoorn;Kooldioxide (CO2);8758163;kg
2000;114725;RWZI Ede;Ede;Kooldioxide (CO2);6189998;kg
2000;114726;RWZI Nieuwgraaf (Waterschap Rijn en IJssel);Duiven;Kooldioxide (CO2);6229496;kg
2000;114728;RWZI Nieuwveer;Breda;Kooldioxide (CO2);11842132;kg
2000;114729;RWZI Aarle-Rixtel (Waterschap Aa en Maas);Aarle-Rixtel;Kooldioxide (CO2);2705254;kg
2000;114732;RWZI Venlo;Venlo;Kooldioxide (CO2);10780775;kg
2000;114733;RWZI Hoensbroek;Hoensbroek;Kooldioxide (CO2);10419795;kg
2000;114734;RWZI Enschede;Enschede;Kooldioxide (CO2);14132613;kg
2000;114736;RWZI Dokhaven en Slibverwerkingsinstallatie Sluisjesdijk;Rotterdam;Kooldioxide (CO2);11387000;kg
2000;114737;AWZI Kralingseveer (Hoogheemraadschap van Schieland);Capelle aan den Ijssel;Kooldioxide (CO2);8242643;kg
2000;114740;RWZI Susteren;Susteren;Kooldioxide (CO2);6752390;kg
2000;114741;RWZI Amersfoort;Amersfoort;Kooldioxide (CO2);5937805;kg
2000;114743;RWZI Dinther (Waterschap Aa en Maas);Heeswijk-Dinther;Kooldioxide (CO2);5791489;kg
2000;114744;Elsta P&U;Hoek;Kooldioxide (CO2);1873119000;kg
2000;114823;Jos Menten Metaalrecycling BV;Roermond;Kooldioxide (CO2);507303;kg
2000;115019;Kemira Agro Rozenburg B.V.;Europoort Rotterdam;Kooldioxide (CO2);810051201;kg
2000;115142;Campina B. V.;Woerden;Kooldioxide (CO2);4198000;kg
2000;201639;Solidus Solutions Board Oude Pekela;Oude Pekela;Kooldioxide (CO2);38309000;kg
2000;220150;Hoogheemraadschap Hollands Noorderkwartier SDI/RWZI Beverwijk;Beverwijk;Kooldioxide (CO2);36989095;kg
2000;220264;Rioolwaterzuiveringsinstallatie Hengelo;Hengelo;Kooldioxide (CO2);6290988;kg
2001;60;Sappi Maastricht BV;Maastricht;Kooldioxide (CO2);264147000;kg
2001;65;PQ Silicas BV;Eijsden;Kooldioxide (CO2);33556000;kg
2001;66;Marsna Paper B.V.;Meerssen;Kooldioxide (CO2);18520000;kg
2001;90;VDL Castings Heerlen BV;Hoensbroek;Kooldioxide (CO2);11805;kg
2001;148;ENCI BV (Maastricht);Maastricht;Kooldioxide (CO2);781258000;kg
2001;151;O-I Netherlands BV (Maastricht);Maastricht;Kooldioxide (CO2);112506711;kg
2001;159;Fenzi AGT Netherlands B.V.;Maastricht;Kooldioxide (CO2);4124123;kg
2001;174;Tata Steel Nederland Tubes BV locatie Maastricht;Maastricht;Kooldioxide (CO2);864645;kg
2001;325;Lawter Maastricht BV;Maastricht;Kooldioxide (CO2);4331538;kg
2001;1102;Honeywell Fluorine Products Europe B.V.;Weert;Kooldioxide (CO2);4934760;kg
2001;1104;Solvay Chemie BV;Herten;Kooldioxide (CO2);8156000;kg
2001;1107;Nouryon Functional Chemicals B.V.;Herkenbosch;Kooldioxide (CO2);10498000;kg
2001;3513;MGG Netherlands BV;Tegelen;Kooldioxide (CO2);4777067;kg
2001;4301;Smurfit Westrock Roermond Paper BV;Roermond;Kooldioxide (CO2);155248000;kg
2001;5727;EverZinc Nederland B.V.;Eijsden;Kooldioxide (CO2);13206000;kg
2001;5729;Celanese Production Netherlands B.V.;Geleen;Kooldioxide (CO2);5658451;kg
2001;5739;E-MAX BILLETS;Kerkrade;Kooldioxide (CO2);16005748;kg
2001;5740;WEPA Nederland B.V.;Swalmen;Kooldioxide (CO2);24238000;kg
2001;5743;Walkro Blitterswijck BV;Blitterswijck;Kooldioxide (CO2);331420;kg
2001;5750;FrieslandCampina Born;Born;Kooldioxide (CO2);5225000;kg
2001;9003;Everris International BV;Heerlen;Kooldioxide (CO2);9297010;kg
2001;10001;Nobian Industrial Chemicals BV (Rotterdam);Botlek Rotterdam;Kooldioxide (CO2);194624000;kg
2001;10002;Nouryon Performance Formulations b.v.;Europoort Rotterdam;Kooldioxide (CO2);3798000;kg
2001;10004;Lyondell Chemical Nederland Ltd.;Botlek Rotterdam;Kooldioxide (CO2);101025000;kg
2001;10005;LBC Rotterdam BV;Botlek Rotterdam;Kooldioxide (CO2);4041248;kg
2001;10006;Shell Nederland Chemie BV (Pernis);Vondelingenplaat Rotterdam;Kooldioxide (CO2);38934000;kg
2001;10011;Leerdammer Company BV;Schoonrewoerd;Kooldioxide (CO2);598500;kg
2001;10016;Climax Molybdenum BV;Botlek Rotterdam;Kooldioxide (CO2);8484931;kg
2001;10017;Evonik Carbon Black Nederland BV;Botlek Rotterdam;Kooldioxide (CO2);151000000;kg
2001;10042;Kemira Rotterdam B.V. - locatie Botlek;Botlek Rotterdam;Kooldioxide (CO2);740000;kg
2001;10061;Esso Nederland BV (Raffinaderij Rotterdam);Botlek Rotterdam;Kooldioxide (CO2);2159818088;kg
2001;10062;ExxonMobil Chemical Holland BV (RAP);Botlek Rotterdam;Kooldioxide (CO2);424415610;kg
2001;10064;Almatis BV;Botlek Rotterdam;Kooldioxide (CO2);17187585;kg
2001;10076;HVC AfvalEnergieCentrale Dordrecht;Dordrecht;Kooldioxide (CO2);195100000;kg
2001;10079;Chemours Netherlands B.V.;Dordrecht;Kooldioxide (CO2);271386305;kg
2001;10082;Akzo Nobel Car Refinishes B.V.;Sassenheim;Kooldioxide (CO2);4555000;kg
2001;10086;NV Nutricia Zoetermeer;Zoetermeer;Kooldioxide (CO2);9472000;kg
2001;10095;Delft Gelatin B.V.;Delft;Kooldioxide (CO2);10486470;kg
2001;10097;SD Guthrie International Zwijndrecht Refinery B.V.;Zwijndrecht;Kooldioxide (CO2);61601053;kg
2001;10100;Bakelite Botlek Rotterdam;Botlek Rotterdam;Kooldioxide (CO2);2588000;kg
2001;10546;Lactalis Leerdammer BV (Schoonrewoerd);Schoonrewoerd;Kooldioxide (CO2);2884000;kg
2001;10590;FrieslandCampina Rotterdam;Rotterdam;Kooldioxide (CO2);2400000;kg
2001;10615;ENCI BV (Rotterdam);Botlek Rotterdam;Kooldioxide (CO2);21775776;kg
2001;10687;Biotech Campus Delft;Delft;Kooldioxide (CO2);231311000;kg
2001;10698;Cargill Bioindustrial BV;Gouda;Kooldioxide (CO2);49773630;kg
2001;10722;O-I Manufacturing Netherlands BV Schiedam;Schiedam;Kooldioxide (CO2);59340738;kg
2001;10723;O-I Netherlands BV (Leerdam);Leerdam;Kooldioxide (CO2);119569171;kg
2001;10738;Cerexagri BV / ARKEMA Rotterdam BV;Vondelingenplaat Rotterdam;Kooldioxide (CO2);19232500;kg
2001;10793;Tata Steel Nederland Tubes BV locatie Zwijndrecht;Zwijndrecht;Kooldioxide (CO2);1010500;kg
2001;10829;Cosun Beet company (Puttershoek);Puttershoek;Kooldioxide (CO2);61505600;kg
2001;10928;Aluminium & Chemie Rotterdam B.V.;Botlek Rotterdam;Kooldioxide (CO2);130606000;kg
2001;10971;Ferro (Holland) B.V. (HS);Rotterdam;Kooldioxide (CO2);8294900;kg
2001;10972;Ferro (Holland) B.V. (IW);Rotterdam;Kooldioxide (CO2);2371000;kg
2001;11024;Cabot B.V.;Botlek Rotterdam;Kooldioxide (CO2);145445530;kg
2001;11046;PURAC Biochem B.V.;Gorinchem;Kooldioxide (CO2);68120000;kg
2001;11105;Heineken Netherlands Supply B.V., brouwerij Zoeterwoude;Zoeterwoude;Kooldioxide (CO2);76017410;kg
2001;11111;Ashland Industries Nederland B.V.;Zwijndrecht;Kooldioxide (CO2);18043368;kg
2001;11366;LANXESS Rotterdam Botlek;Botlek Rotterdam;Kooldioxide (CO2);273680000;kg
2001;12135;ExxonMobil Chemical Holland BV (ROP van RPI);Europoort Rotterdam;Kooldioxide (CO2);87261000;kg
2001;12147;E.ON Warmte Station Galileistraat;Rotterdam;Kooldioxide (CO2);480544230;kg
2001;12149;Uniper Benelux NV (Maasvlakte);Maasvlakte Rotterdam;Kooldioxide (CO2);6105217000;kg
2001;12150;Uniper Centrale RoCa;Rotterdam;Kooldioxide (CO2);676000000;kg
2001;12157;HVC ZVI B.V.;Dordrecht;Kooldioxide (CO2);9599524;kg
2001;12158;HVC Slibverbrandingsinstallatie;Dordrecht;Kooldioxide (CO2);104604000;kg
2001;12162;Evos Rotterdam B.V.;Europoort Rotterdam;Kooldioxide (CO2);7870574;kg
2001;12167;UZIMET BV;Rijswijk;Kooldioxide (CO2);225000;kg
2001;12168;INV NYLON CHEMICALS NETHERLANDS B.V.;Botlek Rotterdam;Kooldioxide (CO2);8594634;kg
2001;12170;FrieslandCampina Maasdam;Maasdam;Kooldioxide (CO2);1938000;kg
2001;12171;Zuivelfabriek De Graafstroom;Bleskensgraaf Ca;Kooldioxide (CO2);3498000;kg
2001;12172;Promelca B.V. (Gorinchem);Gorinchem;Kooldioxide (CO2);25897000;kg
2001;12174;Ducor Petrochemicals B.V.;Botlek Rotterdam;Kooldioxide (CO2);11509071;kg
2001;12176;Air Products Nederland BV (Pernis);Vondelingenplaat Rotterdam;Kooldioxide (CO2);532095000;kg
2001;12177;VPR Energy B.V.;Europoort Rotterdam;Kooldioxide (CO2);69459000;kg
2001;19004;ExxonMobil Chemical Holland BV (RPP van RPI);Botlek Rotterdam;Kooldioxide (CO2);62191000;kg
2001;19071;Shin-Etsu PVC BV (VCM Botlek);Botlek Rotterdam;Kooldioxide (CO2);81817000;kg
2001;19072;FrieslandCampina Nederland B.V.;Noordwijk;Kooldioxide (CO2);1223000;kg
2001;19073;Westlake Epoxy B.V.;Vondelingenplaat Rotterdam;Kooldioxide (CO2);45687000;kg
2001;21010;Sonneborn Refined Products BV (Amsterdam);Amsterdam;Kooldioxide (CO2);24594000;kg
2001;21011;Rütgers Resins B.V.;Uithoorn;Kooldioxide (CO2);24087000;kg
2001;21101;Ketjen Netherlands BV;Amsterdam;Kooldioxide (CO2);79779000;kg
2001;21102;ICL FERTILIZERS EUROPE C.V.;Amsterdam;Kooldioxide (CO2);18160000;kg
2001;21104;GE Plastics ABS B.V.;Amsterdam;Kooldioxide (CO2);12855473;kg
2001;21301;LANXESS Manufacturing Netherlands BV;Amsterdam;Kooldioxide (CO2);4593037;kg
2001;21304;Givaudan Nederland B.V. (Naarden);Naarden;Kooldioxide (CO2);10941562;kg
2001;21403;Norit Nederland BV (Zaandam);Zaandam;Kooldioxide (CO2);34290398;kg
2001;22002;Campina BV (Heiloo);Heiloo;Kooldioxide (CO2);1984000;kg
2001;22006;FrieslandCampina Nederland B.V. Lutjewinkel;Lutjewinkel;Kooldioxide (CO2);6214000;kg
2001;22008;Kaptein PCF;Oosthuizen;Kooldioxide (CO2);573000;kg
2001;22010;DMV International, locatie Uitgeest;Uitgeest;Kooldioxide (CO2);4900000;kg
2001;22011;CONO Kaasmakers (Stompetoren);Stompetoren;Kooldioxide (CO2);7027000;kg
2001;22012;CONO Kaasmakers (Middenbeemster);Westbeemster;Kooldioxide (CO2);2746000;kg
2001;22020;Campina BV (Hilversum);Hilversum;Kooldioxide (CO2);2201000;kg
2001;22602;Tate & Lyle Netherlands BV;Koog aan de Zaan;Kooldioxide (CO2);77412754;kg
2001;22617;Bunge Netherlands BV;Amsterdam;Kooldioxide (CO2);62757681;kg
2001;22626;Cargill BV (Multiseed);Amsterdam;Kooldioxide (CO2);34166718;kg
2001;23301;Tata Steel IJmuiden BV;Velsen-Noord;Kooldioxide (CO2);5603000000;kg
2001;24000;Vattenfall Power Generation B.V. (Hemweg);Amsterdam;Kooldioxide (CO2);4219438657;kg
2001;24002;Vattenfall Power Generation B.V. (Diemen);Diemen;Kooldioxide (CO2);608573569;kg
2001;24003;Vattenfall Power Generation B.V. (Velsen);Velsen-Noord;Kooldioxide (CO2);4912451887;kg
2001;24302;Crown van Gelder International B.V.;Velsen-Noord;Kooldioxide (CO2);153000000;kg
2001;24714;ENCI BV (IJmuiden);Velsen-Noord;Kooldioxide (CO2);26755445;kg
2001;28070;Alpha Assembly Solutions Netherlands BV;Naarden;Kooldioxide (CO2);1469199;kg
2001;28072;Quaker Chemical B.V. (A Quaker Houghton Company);Uithoorn;Kooldioxide (CO2);2224954;kg
2001;28087;Schiphol Nederland BV;Schiphol;Kooldioxide (CO2);24605744;kg
2001;28091;HVC N.V.;Alkmaar;Kooldioxide (CO2);443911352;kg
2001;28095;Campina BV (Alkmaar);Alkmaar;Kooldioxide (CO2);94000;kg
2001;28096;Friesland Foods Cheese BV (Huizen);Huizen;Kooldioxide (CO2);376000;kg
2001;28098;FrieslandCampina Limmen (Ecomel);Limmen;Kooldioxide (CO2);686000;kg
2001;28175;Waeles Nederland BV;Nieuw-Vennep;Kooldioxide (CO2);396828;kg
2001;28176;Vattenfall Power Generation B.V. (IJmond 1);Velsen-Noord;Kooldioxide (CO2);1267259060;kg
2001;28183;PVS Chemicals Holland B.V.;Amsterdam;Kooldioxide (CO2);2120538;kg
2001;31201;Rohm and Haas B.V.;Amersfoort;Kooldioxide (CO2);2116597;kg
2001;31301;DSM Minera;Maarssen;Kooldioxide (CO2);4244000;kg
2001;31306;Pembroek B.V.;Loosdrecht;Kooldioxide (CO2);90300;kg
2001;31311;CARBOGEN AMCIS B.V.;Veenendaal;Kooldioxide (CO2);4475200;kg
2001;34001;Nuon Power Generation BV (Lage Weide / Merwedekanaal);Utrecht;Kooldioxide (CO2);1302332946;kg
2001;39103;Koninklijke ERU Kaasfabriek B.V.;Woerden;Kooldioxide (CO2);805000;kg
2001;39111;NEDAL Aluminium BV (Utrecht);Utrecht;Kooldioxide (CO2);5282000;kg
2001;41003;Shell Nederland Chemie BV (Moerdijk);Moerdijk;Kooldioxide (CO2);2867689000;kg
2001;41101;SABIC Innovative Plastics BV;Bergen op Zoom;Kooldioxide (CO2);641336803;kg
2001;41102;Allnex Netherlands B.V.;Bergen op Zoom;Kooldioxide (CO2);15553400;kg
2001;41103;Synthos Breda BV;Breda;Kooldioxide (CO2);10092791;kg
2001;41106;IFF Nederland BV;Tilburg;Kooldioxide (CO2);7098000;kg
2001;41108;Caldic Chemie Produktie BV;Zevenbergen;Kooldioxide (CO2);9089300;kg
2001;41307;Aspen Oss B.V.;Oss;Kooldioxide (CO2);36966000;kg
2001;41402;Trobas Gelatine B.V.;Dongen;Kooldioxide (CO2);7972676;kg
2001;41428;Covestro (Netherlands) B.V., vestiging Waalwijk;Waalwijk;Kooldioxide (CO2);4976944;kg
2001;41521;Afvalstoffen Terminal Moerdijk BV (ATM);Moerdijk;Kooldioxide (CO2);79885377;kg
2001;42022;Nutricia Cuijk B.V.;Cuijk;Kooldioxide (CO2);5881000;kg
2001;42028;Campina Foodservice (Bergeyk);Bergeijk;Kooldioxide (CO2);3277000;kg
2001;42034;FrieslandCampina DMV B.V.;Veghel;Kooldioxide (CO2);43725000;kg
2001;42309;CSM Suiker BV (Wittouck);Breda;Kooldioxide (CO2);50200000;kg
2001;42310;Cosun Beet Company-Dinteloord;Dinteloord;Kooldioxide (CO2);92819331;kg
2001;42408;Swinkels Family Brewers N.V.;Lieshout;Kooldioxide (CO2);52978000;kg
2001;42629;Cargill BV;Bergen op Zoom;Kooldioxide (CO2);69009863;kg
2001;42834;Rendac Son BV;Son en Breugel;Kooldioxide (CO2);41299973;kg
2001;43003;Tata Steel Nederland Tubes BV locatie Oosterhout;Oosterhout;Kooldioxide (CO2);13875000;kg
2001;43012;Hitmetal B.V.;Beek en Donk;Kooldioxide (CO2);214;kg
2001;43013;Nyrstar Budel BV;Budel-Dorplein;Kooldioxide (CO2);17386000;kg
2001;43513;LDM b.v.;Drunen;Kooldioxide (CO2);1394562;kg
2001;43514;Outokumpu Copper HME BV;Waalwijk;Kooldioxide (CO2);235000;kg
2001;44004;Amer Centrale;Geertruidenberg;Kooldioxide (CO2);7480579000;kg
2001;44006;RWZI Oijen (Waterschap Aa en Maas);Oijen;Kooldioxide (CO2);3499541;kg
2001;44007;PreZero Energy Roosendaal B.V.;Roosendaal;Kooldioxide (CO2);40071429;kg
2001;44009;BV Afvalverbranding Zuid Nederland (AZN);Moerdijk;Kooldioxide (CO2);488000000;kg
2001;44162;Vlisco Netherlands BV;Helmond;Kooldioxide (CO2);27476060;kg
2001;44303;SCA Hygiene Products BV (Tilburg);Tilburg;Kooldioxide (CO2);12926000;kg
2001;44772;Ardagh Glass Dongen BV;Dongen;Kooldioxide (CO2);87878980;kg
2001;47001;Slibverwerking Noord-Brabant NV;Moerdijk;Kooldioxide (CO2);119000000;kg
2001;48002;Unipol Holland BV;Oss;Kooldioxide (CO2);2485772;kg
2001;48020;CNC;Moerdijk;Kooldioxide (CO2);56110077;kg
2001;48022;Dr. W. Kolb Nederland BV;Klundert;Kooldioxide (CO2);2185500;kg
2001;48023;FrieslandCampina Rijkevoort (Holland Cheese);Rijkevoort;Kooldioxide (CO2);8867000;kg
2001;48024;Essity Operations Cuijk B.V.;Katwijk NB;Kooldioxide (CO2);21061000;kg
2001;48029;FrieslandCampina Eindhoven (Consumer Products Europe);Eindhoven;Kooldioxide (CO2);4860000;kg
2001;48031;FrieslandCampina Butter & Milkpowder - Den Bosch;'s-Hertogenbosch;Kooldioxide (CO2);3000000;kg
2001;48040;FrieslandCampina Tilburg (Holland Cheese);Tilburg;Kooldioxide (CO2);7940000;kg
2001;48051;KBM Master Alloys BV (Oss);Oss;Kooldioxide (CO2);939748;kg
2001;48073;Nedzink BV;Budel-Dorplein;Kooldioxide (CO2);1794000;kg
2001;48074;Friesland Foods Cheese;Raamsdonksveer;Kooldioxide (CO2);155000;kg
2001;48080;Nutrifeed Veghel BV;Veghel;Kooldioxide (CO2);70000;kg
2001;49005;Frico Slices BV (Raamsdonkveer);Raamsdonksveer;Kooldioxide (CO2);48000;kg
2001;49006;WKC Moerdijk;Moerdijk;Kooldioxide (CO2);598890039;kg
2001;49010;Basell Benelux B.V.;Moerdijk;Kooldioxide (CO2);2605000;kg
2001;51101;Synthomer Middelburg BV;Middelburg;Kooldioxide (CO2);44404000;kg
2001;51102;Rosier Nederland B.V.;Sas Van GEnt;Kooldioxide (CO2);19103505;kg
2001;51104;Dow Benelux BV (Hoek);Hoek;Kooldioxide (CO2);1814333436;kg
2001;51105;YARA Sluiskil BV;Sluiskil;Kooldioxide (CO2);2342176000;kg
2001;51107;ARKEMA B.V. location Vlissingen;Vlissingen;Kooldioxide (CO2);3972633;kg
2001;51404;ICL-IP Terneuzen BV;Terneuzen;Kooldioxide (CO2);9549000;kg
2001;52612;Cargill Benelux BV;Sas Van GEnt;Kooldioxide (CO2);219010000;kg
2001;53504;Zeeland Aluminium Company (Zalco BV);Vlissingen;Kooldioxide (CO2);299949000;kg
2001;54001;EPZ NV (Conventional Operations);Borssele;Kooldioxide (CO2);2059000000;kg
2001;56118;Stepan Nederland BV;Ritthem;Kooldioxide (CO2);7753020;kg
2001;56119;Decontamination Services BV;Ritthem;Kooldioxide (CO2);26292900;kg
2001;56120;Sea Way Chemical Processing B.V.;Ritthem;Kooldioxide (CO2);431621;kg
2001;56121;ThermPhos International BV;Ritthem;Kooldioxide (CO2);289319023;kg
2001;61302;N.V. Organon vergunning ingetrokken;Apeldoorn;Kooldioxide (CO2);2543390;kg
2001;61412;National Starch & Chemical B.V.;Zutphen;Kooldioxide (CO2);739000;kg
2001;61418;SACHEM Europe BV;Zaltbommel;Kooldioxide (CO2);3161726;kg
2001;61423;BASF Nederland B.V.;Arnhem;Kooldioxide (CO2);1188000;kg
2001;61425;Enka B.V.;Ede;Kooldioxide (CO2);142626000;kg
2001;61436;Givaudan Nederland BV (Barneveld);Barneveld;Kooldioxide (CO2);5662900;kg
2001;62006;FrieslandCampina Cheese Varsseveld;Varsseveld;Kooldioxide (CO2);2424000;kg
2001;62009;FrieslandCampina Butter&Milkpowder (Lochem);Lochem;Kooldioxide (CO2);35087000;kg
2001;62010;Nestlé Nederland BV (Nunspeet);Nunspeet;Kooldioxide (CO2);16587000;kg
2001;62013;FrieslandCampina Steenderen;Steenderen;Kooldioxide (CO2);3578000;kg
2001;62016;Frico Cheese BV (Winterswijk);Winterswijk;Kooldioxide (CO2);945000;kg
2001;62025;FrieslandCampina (Borculo);Borculo;Kooldioxide (CO2);31569000;kg
2001;62027;Friesche Vlag BV (Arnhem);Arnhem;Kooldioxide (CO2);5442000;kg
2001;62031;Arla Foods BV;Nijkerk;Kooldioxide (CO2);3387000;kg
2001;63003;Corus Tubes Arnhem;Arnhem;Kooldioxide (CO2);164000;kg
2001;63012;KME Netherlands B.V.;Zutphen;Kooldioxide (CO2);7600000;kg
2001;63524;Lincoln Smitweld B.V.;Nijmegen;Kooldioxide (CO2);1962923;kg
2001;63601;Hydro Extrusion Harderwijk;Harderwijk;Kooldioxide (CO2);17797000;kg
2001;64001;Centrale Gelderland;Nijmegen;Kooldioxide (CO2);1928000000;kg
2001;64304;Papierfabriek Doetinchem bv;Doetinchem;Kooldioxide (CO2);32066000;kg
2001;64307;Schut Papier B.V.;Heelsum;Kooldioxide (CO2);1238000;kg
2001;64308;Sappi Nijmegen BV/InnovioPapers;Nijmegen;Kooldioxide (CO2);82900000;kg
2001;64335;DS Smith De Hoop B.V.;Eerbeek;Kooldioxide (CO2);217380000;kg
2001;64345;Folding Boxboard Eerbeek bv;Eerbeek;Kooldioxide (CO2);70000000;kg
2001;64353;Stora Enso;Wapenveld;Kooldioxide (CO2);248111000;kg
2001;64354;VHP Security Paper B.V.;Ugchelen;Kooldioxide (CO2);4532000;kg
2001;64735;AGC Flatglass Nederland BV;Tiel;Kooldioxide (CO2);109834372;kg
2001;66201;Coldenhove Paper B.V.;Eerbeek;Kooldioxide (CO2);15571000;kg
2001;66206;TANATEX Chemicals BV;Ede;Kooldioxide (CO2);914355;kg
2001;66220;Smart Packaging Solutions B.V.;Loenen;Kooldioxide (CO2);10392000;kg
2001;66239;Mead Johnson B.V.;Nijmegen;Kooldioxide (CO2);5767000;kg
2001;66253;Stichting Mestverwerking Gelderland SMG (KGBI Stroe);Stroe;Kooldioxide (CO2);2600000;kg
2001;66323;Stichting Mestverwerking Gelderland SMG (KGBI Ede);Ede;Kooldioxide (CO2);1900000;kg
2001;66325;Stichting Mestverwerking Gelderland SMG (KGBI Elspeet);Elspeet;Kooldioxide (CO2);1900000;kg
2001;66326;Stichting Mestverwerking Gelderland SMG (KGBI Putten);Putten;Kooldioxide (CO2);1700000;kg
2001;66355;PFW Aroma ingredients bv;Barneveld;Kooldioxide (CO2);1057500;kg
2001;69033;Vika BV;Ede;Kooldioxide (CO2);2184000;kg
2001;71102;KLK Kolb Specialties B.V.;Delden;Kooldioxide (CO2);8378200;kg
2001;71103;Nouryon Functional Chemicals;Deventer;Kooldioxide (CO2);11338372;kg
2001;71105;Nobian Chemicals BV (Hengelo);Hengelo;Kooldioxide (CO2);410685000;kg
2001;72016;Royal Lactalis Leerdammer BV (Dalfsen);Dalfsen;Kooldioxide (CO2);4072000;kg
2001;72024;Ausnutria Kampen BV;Kampen;Kooldioxide (CO2);9090000;kg
2001;72025;Coöp. Zuivelindustrie Dinkelland B.A.;Losser;Kooldioxide (CO2);1601000;kg
2001;72027;Ausnutria Ommen B.V.;Ommen;Kooldioxide (CO2);2251000;kg
2001;72030;Friesland Nutrition, Rijssen;Rijssen;Kooldioxide (CO2);132000;kg
2001;73508;Aluminium Hardenberg B.V.;Hardenberg;Kooldioxide (CO2);11420000;kg
2001;74003;Centrale Harculo;Zwolle;Kooldioxide (CO2);10000000;kg
2001;75305;locatie Boeldershoek;Hengelo;Kooldioxide (CO2);240000000;kg
2001;75342;FrieslandCampina Balkbrug;Balkbrug;Kooldioxide (CO2);8274000;kg
2001;75349;CZ Rouveen kaasspecialiteiten;Rouveen;Kooldioxide (CO2);730000;kg
2001;81103;Norit Nederland B.V.;Klazienaveen;Kooldioxide (CO2);133000000;kg
2001;81104;DOC Kaas (Zuivelfabriek);Hoogeveen;Kooldioxide (CO2);9605000;kg
2001;81105;Diolen Industrial Fibers B.V.;Emmen;Kooldioxide (CO2);235776853;kg
2001;81202;AOC Nederland BV (Schoonebeek);Zandpol;Kooldioxide (CO2);13114000;kg
2001;82002;FrieslandCampina Domo B.V. (Beilen);Beilen;Kooldioxide (CO2);12935000;kg
2001;82603;Avebe u.a. (Gasselternijveen);Gasselternijveen;Kooldioxide (CO2);102384191;kg
2001;83019;Frico Cheese BV (Assen);Assen;Kooldioxide (CO2);7666000;kg
2001;84808;SOLIDUS SOLUTIONS Board B.V. Coevorden;Coevorden;Kooldioxide (CO2);25473000;kg
2001;84999;FrieslandCampina Kievit (Meppel);Meppel;Kooldioxide (CO2);17586000;kg
2001;85002;Attero BV;Wijster;Kooldioxide (CO2);632427000;kg
2001;85003;Envalior Engineering Materials B.V.;Emmen;Kooldioxide (CO2);2170000;kg
2001;85005;Friesland Foods Cheese;Meppel;Kooldioxide (CO2);360000;kg
2001;92001;FrieslandCampina Cheese Gerkesklooster;Gerkesklooster;Kooldioxide (CO2);16511000;kg
2001;92008;Phoenix BV;Scharsterbrug;Kooldioxide (CO2);7795000;kg
2001;92012;FrieslandCampina (Leeuwarden);Leeuwarden;Kooldioxide (CO2);8093000;kg
2001;92015;FrieslandCampina Dronrijp;Dronryp;Kooldioxide (CO2);11460000;kg
2001;92016;Friesland Foods Cheese BV (Oosterwolde);Oosterwolde;Kooldioxide (CO2);14086000;kg
2001;92018;Frico Cheese BV (Elsloo);Elsloo;Kooldioxide (CO2);4814000;kg
2001;92020;Frico Cheese BV (Olterterp);Olterterp;Kooldioxide (CO2);4814000;kg
2001;92023;Frico Cheese BV (Burgum);Burgum;Kooldioxide (CO2);5261000;kg
2001;92025;Frico Cheese, Wolvega;De Blesse;Kooldioxide (CO2);1264000;kg
2001;92030;FrieslandCampina (Workum);Workum;Kooldioxide (CO2);16508000;kg
2001;94003;Centrale Bergum;Burgum;Kooldioxide (CO2);688000000;kg
2001;94301;Huhtamaki Nederland B.V.;Franeker;Kooldioxide (CO2);13722000;kg
2001;94304;SCA Hygiene Products BV (Suameer);Sumar;Kooldioxide (CO2);1992000;kg
2001;94706;BASF Nederland B.V.;Heerenveen;Kooldioxide (CO2);9361231;kg
2001;101002;Henkel Nederland Operations B.V.;Scheemda;Kooldioxide (CO2);1547807;kg
2001;101103;BioMCN B.V.;Farmsum;Kooldioxide (CO2);576006000;kg
2001;101104;Dow Benelux B.V.;Delfzijl;Kooldioxide (CO2);11448213;kg
