identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
0005800297;TOTAL RAFFINAGE FRANCE;2007;Eau (direct);Benzo (b) fluoranthène;0.21;kg/an
0006103685;ARKEMA FRANCE;2007;Air;Dioxyde de carbone (CO2) d'origine non biomasse;45800000;kg/an
0006205633;EDF Direction Production Ingénierie;2007;Air;Dioxyde de carbone (CO2) d'origine non biomasse;1700000000;kg/an
0006300910;LACROIX SIGNALISATION;2007;Air;Tétrachloroéthylène (PER, tétrachloroéthylène);3590;kg/an
0006400259;LAFARGEHOLCIM CIMENTS;2007;Air;Zinc et composés (exprimés en tant que Zn);310;kg/an
0078306101;STEP - Reyran;2007;Eau (direct);Zinc et composés (exprimés en tant que Zn);362;kg/an
0005701132;FONTE ARDENNAISE FA5;2007;Air;Benzène;3050;kg/an
0005702721;SAICA PAPER EL;2007;Eau (direct);Demande chimique en oxygène (DCO);238000;kg/an
0005702761;AUREADE;2007;Air;Dioxyde de carbone (CO2) d'origine non biomasse;31700000;kg/an
0005702761;AUREADE;2007;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);73100000;kg/an
0005702761;AUREADE;2007;Air;Dioxyde de carbone (CO2) d'origine biomasse;41400000;kg/an
0005702854;SPARFLEX;2007;Air;Composés organiques volatils non méthaniques (COVNM);34300;kg/an
0005702992;CRISTANOL;2007;Air;Acétaldéhyde (aldéhyde acétique  éthanal);5980;kg/an
0005702992;CRISTANOL;2007;Air;Composés organiques volatils non méthaniques (COVNM);51000;kg/an
0005702992;CRISTANOL;2007;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);63000000;kg/an
0005702992;CRISTANOL;2007;Air;Dioxyde de carbone (CO2) d'origine biomasse;63000000;kg/an
0005703284;SELYA Cogénération;2007;Air;Dioxyde de carbone (CO2) d'origine non biomasse;14800000;kg/an
0005703284;SELYA Cogénération;2007;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14800000;kg/an
0005800289;VALDEPHARM;2007;Air;Hydroflurocarbures (HFC);186;kg/an
0005800290;CABOT CARBONE SAS;2007;Air;Oxydes de soufre (SOx/SO2);1260000;kg/an
0005800290;CABOT CARBONE SAS;2007;Air;Oxydes d'azote (NOx/NO2);497000;kg/an
0005800290;CABOT CARBONE SAS;2007;Air;Zinc et composés (exprimés en tant que Zn);273;kg/an
0005800290;CABOT CARBONE SAS;2007;Air;Dioxyde de carbone (CO2) d'origine non biomasse;183000000;kg/an
0005800290;CABOT CARBONE SAS;2007;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);183000000;kg/an
0005800291;UCDV;2007;Air;Aldéhyde formique (formaldéhyde);1890;kg/an
0005800291;UCDV;2007;Air;Benzène;1330;kg/an
0005800291;UCDV;2007;Air;Oxydes de soufre (SOx/SO2);362000;kg/an
0005800291;UCDV;2007;Air;Poussières totales;389000;kg/an
0005800291;UCDV;2007;Air;Zinc et composés (exprimés en tant que Zn);421;kg/an
0005800291;UCDV;2007;Air;Dioxyde de carbone (CO2) d'origine non biomasse;73500000;kg/an
0005800291;UCDV;2007;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);73500000;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Antimoine et composés (exprimés en tant que Sb);75.8;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Arsenic et composés (exprimés en tant que As);30.6;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Benzène;26500;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Cadmium et composés (exprimés en tant que Cd);33.7;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Cobalt et composés (exprimés en tant que Co);74.3;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Composés organiques volatils non méthaniques (COVNM);2370000;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Hydrocarbures aromatiques polycycliques (HAP);677;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Mercure et composés (exprimés en tant que Hg);18.2;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Monoxyde de carbone (CO);1400000;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Nickel et composés (exprimés en tant que Ni);1780;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Oxydes de soufre (SOx/SO2);13900000;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Oxydes d'azote (NOx/NO2);3530000;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Poussières totales;669000;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Protoxyde d'azote (N2O);124000;kg/an
0005800297;TOTAL RAFFINAGE FRANCE;2007;Air;Zinc et composés (exprimés en tant que Zn);287;kg/an
