identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
0005101523;BELL usine de Russy-Bémont;2016;Sol;Phosphore total;10500;kg/an
0005101524;EJ Picardie;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;64000000;kg/an
0005101524;EJ Picardie;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);64000000;kg/an
0005101555;NORCHIM;2016;Air;Dichlorométhane (DCM, chlorure de méthylène);2240;kg/an
0005101610;SAINT GOBAIN GLASS;2016;Air;Oxydes de soufre (SOx/SO2);224000;kg/an
0005101610;SAINT GOBAIN GLASS;2016;Air;Oxydes d'azote (NOx/NO2);678000;kg/an
0005101610;SAINT GOBAIN GLASS;2016;Air;Sélénium;271;kg/an
0005101610;SAINT GOBAIN GLASS;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;90000000;kg/an
0005101610;SAINT GOBAIN GLASS;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);90000000;kg/an
0005101699;LACTINOV  (ex-SFPL);2016;Eau (indirect);Demande biologique en oxygène (DBO5);123000;kg/an
0005101699;LACTINOV  (ex-SFPL);2016;Eau (indirect);Demande chimique en oxygène (DCO);289000;kg/an
0005101699;LACTINOV  (ex-SFPL);2016;Eau (indirect);Phosphore total;5600;kg/an
0005101758;EUROSERUM;2016;Eau (indirect);Demande biologique en oxygène (DBO5);106000;kg/an
0005101758;EUROSERUM;2016;Eau (indirect);Demande chimique en oxygène (DCO);245000;kg/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;2016;Air;Hydroflurocarbures (HFC);124;kg/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;25700000;kg/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);25700000;kg/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;2016;Eau (direct);Demande chimique en oxygène (DCO);319000;kg/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;2016;Sol;Azote total;342000;kg/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;2016;Sol;Chrome et composés (exprimés en tant que Cr);114;kg/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;2016;Sol;Cuivre et composés (exprimés en tant que Cu);127;kg/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;2016;Sol;Fer et composés (exprimés en tant que Fe);143000;kg/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;2016;Sol;Manganèse et composés (exprimés en tant que Mn);1050;kg/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;2016;Sol;Nickel et composés (exprimés en tant que Ni);68;kg/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;2016;Sol;Phosphore total;204000;kg/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;2016;Sol;Zinc et composés (exprimés en tant que Zn);528;kg/an
0005101897;IDEX Environnement Picardie (ex Valorga);2016;Sol;Azote total;253000;kg/an
0005101897;IDEX Environnement Picardie (ex Valorga);2016;Sol;Phosphore total;7170;kg/an
0005101900;AMIENS ENERGIES;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;15500000;kg/an
0005101900;AMIENS ENERGIES;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);15500000;kg/an
0005101904;PROCTER et  GAMBLE AMIENS;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;13900000;kg/an
0005101904;PROCTER et  GAMBLE AMIENS;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13900000;kg/an
0005101904;PROCTER et  GAMBLE AMIENS;2016;Eau (indirect);Demande biologique en oxygène (DBO5);43500;kg/an
0005101916;Mersen (ex CARBONE LORRAINE);2016;Eau (indirect);Demande biologique en oxygène (DBO5);47200;kg/an
0005101916;Mersen (ex CARBONE LORRAINE);2016;Eau (indirect);Demande chimique en oxygène (DCO);160000;kg/an
0005101917;WHIRLPOOL;2016;Air;Hydroflurocarbures (HFC);1080;kg/an
0005102011;PARICHE Gérard SAS;2016;Air;Composés organiques volatils non méthaniques (COVNM);37600;kg/an
0005102027;SECODE;2016;Air;Méthane (CH4);1300000;kg/an
0005102027;SECODE;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);15100000;kg/an
0005102027;SECODE;2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;15100000;kg/an
0005102078;DS SMITH PACKAGING EX OTOR PICARDIE;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;27500000;kg/an
0005102078;DS SMITH PACKAGING EX OTOR PICARDIE;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);27500000;kg/an
0005102147;SICA PULPE HAUTE PICARDIE;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;24600000;kg/an
0005102147;SICA PULPE HAUTE PICARDIE;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);24600000;kg/an
0005102153;SAINT LOUIS SUCRE;2016;Air;Composés organiques volatils non méthaniques (COVNM);30600;kg/an
0005102153;SAINT LOUIS SUCRE;2016;Air;Oxydes d'azote (NOx/NO2);174000;kg/an
0005102153;SAINT LOUIS SUCRE;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;110000000;kg/an
0005102153;SAINT LOUIS SUCRE;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);140000000;kg/an
0005102153;SAINT LOUIS SUCRE;2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;30500000;kg/an
0005102153;SAINT LOUIS SUCRE;2016;Sol;Arsenic et composés (exprimés en tant que As);8;kg/an
0005102302;SPCH;2016;Air;Mercure et composés (exprimés en tant que Hg);16.9;kg/an
0005102302;SPCH;2016;Eau (indirect);Mercure et composés (exprimés en tant que Hg);2.73;kg/an
0005102308;SMIRTOM Picardie Ouest - site de Thieulloy l'Abbaye / TRINOVAL;2016;Air;Méthane (CH4);789000;kg/an
0005102355;STELIA AEROSPACE;2016;Air;Composés organiques volatils non méthaniques (COVNM);49700;kg/an
0005102362;AJINOMOTO FOODS EUROPE;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;13200000;kg/an
0005102362;AJINOMOTO FOODS EUROPE;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13200000;kg/an
0005102362;AJINOMOTO FOODS EUROPE;2016;Eau (indirect);Azote total;422000;kg/an
0005102362;AJINOMOTO FOODS EUROPE;2016;Eau (indirect);Demande chimique en oxygène (DCO);2030000;kg/an
0005102372;SUEZ ENVIRONNEMENT;2016;Air;Méthane (CH4);271000;kg/an
0005102374;BONDUELLE EUROPE LONG LIFE;2016;Eau (direct);Demande chimique en oxygène (DCO);154000;kg/an
0005102385;AMCOR FLEXIBLES FOOD FRANCE;2016;Air;Composés organiques volatils non méthaniques (COVNM);43400;kg/an
0005102404;TEREOS  STARCH & SWEETENER EUROPE;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;219000000;kg/an
0005102404;TEREOS  STARCH & SWEETENER EUROPE;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);219000000;kg/an
0005102404;TEREOS  STARCH & SWEETENER EUROPE;2016;Eau (direct);Cuivre et composés (exprimés en tant que Cu);118;kg/an
0005102404;TEREOS  STARCH & SWEETENER EUROPE;2016;Sol;Plomb et composés (exprimés en tant que Pb);24.5;kg/an
0005102404;TEREOS  STARCH & SWEETENER EUROPE;2016;Sol;Zinc et composés (exprimés en tant que Zn);355;kg/an
0005102417;COVED;2016;Air;Méthane (CH4);633000;kg/an
0005102505;ROYE sucrerie et conditionnement;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;57600000;kg/an
0005102505;ROYE sucrerie et conditionnement;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);57600000;kg/an
0005102507;DESHYDRATATION DE PULPES SUCRERIE ROYE;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;26500000;kg/an
0005102507;DESHYDRATATION DE PULPES SUCRERIE ROYE;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);26500000;kg/an
0005102581;ROQUETTE  FRERES;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;32100000;kg/an
0005102581;ROQUETTE  FRERES;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);32100000;kg/an
0005102581;ROQUETTE  FRERES;2016;Sol;Azote total;433000;kg/an
0005102581;ROQUETTE  FRERES;2016;Sol;Cuivre et composés (exprimés en tant que Cu);168;kg/an
0005102581;ROQUETTE  FRERES;2016;Sol;Nickel et composés (exprimés en tant que Ni);44;kg/an
0005102581;ROQUETTE  FRERES;2016;Sol;Nonylphénols et éthoxylates de nonylphénol (NP/NPE);2.1;kg/an
0005102581;ROQUETTE  FRERES;2016;Sol;Phosphore total;109000;kg/an
0005102581;ROQUETTE  FRERES;2016;Sol;Zinc et composés (exprimés en tant que Zn);862;kg/an
0005102587;RKW SFE SAS;2016;Air;Composés organiques volatils non méthaniques (COVNM);107000;kg/an
0005102598;Cristal Union, établissement de Sainte Emilie;2016;Air;Oxydes de soufre (SOx/SO2);407000;kg/an
0005102598;Cristal Union, établissement de Sainte Emilie;2016;Air;Oxydes d'azote (NOx/NO2);145000;kg/an
0005102598;Cristal Union, établissement de Sainte Emilie;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;76100000;kg/an
0005102598;Cristal Union, établissement de Sainte Emilie;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);76100000;kg/an
0005102598;Cristal Union, établissement de Sainte Emilie;2016;Sol;Zinc et composés (exprimés en tant que Zn);172;kg/an
0005103204;EDILIANS tuilerie de St Germer;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;29000000;kg/an
0005103204;EDILIANS tuilerie de St Germer;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);29000000;kg/an
0005103657;Flint Groupe France;2016;Air;Composés organiques volatils non méthaniques (COVNM);139000;kg/an
0005103728;SOCOPIC-Sté Cogénér.Picardie (ex.Dalkia);2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;113000000;kg/an
0005103728;SOCOPIC-Sté Cogénér.Picardie (ex.Dalkia);2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);113000000;kg/an
0005103811;ESIANE;2016;Air;Oxydes d'azote (NOx/NO2);126000;kg/an
0005103811;ESIANE;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;59700000;kg/an
0005103811;ESIANE;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);138000000;kg/an
0005103811;ESIANE;2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;78600000;kg/an
0005103922;SAICA PACK (ex RCO);2016;Eau (indirect);Cuivre et composés (exprimés en tant que Cu);237;kg/an
0005105074;GURDEBEKE SA;2016;Air;Méthane (CH4);204000;kg/an
0005105241;COFELY GDF SUEZ;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;12800000;kg/an
0005105241;COFELY GDF SUEZ;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);12800000;kg/an
0005105439;BIC RASOIRS;2016;Air;Trichloréthylène;5160;kg/an
0005105511;GRT GAZ;2016;Air;Méthane (CH4);173000;kg/an
0005105624;SINIAT (EX LAFARGE PLATRES) Rantigny;2016;Air;Composés organiques volatils non méthaniques (COVNM);198000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Air;Aldéhyde formique (formaldéhyde);1210;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Air;Composés organiques volatils non méthaniques (COVNM);186000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Air;Méthane (CH4);122000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Air;Oxydes de soufre (SOx/SO2);331000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Air;Protoxyde d'azote (N2O);420000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;14700000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);14700000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Eau (direct);Cadmium et composés (exprimés en tant que Cd);3.43;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Eau (direct);Chlorures (en tant que Cl total);3010000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Eau (direct);Demande chimique en oxygène (DCO);293000;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Eau (direct);Mercure et composés (exprimés en tant que Hg);5.04;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Eau (direct);Nickel et composés (exprimés en tant que Ni);40.3;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Eau (direct);Phénols (en tant que C total);85.7;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2016;Eau (direct);Sulfates;3040000;kg/an
0005105839;SYNTHOMER (ex HEXION MOMENTIVE);2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;16300000;kg/an
0005105839;SYNTHOMER (ex HEXION MOMENTIVE);2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);16300000;kg/an
0005106008;VALOR'AISNE;2016;Air;Méthane (CH4);238000;kg/an
0005106026;SUEZ Eau Industrielle (ex ONDEO IS);2016;Eau (direct);Zinc et composés (exprimés en tant que Zn);145;kg/an
0005106416;SEDE ENVIRONNEMENT;2016;Air;Ammoniac (NH3);13800;kg/an
0005106517;VALNOR;2016;Air;Méthane (CH4);838000;kg/an
0005106517;VALNOR;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);16900000;kg/an
0005106517;VALNOR;2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;16900000;kg/an
0005106523;SPAT;2016;Air;Méthane (CH4);364000;kg/an
0005106523;SPAT;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);10300000;kg/an
0005106523;SPAT;2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;10300000;kg/an
0005106524;SITA OISE;2016;Air;Méthane (CH4);289000;kg/an
0005106534;SUEZ RV Ile-de-France;2016;Air;Méthane (CH4);162000;kg/an
0005106543;FELLMANN CARTONNAGES;2016;Air;Composés organiques volatils non méthaniques (COVNM);53800;kg/an
0005106544;GURDEBEKE SA;2016;Air;Méthane (CH4);262000;kg/an
0005106546;SUEZ RV Ile-de-France (ex. SITA IdF);2016;Air;Méthane (CH4);364000;kg/an
0005106546;SUEZ RV Ile-de-France (ex. SITA IdF);2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);13700000;kg/an
0005106546;SUEZ RV Ile-de-France (ex. SITA IdF);2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;13700000;kg/an
0005106614;KOGEBAN;2016;Air;Oxydes d'azote (NOx/NO2);156000;kg/an
0005106614;KOGEBAN;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);225000000;kg/an
0005106614;KOGEBAN;2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;225000000;kg/an
0005106806;SEDE ENVIRONNEMENT;2016;Air;Ammoniac (NH3);11900;kg/an
0005106868;COGENERATION BIOMASSE ESTREES;2016;Air;Chrome et composés (exprimés en tant que Cr);107;kg/an
0005106868;COGENERATION BIOMASSE ESTREES;2016;Air;Nickel et composés (exprimés en tant que Ni);74;kg/an
0005106868;COGENERATION BIOMASSE ESTREES;2016;Air;Oxydes d'azote (NOx/NO2);165000;kg/an
0005106868;COGENERATION BIOMASSE ESTREES;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);122000000;kg/an
0005106868;COGENERATION BIOMASSE ESTREES;2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;122000000;kg/an
0005108060;ARCHROMA FRANCE SAS ex-CLARIANT;2016;Eau (indirect);Demande chimique en oxygène (DCO);391000;kg/an
0005200010;POLYREY S.A.S. (usine);2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;15600000;kg/an
0005200010;POLYREY S.A.S. (usine);2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);15600000;kg/an
0005200028;EURENCO SA;2016;Air;Composés organiques volatils non méthaniques (COVNM);84100;kg/an
0005200028;EURENCO SA;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;19200000;kg/an
0005200028;EURENCO SA;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);19200000;kg/an
0005200074;BERKEM SAS;2016;Air;Composés organiques volatils non méthaniques (COVNM);314000;kg/an
0005200074;BERKEM SAS;2016;Air;Méthanol (alcool méthylique);80700;kg/an
0005200081;MUNKSJÖ ROTTERSAC SAS;2016;Eau (direct);Demande biologique en oxygène (DBO5);50200;kg/an
0005200081;MUNKSJÖ ROTTERSAC SAS;2016;Eau (direct);Demande chimique en oxygène (DCO);198000;kg/an
0005200086;CONDAT SAS;2016;Air;Méthane (CH4);160000;kg/an
0005200086;CONDAT SAS;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;63600000;kg/an
0005200086;CONDAT SAS;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);63600000;kg/an
0005200086;CONDAT SAS;2016;Eau (direct);Aluminium et composés (exprimés en tant que Al);21900;kg/an
0005200086;CONDAT SAS;2016;Eau (direct);Demande chimique en oxygène (DCO);172000;kg/an
0005200086;CONDAT SAS;2016;Sol;Cuivre et composés (exprimés en tant que Cu);69.9;kg/an
0005200086;CONDAT SAS;2016;Sol;Nickel et composés (exprimés en tant que Ni);22.4;kg/an
0005200086;CONDAT SAS;2016;Sol;Zinc et composés (exprimés en tant que Zn);163;kg/an
0005200096;SITA SUD OUEST;2016;Air;Méthane (CH4);747000;kg/an
0005200096;SITA SUD OUEST;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);18800000;kg/an
0005200096;SITA SUD OUEST;2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;18800000;kg/an
0005200110;CORENSO France SA;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;17700000;kg/an
0005200110;CORENSO France SA;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);17700000;kg/an
0005200156;CHAUX DE ST ASTIER SAS;2016;Air;Monoxyde de carbone (CO);625000;kg/an
0005200156;CHAUX DE ST ASTIER SAS;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;41500000;kg/an
0005200156;CHAUX DE ST ASTIER SAS;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);41500000;kg/an
0005200214;LHOIST France Centre et Sud-Ouest SAS;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;41100000;kg/an
0005200214;LHOIST France Centre et Sud-Ouest SAS;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);62800000;kg/an
0005200214;LHOIST France Centre et Sud-Ouest SAS;2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;21700000;kg/an
0005200251;SANOFI WINTHROP INDUSTRIE;2016;Air;Hydroflurocarbures (HFC);345;kg/an
0005200256;EPG;2016;Air;Composés organiques volatils non méthaniques (COVNM);34600;kg/an
0005200259;YARA FRANCE;2016;Air;Ammoniac (NH3);32900;kg/an
0005200259;YARA FRANCE;2016;Air;Oxydes d'azote (NOx/NO2);123000;kg/an
0005200259;YARA FRANCE;2016;Air;Poussières totales;130000;kg/an
0005200259;YARA FRANCE;2016;Air;Protoxyde d'azote (N2O);178000;kg/an
0005200263;COBOGAL;2016;Air;Composés organiques volatils non méthaniques (COVNM);30600;kg/an
0005200265;LUCIEN BERNARD SA;2016;Air;Composés organiques volatils non méthaniques (COVNM);233000;kg/an
0005200266;ORION ENGENEERED CARBONS SAS;2016;Air;Oxydes de soufre (SOx/SO2);973000;kg/an
0005200266;ORION ENGENEERED CARBONS SAS;2016;Air;Oxydes d'azote (NOx/NO2);248000;kg/an
0005200266;ORION ENGENEERED CARBONS SAS;2016;Air;Protoxyde d'azote (N2O);12000;kg/an
0005200266;ORION ENGENEERED CARBONS SAS;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;64500000;kg/an
0005200266;ORION ENGENEERED CARBONS SAS;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);64500000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2016;Air;Composés organiques volatils non méthaniques (COVNM);789000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2016;Air;Hydroflurocarbures (HFC);232;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2016;Air;Oxydes de soufre (SOx/SO2);173000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2016;Air;Oxydes d'azote (NOx/NO2);150000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;151000000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);151000000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2016;Eau (direct);Cobalt et composés (exprimés en tant que Co);143;kg/an
0005200352;SIAP PROCINER;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);17000000;kg/an
0005200352;SIAP PROCINER;2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;17000000;kg/an
0005200359;SAIPOL SA;2016;Air;Composés organiques volatils non méthaniques (COVNM);471000;kg/an
0005200361;SIAP-SARP INDUSTRIES AQUITAINE PYRENEES;2016;Eau (direct);Cadmium et composés (exprimés en tant que Cd);1.37;kg/an
0005200378;VALBOM;2016;Air;Mercure et composés (exprimés en tant que Hg);16.4;kg/an
0005200378;VALBOM;2016;Air;Oxydes d'azote (NOx/NO2);110000;kg/an
0005200378;VALBOM;2016;Air;Zinc et composés (exprimés en tant que Zn);267;kg/an
0005200378;VALBOM;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;93000000;kg/an
0005200378;VALBOM;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);215000000;kg/an
0005200378;VALBOM;2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;122000000;kg/an
0005200391;PAPETERIES DE BEGLES (SAPB);2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;32000000;kg/an
0005200391;PAPETERIES DE BEGLES (SAPB);2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);32000000;kg/an
0005200391;PAPETERIES DE BEGLES (SAPB);2016;Eau (direct);Demande chimique en oxygène (DCO);213000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2016;Air;Monoxyde de carbone (CO);926000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2016;Air;Oxydes d'azote (NOx/NO2);348000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2016;Air;Dioxyde de carbone (CO2) d'origine non biomasse;31600000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2016;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);975000000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2016;Air;Dioxyde de carbone (CO2) d'origine biomasse;944000000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2016;Eau (direct);Azote total;95600;kg/an
