identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
0005201375;O-I FRANCE SAS;2023;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);57100000;kg/an
0005201604;SOCIETE D'ETUDE DE REALISATION ET D'EXPLOITATION POUR LE TRAITEMENT DU MAIS;2023;Air;Méthane (CH4);672000;kg/an
0005201604;SOCIETE D'ETUDE DE REALISATION ET D'EXPLOITATION POUR LE TRAITEMENT DU MAIS;2023;Air;Dioxyde de carbone (CO2) d'origine non biomasse;11100000;kg/an
0005201604;SOCIETE D'ETUDE DE REALISATION ET D'EXPLOITATION POUR LE TRAITEMENT DU MAIS;2023;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11100000;kg/an
0005201604;SOCIETE D'ETUDE DE REALISATION ET D'EXPLOITATION POUR LE TRAITEMENT DU MAIS;2023;Sol;Zinc et composés (exprimés en tant que Zn);285;kg/an
0005201764;CHEMVIRON FRANCE SAS;2023;Air;Acétaldéhyde (aldéhyde acétique  éthanal);225;kg/an
0005201764;CHEMVIRON FRANCE SAS;2023;Air;Dioxyde de carbone (CO2) d'origine biomasse;27700000;kg/an
0005201764;CHEMVIRON FRANCE SAS;2023;Air;Dioxyde de carbone (CO2) d'origine non biomasse;14800000;kg/an
0005201764;CHEMVIRON FRANCE SAS;2023;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);42500000;kg/an
0005201767;VERMILION REP SAS;2023;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);11900000;kg/an
0005201767;VERMILION REP SAS;2023;Air;Dioxyde de carbone (CO2) d'origine non biomasse;11900000;kg/an
0005201831;EDILIANS;2023;Air;Dioxyde de carbone (CO2) d'origine non biomasse;20300000;kg/an
0005201831;EDILIANS;2023;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);20300000;kg/an
0005201939;BIOLANDES;2023;Air;Composés organiques volatils non méthaniques (COVNM);266000;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Eau (direct);Zinc et composés (exprimés en tant que Zn);1330;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Eau (direct);Chrome et composés (exprimés en tant que Cr);138;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Eau (direct);Composés organohalogénés (exprimés en tant que AOX);23700;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Eau (direct);Cuivre et composés (exprimés en tant que Cu);159;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Eau (direct);Demande biologique en oxygène (DBO5);646000;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Eau (direct);Demande chimique en oxygène (DCO);7230000;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Eau (direct);Matières en suspension (MES);1320000;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Eau (direct);Nickel et composés (exprimés en tant que Ni);139;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Eau (direct);Phosphore total;26900;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Eau (direct);Phénols (en tant que C total);65.2;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Eau (direct);Azote total;653000;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Eau (direct);Cadmium et composés (exprimés en tant que Cd);9.61;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Air;Dioxyde de carbone (CO2) d'origine biomasse;291000000;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Air;Manganèse et composés (exprimés en tant que Mn);209;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Air;Oxydes de soufre (SOx/SO2);215000;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Air;Oxydes d'azote (NOx/NO2);417000;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Air;Poussières totales;766000;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Air;Zinc et composés (exprimés en tant que Zn);417;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Air;Dioxyde de carbone (CO2) d'origine non biomasse;35100000;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);326000000;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Air;Chlore et composés inorganiques (en tant que HCl);13800;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Sol;Cuivre et composés (exprimés en tant que Cu);1590;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Sol;Cadmium et composés (exprimés en tant que Cd);24;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Sol;Chrome et composés (exprimés en tant que Cr);382;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Sol;Nickel et composés (exprimés en tant que Ni);186;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Sol;Plomb et composés (exprimés en tant que Pb);1420;kg/an
0005202000;RAYONIER A.M. TARTAS;2023;Sol;Zinc et composés (exprimés en tant que Zn);6670;kg/an
0005202016;LES DERIVES RESINIQUES ET TERPENIQUES;2023;Air;Composés organiques volatils non méthaniques (COVNM);511000;kg/an
0005202016;LES DERIVES RESINIQUES ET TERPENIQUES;2023;Air;Dioxyde de carbone (CO2) d'origine biomasse;134000000;kg/an
0005202016;LES DERIVES RESINIQUES ET TERPENIQUES;2023;Air;Dioxyde de carbone (CO2) d'origine non biomasse;11100000;kg/an
0005202016;LES DERIVES RESINIQUES ET TERPENIQUES;2023;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);145000000;kg/an
0005202016;LES DERIVES RESINIQUES ET TERPENIQUES;2023;Eau (direct);Demande chimique en oxygène (DCO);218000;kg/an
0005202016;LES DERIVES RESINIQUES ET TERPENIQUES;2023;Eau (direct);Phosphore total;8220;kg/an
0005202084;CURIA FRANCE SAS;2023;Eau (indirect);Composés organohalogénés (exprimés en tant que AOX);5030;kg/an
0005202084;CURIA FRANCE SAS;2023;Eau (indirect);Demande chimique en oxygène (DCO);161000;kg/an
0005202084;CURIA FRANCE SAS;2023;Air;Composés organiques volatils non méthaniques (COVNM);51400;kg/an
0005202289;LHOIST FRANCE OUEST;2023;Air;Dioxyde de carbone (CO2) d'origine biomasse;17600000;kg/an
0005202289;LHOIST FRANCE OUEST;2023;Air;Dioxyde de carbone (CO2) d'origine non biomasse;34000000;kg/an
0005202289;LHOIST FRANCE OUEST;2023;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);51600000;kg/an
0005202342;TORAY CARBON FIBERS EUROPE;2023;Air;Acide cyanhydrique (HCN);4880;kg/an
0005202342;TORAY CARBON FIBERS EUROPE;2023;Air;Oxydes d'azote (NOx/NO2);206000;kg/an
0005202403;NEXTEAM ARUDY FOUNDRY;2023;Air;Hexafluorure de soufre (SF6);84;kg/an
0005202511;CELSA FRANCE;2023;Air;Cobalt et composés (exprimés en tant que Co);135;kg/an
0005202511;CELSA FRANCE;2023;Air;Manganèse et composés (exprimés en tant que Mn);3560;kg/an
0005202511;CELSA FRANCE;2023;Air;Monoxyde de carbone (CO);560000;kg/an
0005202511;CELSA FRANCE;2023;Air;Dioxyde de carbone (CO2) d'origine non biomasse;34300000;kg/an
0005202511;CELSA FRANCE;2023;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);34400000;kg/an
0005202729;PRECISION CASTPARTS CORP FRANCE;2023;Air;Nickel et composés (exprimés en tant que Ni);84.8;kg/an
0005205717;PERIGORD ENERGIE;2023;Air;Dioxyde de carbone (CO2) d'origine non biomasse;53600000;kg/an
0005205717;PERIGORD ENERGIE;2023;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);53600000;kg/an
0005207266;TEREGA;2023;Air;Méthane (CH4);835000;kg/an
0005300092;RENAULT TRUCKS;2023;Air;Hydroflurocarbures (HFC);217;kg/an
0005300092;RENAULT TRUCKS;2023;Air;Composés organiques volatils non méthaniques (COVNM);52300;kg/an
0005300463;CIMENTS CALCIA;2023;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);283000000;kg/an
0005300463;CIMENTS CALCIA;2023;Air;Ammoniac (NH3);17500;kg/an
0005300463;CIMENTS CALCIA;2023;Air;Dioxyde de carbone (CO2) d'origine biomasse;16800000;kg/an
0005300463;CIMENTS CALCIA;2023;Air;Oxydes de soufre (SOx/SO2);363000;kg/an
