identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
;EARL GUEGAN Bernard;2008;Air;Ammoniac (NH3);10200;kg/an
;EARL DE LA METAIRIE;2008;Air;Ammoniac (NH3);30900;kg/an
;FACY Pierre;2008;Air;Ammoniac (NH3);15200;kg/an
;earl de la ville blanche;2008;Air;Ammoniac (NH3);16300;kg/an
;NOGUES Jacqueline;2008;Air;Ammoniac (NH3);10200;kg/an
;GAEC DE FALIGOT;2008;Air;Ammoniac (NH3);13400;kg/an
;ALLAIN Jean Paul;2008;Air;Ammoniac (NH3);10700;kg/an
;EARL VIVIER;2008;Air;Ammoniac (NH3);16300;kg/an
;EARL THOMAS;2008;Air;Ammoniac (NH3);12700;kg/an
;EARL BAUDOUIN;2008;Air;Ammoniac (NH3);11600;kg/an
;EARL RAOULT;2008;Air;Ammoniac (NH3);17300;kg/an
;SCEA ELEVAGE DE LA VILLE BARBE;2008;Air;Ammoniac (NH3);11300;kg/an
;SCEA DE LA VILLE POISSIN;2008;Air;Ammoniac (NH3);21000;kg/an
;GAEC DES BOIS;2008;Air;Ammoniac (NH3);30700;kg/an
;SCEA DE LA VILLE PEAN;2008;Air;Ammoniac (NH3);23100;kg/an
;EARL DE LA VILLE BELLANGER;2008;Air;Ammoniac (NH3);21500;kg/an
;GAEC DES GRANDS CHAMPS;2008;Air;Ammoniac (NH3);18300;kg/an
;SCEA YANNICK LE GOFF;2008;Air;Ammoniac (NH3);12900;kg/an
;SCEA COLAS PHILIPPE;2008;Air;Ammoniac (NH3);15800;kg/an
;GAEC DU GRAND CARNAIS;2008;Air;Ammoniac (NH3);13200;kg/an
;EARL LA VILLE CORBELIN;2008;Air;Ammoniac (NH3);10400;kg/an
0022100006;ALBIOMA LE MOULE;2008;Air;Chlore et composés inorganiques (en tant que HCl);54300;kg/an
0022100006;ALBIOMA LE MOULE;2008;Air;Oxydes de soufre (SOx/SO2);2310000;kg/an
0022100006;ALBIOMA LE MOULE;2008;Air;Oxydes d'azote (NOx/NO2);1170000;kg/an
0022100006;ALBIOMA LE MOULE;2008;Air;Protoxyde d'azote (N2O);16400;kg/an
0022100006;ALBIOMA LE MOULE;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;470000000;kg/an
0022100006;ALBIOMA LE MOULE;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);470000000;kg/an
0022100006;ALBIOMA LE MOULE;2008;Eau (direct);Zinc et composés (exprimés en tant que Zn);318;kg/an
0022100013;ELECTRICITE DE FRANCE JYS;2008;Air;Oxydes d'azote (NOx/NO2);462000;kg/an
0022100013;ELECTRICITE DE FRANCE JYS;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;170000000;kg/an
0022100013;ELECTRICITE DE FRANCE JYS;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);170000000;kg/an
0022100014;Centrale EDF de St Barthelemy;2008;Air;Oxydes d'azote (NOx/NO2);1070000;kg/an
0022100014;Centrale EDF de St Barthelemy;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;66900000;kg/an
0022100014;Centrale EDF de St Barthelemy;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);66900000;kg/an
0022100015;ELECTRICITE DE FRANCE St Martin;2008;Air;Oxydes d'azote (NOx/NO2);921000;kg/an
0022100015;ELECTRICITE DE FRANCE St Martin;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;57600000;kg/an
0022100015;ELECTRICITE DE FRANCE St Martin;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);57600000;kg/an
0022100016;ENERGIES ANTILLES;2008;Air;Oxydes de soufre (SOx/SO2);941000;kg/an
0022100016;ENERGIES ANTILLES;2008;Air;Oxydes d'azote (NOx/NO2);1360000;kg/an
0022100016;ENERGIES ANTILLES;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;81000000;kg/an
0022100016;ENERGIES ANTILLES;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);81000000;kg/an
0022100036;GARDEL S.A.;2008;Eau (direct);Benzo (a) pyrène;0.004;kg/an
0022100036;GARDEL S.A.;2008;Eau (direct);Demande biologique en oxygène (DBO5);536000;kg/an
0022100036;GARDEL S.A.;2008;Eau (direct);Demande chimique en oxygène (DCO);975000;kg/an
0022100036;GARDEL S.A.;2008;Eau (direct);Benzo (b) fluoranthène;0.004;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Antimoine et composés (exprimés en tant que Sb);51;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Benzène;2390;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Cadmium et composés (exprimés en tant que Cd);14;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Cobalt et composés (exprimés en tant que Co);29;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Composés organiques volatils non méthaniques (COVNM);63500;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Monoxyde de carbone (CO);1130000;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Nickel et composés (exprimés en tant que Ni);1450;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Oxydes de soufre (SOx/SO2);4820000;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Oxydes d'azote (NOx/NO2);10300000;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Poussières totales;190000;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Protoxyde d'azote (N2O);10800;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;24700000;kg/an
0022100044;CENTRALE DE JARRY-NORD;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);24700000;kg/an
0022100049;SARA;2008;Air;Composés organiques volatils non méthaniques (COVNM);80400;kg/an
0022100088;RHUM DAMOISEAU S.A.S;2008;Eau (direct);Demande biologique en oxygène (DBO5);79700;kg/an
0022100088;RHUM DAMOISEAU S.A.S;2008;Eau (direct);Demande chimique en oxygène (DCO);285000;kg/an
0022100164;CENTRALE ESM ST MARTIN;2008;Air;Oxydes d'azote (NOx/NO2);317000;kg/an
0022100164;CENTRALE ESM ST MARTIN;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;67800000;kg/an
0022100164;CENTRALE ESM ST MARTIN;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);67800000;kg/an
;GAEC ELEVAGE DAMANY;2008;Air;Ammoniac (NH3);15500;kg/an
;FLAMEN Patrick;2008;Air;Ammoniac (NH3);10000;kg/an
;GAEC DES PEUPLIERS;2008;Air;Ammoniac (NH3);16400;kg/an
;L'Oeuf de Beaupré;2008;Air;Ammoniac (NH3);11400;kg/an
;EARL LE BARS;2008;Air;Ammoniac (NH3);17400;kg/an
;EARL DU HAUT CAINGAN;2008;Air;Ammoniac (NH3);12800;kg/an
;LA FERME DE KERVENAC'H SAS;2008;Air;Ammoniac (NH3);65100;kg/an
;SCA LE BIHAN-GLOUX;2008;Air;Ammoniac (NH3);25900;kg/an
;ELEVAGE AVICOLE DE KER AVEL (ROBIN);2008;Air;Ammoniac (NH3);19400;kg/an
;EARL DE LA PETITE GUEVIERE;2008;Air;Ammoniac (NH3);17900;kg/an
;SCEA ANDRIEU;2008;Air;Ammoniac (NH3);14900;kg/an
;EARL lucien GEFFRELOT;2008;Air;Ammoniac (NH3);12700;kg/an
;EARL DE LA HELLIOTERIE;2008;Air;Ammoniac (NH3);18200;kg/an
;SCEA DE KERFOS;2008;Air;Ammoniac (NH3);14200;kg/an
;GAEC DES MEZERAIS;2008;Air;Ammoniac (NH3);12400;kg/an
;SCEA ELEVAGE AVICOLE DE CRECH MIN;2008;Air;Ammoniac (NH3);32900;kg/an
;GAEC DE COAT BIHAN;2008;Air;Ammoniac (NH3);13800;kg/an
;GAEC FAIRIER;2008;Air;Ammoniac (NH3);16200;kg/an
;GAEC DU GOELO;2008;Air;Ammoniac (NH3);13800;kg/an
;GAEC DU CLOS DE LA PIERRE;2008;Air;Ammoniac (NH3);15400;kg/an
;SCEA LERICOLLAIS;2008;Air;Ammoniac (NH3);10800;kg/an
;GAEC DE LANLAY;2008;Air;Ammoniac (NH3);15400;kg/an
;Ets Yves Nicol;2008;Air;Ammoniac (NH3);22400;kg/an
0022200009;LA MARTINIQUAISE DE VALORISATION S.A.;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;34800000;kg/an
0022200009;LA MARTINIQUAISE DE VALORISATION S.A.;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);80100000;kg/an
0022200009;LA MARTINIQUAISE DE VALORISATION S.A.;2008;Air;Dioxyde de carbone (CO2) d'origine biomasse;45300000;kg/an
0022200016;EDF SEI - PK;2008;Air;Antimoine et composés (exprimés en tant que Sb);28.1;kg/an
0022200016;EDF SEI - PK;2008;Air;Benzène;1320;kg/an
0022200016;EDF SEI - PK;2008;Air;Cobalt et composés (exprimés en tant que Co);16.1;kg/an
0022200016;EDF SEI - PK;2008;Air;Composés organiques volatils non méthaniques (COVNM);33900;kg/an
0022200016;EDF SEI - PK;2008;Air;Nickel et composés (exprimés en tant que Ni);803;kg/an
0022200016;EDF SEI - PK;2008;Air;Oxydes de soufre (SOx/SO2);3240000;kg/an
0022200016;EDF SEI - PK;2008;Air;Oxydes d'azote (NOx/NO2);8910000;kg/an
0022200016;EDF SEI - PK;2008;Air;Particules (PM10);126000;kg/an
0022200016;EDF SEI - PK;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;360000000;kg/an
0022200016;EDF SEI - PK;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);360000000;kg/an
0022200018;BELLONIE BOURDILLON SUCCESSEURS;2008;Air;Composés organiques volatils non méthaniques (COVNM);38000;kg/an
0022200020;RHUMS MARTINIQUAIS SAINT JAMES;2008;Air;Composés organiques volatils non méthaniques (COVNM);91000;kg/an
0022200031;EDF SEI - Bf;2008;Air;Antimoine et composés (exprimés en tant que Sb);59.5;kg/an
0022200031;EDF SEI - Bf;2008;Air;Benzène;2810;kg/an
0022200031;EDF SEI - Bf;2008;Air;Cadmium et composés (exprimés en tant que Cd);17.6;kg/an
0022200031;EDF SEI - Bf;2008;Air;Cobalt et composés (exprimés en tant que Co);34;kg/an
0022200031;EDF SEI - Bf;2008;Air;Composés organiques volatils non méthaniques (COVNM);47800;kg/an
0022200031;EDF SEI - Bf;2008;Air;Monoxyde de carbone (CO);1780000;kg/an
0022200031;EDF SEI - Bf;2008;Air;Nickel et composés (exprimés en tant que Ni);1700;kg/an
0022200031;EDF SEI - Bf;2008;Air;Oxydes de soufre (SOx/SO2);6000000;kg/an
0022200031;EDF SEI - Bf;2008;Air;Oxydes d'azote (NOx/NO2);8620000;kg/an
0022200031;EDF SEI - Bf;2008;Air;Particules (PM10);448000;kg/an
0022200031;EDF SEI - Bf;2008;Air;Poussières totales;448000;kg/an
0022200031;EDF SEI - Bf;2008;Air;Protoxyde d'azote (N2O);13200;kg/an
0022200031;EDF SEI - Bf;2008;Air;Zinc et composés (exprimés en tant que Zn);353;kg/an
0022200031;EDF SEI - Bf;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;673000000;kg/an
0022200031;EDF SEI - Bf;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);673000000;kg/an
0022200040;SAEM LE GALION;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);17700000;kg/an
0022200040;SAEM LE GALION;2008;Air;Dioxyde de carbone (CO2) d'origine biomasse;17700000;kg/an
0022200044;SARA raffinerie;2008;Air;Benzène;3580;kg/an
0022200044;SARA raffinerie;2008;Air;Composés organiques volatils non méthaniques (COVNM);283000;kg/an
0022200044;SARA raffinerie;2008;Air;Oxydes de soufre (SOx/SO2);997000;kg/an
0022200044;SARA raffinerie;2008;Air;Oxydes d'azote (NOx/NO2);463000;kg/an
0022200044;SARA raffinerie;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;169000000;kg/an
0022200044;SARA raffinerie;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);169000000;kg/an
0022200108;DENEL (ROYAL);2008;Eau (direct);Demande biologique en oxygène (DBO5);49900;kg/an
0022200221;PROCHIMIE INDUSTRIE S.A.S;2008;Eau (indirect);Demande chimique en oxygène (DCO);451000;kg/an
;EARL ELEVAGE PEN AR GOE;2008;Air;Ammoniac (NH3);14700;kg/an
;HUET PHILIPPE;2008;Air;Ammoniac (NH3);11800;kg/an
;EARL DE KERNARHANT;2008;Air;Ammoniac (NH3);12600;kg/an
;LE PAGE PHILIPPE;2008;Air;Ammoniac (NH3);14200;kg/an
;VASLON NOEL;2008;Air;Ammoniac (NH3);11200;kg/an
;LE QUERE ANNIE;2008;Air;Ammoniac (NH3);12800;kg/an
;LE MIGNOT Guy;2008;Air;Ammoniac (NH3);14300;kg/an
;EARL ELEVAGE ROBERT Hervé;2008;Air;Ammoniac (NH3);16000;kg/an
;EARL LONCLE et ROBERT;2008;Air;Ammoniac (NH3);11700;kg/an
;SAS KERANNA;2008;Air;Ammoniac (NH3);42800;kg/an
;SCEA BALUSSON;2008;Air;Ammoniac (NH3);36300;kg/an
;EARL DE FONTAIGNAN;2008;Air;Ammoniac (NH3);16300;kg/an
;EARL GOASMIN;2008;Air;Ammoniac (NH3);21500;kg/an
;SCEA DE LA LANDE;2008;Air;Ammoniac (NH3);15900;kg/an
;GAEC DE L'UNION;2008;Air;Ammoniac (NH3);16500;kg/an
;SCEA ABHERVE GUEGUEN;2008;Air;Ammoniac (NH3);22700;kg/an
;EARL DE LANEGOFF;2008;Air;Ammoniac (NH3);20900;kg/an
;EARL DU BOURG;2008;Air;Ammoniac (NH3);10600;kg/an
;SCEA OEUF D'ARMOR;2008;Air;Ammoniac (NH3);14800;kg/an
;EARL DES THUYAS;2008;Air;Ammoniac (NH3);11700;kg/an
;EARL BOITARD FEUILLET;2008;Air;Ammoniac (NH3);13200;kg/an
;LE FEVRE Anne;2008;Air;Ammoniac (NH3);13500;kg/an
;EARL DE KERHELLEC;2008;Air;Ammoniac (NH3);13200;kg/an
;GAEC LEMAITRE;2008;Air;Ammoniac (NH3);21200;kg/an
;BOSCHER Gilles;2008;Air;Ammoniac (NH3);15100;kg/an
;ELEVAGE DE LA BOURDONNIERE;2008;Air;Ammoniac (NH3);15100;kg/an
0022300001;ALBIOMA;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;26200000;kg/an
0022300001;ALBIOMA;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);26200000;kg/an
;GAEC DE BELLE FONTAINE;2008;Air;Ammoniac (NH3);12000;kg/an
;LE DEUFF Jean-Yves;2008;Air;Ammoniac (NH3);13600;kg/an
;SCEA DE LA PIERRE BLEUE;2008;Air;Ammoniac (NH3);13000;kg/an
;GAEC DE CRECH MELLIONNEN;2008;Air;Ammoniac (NH3);12000;kg/an
;SCEA CRESTEL;2008;Air;Ammoniac (NH3);15200;kg/an
;LOSSOUARN MARTINE;2008;Air;Ammoniac (NH3);10300;kg/an
;EARL LE JEUNE;2008;Air;Ammoniac (NH3);11800;kg/an
;GAEC DU RHUN;2008;Air;Ammoniac (NH3);13700;kg/an
;SILARD Christophe;2008;Air;Ammoniac (NH3);12200;kg/an
;GAEC LE BOUDER;2008;Air;Ammoniac (NH3);19000;kg/an
;EARL LUCAS;2008;Air;Ammoniac (NH3);14900;kg/an
;BODIN Daniel;2008;Air;Ammoniac (NH3);12500;kg/an
;GAEC DU PECH DU DOGNON;2008;Air;Ammoniac (NH3);16100;kg/an
;SARL DES MAINES;2008;Air;Ammoniac (NH3);17200;kg/an
;SCEA LE BOIS BARAT;2008;Air;Ammoniac (NH3);15200;kg/an
;SARL SOCIETE PERIGOURDINE D'ABATTAGE;2008;Eau (direct);Demande biologique en oxygène (DBO5);102000;kg/an
;SARL SOCIETE PERIGOURDINE D'ABATTAGE;2008;Eau (direct);Demande chimique en oxygène (DCO);215000;kg/an
0024600015;GRT GAZ Palleau;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;28800000;kg/an
0024600015;GRT GAZ Palleau;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);28800000;kg/an
0024600019;HAULOTTE GROUPE SA;2008;Air;Composés organiques volatils non méthaniques (COVNM);32300;kg/an
0024600028;INDUSTEEL FRANCE site du Creusot (Secteur Creusot);2008;Eau (direct);Nickel et composés (exprimés en tant que Ni);33;kg/an
0024700068;SCHNEIDER ELECTRIC AMT;2008;Air;Hexafluorure de soufre (SF6);720;kg/an
0024700107;POLYDEC BOURGOGNE;2008;Air;Composés organiques volatils non méthaniques (COVNM);68000;kg/an
0024900001;I.S.D.N.D de Monéteau;2008;Air;Méthane (CH4);224000;kg/an
0024900044;COVED_ ISDND de Champigny;2008;Air;Méthane (CH4);728000;kg/an
0024900045;COVED - ISDND de Villiers;2008;Air;Méthane (CH4);124000;kg/an
0024900082;TECHNICENTRE INDUSTRIEL DE NEVERS LANGUEDOC;2008;Air;Composés organiques volatils non méthaniques (COVNM);42200;kg/an
0025000002;VALEST;2008;Air;Méthane (CH4);135000;kg/an
0025000009;FOULON SOPAGLY SAS;2008;Eau (indirect);Demande biologique en oxygène (DBO5);279000;kg/an
0025000009;FOULON SOPAGLY SAS;2008;Eau (indirect);Demande chimique en oxygène (DCO);394000;kg/an
0025000022;SMET 71;2008;Air;Méthane (CH4);1160000;kg/an
0025000023;VALEST;2008;Air;Méthane (CH4);737000;kg/an
0025000023;VALEST;2008;Air;Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse);12400000;kg/an
0025000023;VALEST;2008;Air;Dioxyde de carbone (CO2) d'origine biomasse;12400000;kg/an
;SBA Société Bisontine d'Abattage;2008;Eau (indirect);Demande biologique en oxygène (DBO5);75400;kg/an
;SBA Société Bisontine d'Abattage;2008;Eau (indirect);Demande chimique en oxygène (DCO);152000;kg/an
0025100002;PARAGON Marketing Solutions;2008;Eau (indirect);Benzo (a) pyrène;0.0000933;kg/an
0025100002;PARAGON Marketing Solutions;2008;Eau (indirect);Benzo (k) fluoranthène;0.0000463;kg/an
0025100002;PARAGON Marketing Solutions;2008;Eau (indirect);Indeno(1,2,3-cd)pyrène;0.0000119;kg/an
0025100002;PARAGON Marketing Solutions;2008;Eau (indirect);Benzo (b) fluoranthène;0.0000463;kg/an
0025100039;ArcelorMittal Stainless and Nickel Alloys Wire;2008;Air;Chrome et composés (exprimés en tant que Cr);252;kg/an
0025100039;ArcelorMittal Stainless and Nickel Alloys Wire;2008;Air;Nickel et composés (exprimés en tant que Ni);1920;kg/an
0025100039;ArcelorMittal Stainless and Nickel Alloys Wire;2008;Eau (direct);Nickel et composés (exprimés en tant que Ni);352;kg/an
0025100048;PremEster;2008;Air;Méthanol (alcool méthylique);995000;kg/an
0025200001;FRAMATOME;2008;Eau (direct);Benzo (a) pyrène;0.0399;kg/an
0025200001;FRAMATOME;2008;Eau (direct);Chrome hexavalent et composés (exprimés en tant que Cr VI);32.4;kg/an
0025200001;FRAMATOME;2008;Eau (direct);Di(2-éthylhexyle)phtalate (DEHP);42.9;kg/an
0025200001;FRAMATOME;2008;Eau (direct);Nickel et composés (exprimés en tant que Ni);38.1;kg/an
0025200001;FRAMATOME;2008;Eau (direct);Plomb et composés (exprimés en tant que Pb);26.4;kg/an
0025200001;FRAMATOME;2008;Eau (direct);Indeno(1,2,3-cd)pyrène;0.0295;kg/an
0025200001;FRAMATOME;2008;Eau (direct);Benzo (b) fluoranthène;0.0377;kg/an
;SARL PORFINS;2008;Air;Ammoniac (NH3);17800;kg/an
;SAS PEB;2008;Air;Ammoniac (NH3);33100;kg/an
0025300098;COFELY CAMPUS INDUSTRIEL CHALON;2008;Air;Dioxyde de carbone (CO2) d'origine non biomasse;10200000;kg/an
