identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
0006103617;SUEZ RR IWS CHEMICALS FRANCE;2010;Eau (indirect);Chloroforme (trichlorométhane);0.0553;kg/an
0006103617;SUEZ RR IWS CHEMICALS FRANCE;2010;Eau (indirect);Tétrachlorométhane (TCM, tétrachlorure de carbone);0.00129;kg/an
0006103617;SUEZ RR IWS CHEMICALS FRANCE;2010;Eau (indirect);Benzo (k) fluoranthène;0.000154;kg/an
0006103617;SUEZ RR IWS CHEMICALS FRANCE;2010;Eau (indirect);Indeno(1,2,3-cd)pyrène;0.000293;kg/an
0006103617;SUEZ RR IWS CHEMICALS FRANCE;2010;Eau (indirect);Benzo (b) fluoranthène;0.000468;kg/an
0006103759;SAINT JEAN INDUSTRIES;2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.0227;kg/an
0006103759;SAINT JEAN INDUSTRIES;2010;Eau (indirect);Octylphénols et éthoxylates d'octylphénol;0.00119;kg/an
0005900385;CHRISTIAN BERNARD DIFFUSION;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.0005;kg/an
0005902151;MBF Aluminium;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.001;kg/an
0006003095;MANUFACTURE MODERNE D'ENVELOPPES;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.07;kg/an
0006104351;CROMOLOGY RESEARCH & INDUSTRY SAVOIE;2010;Eau (direct);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);0.0038;kg/an
0006104495;UIOM des Brévières;2010;Air;Vanadium et ses composés;0.17;kg/an
0006104495;UIOM des Brévières;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.11;kg/an
0006104504;Framatome;2010;Air;Vanadium et ses composés;0.36;kg/an
0006104915;FIP industries;2010;Air;Vanadium et ses composés;0.00184;kg/an
0006104952;VALDI;2010;Air;Vanadium et ses composés;0.0675;kg/an
0006104952;VALDI;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.169;kg/an
0006105034;FMI PROCESS;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.0961;kg/an
0006108002;GRENOBLE ALPES METROPOLE;2010;Air;Vanadium et ses composés;0.0197;kg/an
0006108002;GRENOBLE ALPES METROPOLE;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.0147;kg/an
0006108560;SERTE;2010;Air;Vanadium et ses composés;0.15;kg/an
0006108560;SERTE;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.128;kg/an
0006201560;UEM;2010;Eau (direct);Cadmium et composés (exprimés en tant que Cd);0.0015;kg/an
0006206156;Communauté de Communes du Pays de Bitche;2010;Eau (indirect);Benzène;0.001;kg/an
0006301946;S2C;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.000060;kg/an
0006301973;Société SABLE;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.0001;kg/an
0006304790;ONYX SOCCOIM;2010;Eau (direct);Cadmium et composés (exprimés en tant que Cd);0.046;kg/an
0006201149;CIMULEC;2010;Eau (direct);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.05;kg/an
0006201149;CIMULEC;2010;Eau (direct);Octylphénols et éthoxylates d'octylphénol;0.9;kg/an
0006201191;VIESSMANN;2010;Eau (direct);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.00059;kg/an
0006201191;VIESSMANN;2010;Eau (direct);Octylphénols et éthoxylates d'octylphénol;0.00571;kg/an
0006201702;FERCO SAS;2010;Eau (direct);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.055;kg/an
0006201702;FERCO SAS;2010;Eau (direct);Octylphénols et éthoxylates d'octylphénol;0.002;kg/an
0006504451;TROLYT;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.028;kg/an
0006505358;PAL PROTECTION ALLIAGES LEGERS;2010;Eau (direct);Cadmium et composés (exprimés en tant que Cd);0.145;kg/an
0006206497;SNCF;2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.38;kg/an
0006701480;OREST GROUP;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.0022;kg/an
0006804811;SMPEPETDG TRIGONE;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.003;kg/an
0007000676;MILLET AFR;2010;Eau (indirect);Anthracène;0.00025;kg/an
0007000676;MILLET AFR;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.05;kg/an
0006301138;ORTEC SERVICES ENVIRONNEMENT;2010;Air;Vanadium et ses composés;0.613;kg/an
0006301138;ORTEC SERVICES ENVIRONNEMENT;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.827;kg/an
0007000888;TRAITEMENTS LAMBIN;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.15;kg/an
0006301446;FRAMATOME;2010;Air;Vanadium et ses composés;0.008;kg/an
0007201983;SNRI;2010;Eau (direct);Cadmium et composés (exprimés en tant que Cd);0.007;kg/an
0006304890;TRIADE ELECTRONIQUE;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.221;kg/an
0006400113;SERAHU;2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.004;kg/an
0006400113;SERAHU;2010;Eau (indirect);Octylphénols et éthoxylates d'octylphénol;0.0017;kg/an
0006400113;SERAHU;2010;Eau (indirect);Gamma isomère Lindane;0.0000092;kg/an
0006400113;SERAHU;2010;Eau (indirect);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);0.146;kg/an
0006400210;COCA COLA MIDI SAS;2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.094;kg/an
0006400322;OREDUI;2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.04;kg/an
0006400322;OREDUI;2010;Eau (indirect);Octylphénols et éthoxylates d'octylphénol;0.01;kg/an
0006400322;OREDUI;2010;Eau (indirect);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);2.07;kg/an
0006400341;ARKOPHARMA SA;2010;Eau (indirect);Chloroforme (trichlorométhane);0.0978;kg/an
0006400428;Mäder Composites France;2010;Eau (indirect);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);16.5;kg/an
0006400641;COMPAGNIE DES DETERGENTS SAVON MARSEILLE;2010;Eau (indirect);Chloroforme (trichlorométhane);0.0000696;kg/an
0006400675;PERNOD;2010;Eau (indirect);Chloroforme (trichlorométhane);0.00208;kg/an
0006400675;PERNOD;2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.0017;kg/an
0006400719;BTMF;2010;Eau (indirect);Chloroforme (trichlorométhane);3.5;kg/an
0006400719;BTMF;2010;Eau (indirect);Diphényléthers bromés (PBDE);0.053;kg/an
0006400719;BTMF;2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.119;kg/an
0006400998;SOLAMAT MEREX;2010;Air;Vanadium et ses composés;0.31;kg/an
0006400998;SOLAMAT MEREX;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.256;kg/an
0006401013;SOLAMAT MEREX;2010;Air;Vanadium et ses composés;0.29;kg/an
0006401013;SOLAMAT MEREX;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.221;kg/an
0006401015;Dépôt Pétrolier de la Grande Bastide;2010;Eau (direct);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.11;kg/an
0006401015;Dépôt Pétrolier de la Grande Bastide;2010;Eau (direct);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);69;kg/an
0006401536;TIRO CLAS SYSTEM;2010;Eau (direct);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.0003;kg/an
0006401536;TIRO CLAS SYSTEM;2010;Eau (direct);Octylphénols et éthoxylates d'octylphénol;0.0004;kg/an
0006401813;ELECTROLYSE PHOCEENNE SAS;2010;Eau (direct);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.01;kg/an
0006401813;ELECTROLYSE PHOCEENNE SAS;2010;Eau (direct);Octylphénols et éthoxylates d'octylphénol;0.001;kg/an
0006404437;AP-HM;2010;Eau (indirect);Chloroforme (trichlorométhane);0.0621;kg/an
0006404437;AP-HM;2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.0716;kg/an
0006404437;AP-HM;2010;Eau (indirect);Octylphénols et éthoxylates d'octylphénol;0.00717;kg/an
0006404437;AP-HM;2010;Eau (indirect);Tétrachlorométhane (TCM, tétrachlorure de carbone);0.0119;kg/an
0006500641;GEREP;2010;Air;Vanadium et ses composés;1.48;kg/an
0006501978;Initial Hygiene Services;2010;Eau (indirect);Chloroforme (trichlorométhane);0.021;kg/an
0006501978;Initial Hygiene Services;2010;Eau (indirect);Diphényléthers bromés (PBDE);0.009;kg/an
0006501978;Initial Hygiene Services;2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.013;kg/an
0006503333;SAFRAN AIRCRAFT ENGINES;2010;Air;Vanadium et ses composés;0.039;kg/an
0006600973;CLAUDE (Ets);2010;Eau (direct);1,2-dichloroéthane (DCE - chlorure d'éthylène);5.05;kg/an
0006600973;CLAUDE (Ets);2010;Eau (direct);Chloroforme (trichlorométhane);0.15;kg/an
0006600973;CLAUDE (Ets);2010;Eau (direct);Tétrachlorométhane (TCM, tétrachlorure de carbone);0.04;kg/an
0006700493;Messier-Bugatti-Dowty;2010;Eau (direct);1,2-dichloroéthane (DCE - chlorure d'éthylène);4.2;kg/an
0006700499;CLEMESSY MOTORS;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.009;kg/an
0006700614;LEUCO PRODUCTION SAS;2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.212;kg/an
0006700639;FEDERAL MOGUL VALVETRAIN (ex TRW);2010;Eau (direct);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.0038;kg/an
0006700639;FEDERAL MOGUL VALVETRAIN (ex TRW);2010;Eau (direct);Octylphénols et éthoxylates d'octylphénol;0.0026;kg/an
0006700804;EMFI Niedermodern;2010;Eau (indirect);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);0.041;kg/an
0006702210;THERMO CLEAN  (MULTI PRESTA SERVICE);2010;Air;Vanadium et ses composés;0.00821;kg/an
0006702210;THERMO CLEAN  (MULTI PRESTA SERVICE);2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.00247;kg/an
0006704359;JET AVIATION AG - Hangar grande capacité WWB;2010;Eau (indirect);1,2-dichloroéthane (DCE - chlorure d'éthylène);0.00000142;kg/an
0006704359;JET AVIATION AG - Hangar grande capacité WWB;2010;Eau (indirect);Benzo (a) pyrène;0.000000285;kg/an
0006704359;JET AVIATION AG - Hangar grande capacité WWB;2010;Eau (indirect);Tétrachlorométhane (TCM, tétrachlorure de carbone);0.0000285;kg/an
0006704359;JET AVIATION AG - Hangar grande capacité WWB;2010;Eau (indirect);Gamma isomère Lindane;0.00000057;kg/an
0006704359;JET AVIATION AG - Hangar grande capacité WWB;2010;Eau (indirect);Benzo (k) fluoranthène;0.000000285;kg/an
0006704359;JET AVIATION AG - Hangar grande capacité WWB;2010;Eau (indirect);Indeno(1,2,3-cd)pyrène;0.000000285;kg/an
0006704359;JET AVIATION AG - Hangar grande capacité WWB;2010;Eau (indirect);Benzo (b) fluoranthène;0.000000285;kg/an
0006802477;SNAM STE NOUVELLE D'AFFINAGE DES METAUX;2010;Air;Vanadium et ses composés;0.04;kg/an
0006802477;SNAM STE NOUVELLE D'AFFINAGE DES METAUX;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.08;kg/an
0006802522;SMTD 65;2010;Eau (direct);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);0.161;kg/an
0006802945;FONDERIES DECHAUMONT;2010;Air;Vanadium et ses composés;0.859;kg/an
0006802945;FONDERIES DECHAUMONT;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.829;kg/an
0006803270;LAVATRANS;2010;Eau (direct);Benzo (a) pyrène;0.000043;kg/an
0006803270;LAVATRANS;2010;Eau (direct);Benzo (k) fluoranthène;0.000043;kg/an
0006803270;LAVATRANS;2010;Eau (direct);Indeno(1,2,3-cd)pyrène;0.000086;kg/an
0006803270;LAVATRANS;2010;Eau (direct);Benzo (b) fluoranthène;0.000043;kg/an
0006803270;LAVATRANS;2010;Eau (direct);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);0.011;kg/an
0006803660;SOPAVE;2010;Eau (direct);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);0.017;kg/an
0006803974;SMDT 65;2010;Eau (direct);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);0.06;kg/an
0006804277;TERREAL REVEL;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.08;kg/an
0006804445;DRIMM;2010;Air;Vanadium et ses composés;0.9;kg/an
0007000789;POLYNT COMPOSITES FRANCE;2010;Eau (indirect);Benzo (a) pyrène;0.00119;kg/an
0007000789;POLYNT COMPOSITES FRANCE;2010;Eau (indirect);Benzo (k) fluoranthène;0.00119;kg/an
0007000789;POLYNT COMPOSITES FRANCE;2010;Eau (indirect);Indeno(1,2,3-cd)pyrène;0.00119;kg/an
0007000789;POLYNT COMPOSITES FRANCE;2010;Eau (indirect);Benzo (b) fluoranthène;0.00119;kg/an
0007000789;POLYNT COMPOSITES FRANCE;2010;Eau (indirect);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);0.237;kg/an
0007000895;DCX CHROME SAS;2010;Air;Vanadium et ses composés;0.017;kg/an
0007000895;DCX CHROME SAS;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.067;kg/an
0007001141;BOULONNAIS (Comm. d'Agglo)-(ex SYNDIVAL);2010;Eau (direct);Benzo (a) pyrène;0.0028;kg/an
0007001141;BOULONNAIS (Comm. d'Agglo)-(ex SYNDIVAL);2010;Eau (direct);Benzo (b) fluoranthène;0.0028;kg/an
0007001904;LECOUFFE DARRAS SARL;2010;Air;Vanadium et ses composés;0.00211;kg/an
0007001904;LECOUFFE DARRAS SARL;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.0279;kg/an
0007003356;LUMIVEROPTIM;2010;Air;Vanadium et ses composés;0.026;kg/an
0007003356;LUMIVEROPTIM;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.0611;kg/an
0007202584;ISDI du Vallon d'ARTY;2010;Eau (indirect);1,2-dichloroéthane (DCE - chlorure d'éthylène);0.000301;kg/an
0007407038;SNCF JONCHEROLLES;2010;Eau (direct);Tétrachlorométhane (TCM, tétrachlorure de carbone);0.000000182;kg/an
0010000416;SICTOM de la région de Châteaudun;2010;Air;Vanadium et ses composés;0.697;kg/an
0010000416;SICTOM de la région de Châteaudun;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.264;kg/an
0010001645;STCM B2;2010;Air;Vanadium et ses composés;4.62;kg/an
0010001645;STCM B2;2010;Air;Thallium et ses composés (exprimés en tant que Tl);4.62;kg/an
0010001646;STCM  B1;2010;Air;Vanadium et ses composés;3.8;kg/an
0010001646;STCM  B1;2010;Air;Thallium et ses composés (exprimés en tant que Tl);3.8;kg/an
0010001799;SIEOM de Mer - Vernou-en-Sologne;2010;Air;Vanadium et ses composés;0.0661;kg/an
0010001799;SIEOM de Mer - Vernou-en-Sologne;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.0848;kg/an
0010003876;NEXTER MUNITIONS;2010;Eau (direct);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);0.0212;kg/an
0010004110;HYDROCHEM;2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.012;kg/an
0010004110;HYDROCHEM;2010;Eau (indirect);Octylphénols et éthoxylates d'octylphénol;0.0006;kg/an
0010005101;SOCCOIM ONYX  (plate-forme bio-traitement sables);2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.000425;kg/an
0010300132;BONTOUX S.A.S;2010;Eau (direct);Xylènes (somme ortho-xylène, méta-xylène, para-xylène);0.11;kg/an
0010600343;GRS VALTECH;2010;Air;Vanadium et ses composés;0.334;kg/an
0010600343;GRS VALTECH;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.334;kg/an
0016400376;MEWA SARL;2010;Air;Vanadium et ses composés;0.183;kg/an
0016400376;MEWA SARL;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.188;kg/an
0018200064;KALHYGE (Ex Ininital BTB);2010;Eau (indirect);Chloroforme (trichlorométhane);1.4;kg/an
0018200064;KALHYGE (Ex Ininital BTB);2010;Eau (indirect);Diphényléthers bromés (PBDE);0.119;kg/an
0018200064;KALHYGE (Ex Ininital BTB);2010;Eau (indirect);Nonylphénols et éthoxylates de nonylphénol (NP/NPE);0.004;kg/an
;NOGUES Jacqueline;2010;Air;Ammoniac (NH3);10300;kg/an
0025100002;PARAGON Marketing Solutions;2010;Eau (indirect);Benzo (a) pyrène;0.0000021;kg/an
0025100002;PARAGON Marketing Solutions;2010;Eau (indirect);Benzo (k) fluoranthène;0.0000021;kg/an
0025100002;PARAGON Marketing Solutions;2010;Eau (indirect);Indeno(1,2,3-cd)pyrène;0.0000021;kg/an
0025100002;PARAGON Marketing Solutions;2010;Eau (indirect);Benzo (b) fluoranthène;0.0000021;kg/an
0025200001;FRAMATOME;2010;Eau (direct);Benzo (a) pyrène;0.0428;kg/an
0025200001;FRAMATOME;2010;Eau (direct);Diphényléthers bromés (PBDE);0.0456;kg/an
0025200001;FRAMATOME;2010;Eau (direct);Indeno(1,2,3-cd)pyrène;0.0123;kg/an
0025200001;FRAMATOME;2010;Eau (direct);Benzo (b) fluoranthène;0.0409;kg/an
;EARL DE LANN MENGUEN;2010;Air;Ammoniac (NH3);11100;kg/an
0007203699;SVDM DE LA CHARENTE - CET DE POULLIGNAC;2010;Eau (direct);Cadmium et composés (exprimés en tant que Cd);0.03;kg/an
0010000458;THERMOCOLOR CENTRE;2010;Eau (direct);Cadmium et composés (exprimés en tant que Cd);0.01;kg/an
0016400365;SICTOM de la région Montluçonnaise;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.00255;kg/an
0016500105;SICTOM DES MONTS DU FOREZ;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.00121;kg/an
0018100011;SITOM D' ALES;2010;Eau (direct);Cadmium et composés (exprimés en tant que Cd);0.0011;kg/an
0005201004;PENA METAUX  SAS;2010;Eau (direct);Cadmium et composés (exprimés en tant que Cd);0.031;kg/an
0005401048;ONEX;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.000375;kg/an
0005501853;ARMOR INOX;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.00204;kg/an
0005600060;COVED SA - ISDND de Maillet;2010;Eau (indirect);Cadmium et composés (exprimés en tant que Cd);0.005;kg/an
0005701229;MANATHAN international;2010;Eau (direct);Cadmium et composés (exprimés en tant que Cd);0.144;kg/an
0005800529;IKOS environnement;2010;Eau (direct);Cadmium et composés (exprimés en tant que Cd);0.000050;kg/an
0059700159;SICA DES SABLES;2010;Air;Vanadium et ses composés;0.602;kg/an
0059700159;SICA DES SABLES;2010;Air;Thallium et ses composés (exprimés en tant que Tl);0.602;kg/an
0006300876;Cycleurope KA International;2010;Air;Naphthalène;55;kg/an
0005801521;ONDULINE FRANCE SAS;2010;Air;Aldéhyde formique (formaldéhyde);1240;kg/an
0005801546;SENALIA Union Gd Couronne;2010;Air;Poussières totales;122000;kg/an
0005801551;SENALIA Union;2010;Air;Poussières totales;125000;kg/an
;SAS EGGTEAM AVIPONTE;2010;Air;Ammoniac (NH3);16500;kg/an
;SARL de Montburon;2010;Air;Ammoniac (NH3);12600;kg/an
;SARL ELEVAGE DES CHARMES;2010;Air;Ammoniac (NH3);11200;kg/an
;SARL Elevage des Marais;2010;Air;Ammoniac (NH3);18800;kg/an
;SAS AIRPORC / ELEVAGE GREZIAT;2010;Air;Ammoniac (NH3);10300;kg/an
;SCEA SOGIFRA;2010;Air;Ammoniac (NH3);13300;kg/an
;Agrioeuf;2010;Air;Ammoniac (NH3);10600;kg/an
