Anleggsnavn;Fylke;Kommune;NACE Kode;year;ets_emissions;Grunnlagsverdi for luft;utslipp;Grunnlagsverdi for vann;Enhet;AnleggId;Org.nr.
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2019;125.137;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2020;118.2;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2021;137.579;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2022;143.042;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2023;119.152;B;;;1000 tonn;5086;974286599
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2007;7.192;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2008;0.13;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2009;0.687;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2010;0.2;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2011;0.79;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2012;0.14;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2013;0.08;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2014;0.0066;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2015;0.008;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2016;0.013;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2017;0.0025;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2018;0.136;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2019;0.013;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2020;0.22;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2021;0.017;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2022;0.002;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2023;0.003;B;;;1000 tonn;658;971703598
Biosirk norge as, avd. trehørningen, hamar;Innlandet;Hamar;10.91;2024;0.033;B;;;1000 tonn;658;971703598
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2008;1.8;B;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2010;2.256;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2011;2.256;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2012;2.388;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2013;2.114;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2014;2.34;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2015;2.04;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2016;2.04;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2017;3;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2018;3;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2019;3;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2020;2;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2021;2;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2022;2;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2023;2;E;;;1000 tonn;1885;873096802
Felleskjøpet kambo 1500 fabrikk;Østfold;Moss;10.91;2024;3;E;;;1000 tonn;1885;873096802
Sørlandschips as;Agder;Kristiansand;10.31;2005;1.08;;;;1000 tonn;2738;972221317
Sørlandschips as;Agder;Kristiansand;10.31;2003;0.879;;;;1000 tonn;2738;972221317
Sørlandschips as;Agder;Kristiansand;10.31;2002;0.84;;;;1000 tonn;2738;972221317
Sørlandschips as;Agder;Kristiansand;10.31;2006;1.32;;;;1000 tonn;2738;972221317
Sørlandschips as;Agder;Kristiansand;10.31;2007;1.434;;;;1000 tonn;2738;972221317
Eie 1 - forbrenningsanlegg, brakerøya;Buskerud;Drammen;68.209;2001;0.0168;;;;1000 tonn;4996;991748563
Eie 1 - forbrenningsanlegg, brakerøya;Buskerud;Drammen;68.209;2005;2.8;;;;1000 tonn;4996;991748563
Drammen fjernvarme;Buskerud;Drammen;35.3;2007;0.334;B;;;1000 tonn;4998;980093875
Drammen fjernvarme;Buskerud;Drammen;35.3;2008;0.516;B;;;1000 tonn;4998;980093875
Drammen fjernvarme;Buskerud;Drammen;35.3;2009;0.76226;B;;;1000 tonn;4998;980093875
Drammen fjernvarme;Buskerud;Drammen;35.3;2010;8.302;B;;;1000 tonn;4998;980093875
Drammen fjernvarme;Buskerud;Drammen;35.3;2011;6.1541;B;;;1000 tonn;4998;980093875
Drammen fjernvarme;Buskerud;Drammen;35.3;2012;0;B;;;1000 tonn;4998;980093875
Drammen fjernvarme;Buskerud;Drammen;35.3;2013;0.0096;B;;;1000 tonn;4998;980093875
Drammen fjernvarme;Buskerud;Drammen;35.3;2014;0;B;;;1000 tonn;4998;980093875
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2001;107.638;;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2002;96.69;;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2003;100.3;;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2004;86.84;;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2005;98.5;;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2006;100.51;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2007;113.383;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2008;97.202;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2009;79.636;B;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2010;92.33;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2011;93.48;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2012;90.34;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2013;94.75;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2014;87.83;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2015;101.614;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2016;84.247;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2017;92.774;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2018;92.67;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2019;86.612;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2020;102.321;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2021;103.092;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2022;78.136;M;;;1000 tonn;5012;975012301
Inovyn norge avd. rafnes;Telemark;Bamble;20.13;2023;87.272;M;;;1000 tonn;5012;975012301
Renolit norge a.s;Østfold;Moss;99.999;2001;0.11;;;;1000 tonn;5014;971608153
Renolit norge a.s;Østfold;Moss;99.999;2002;0.726;;;;1000 tonn;5014;971608153
Renolit norge a.s;Østfold;Moss;99.999;2003;0.00275;;;;1000 tonn;5014;971608153
Renolit norge a.s;Østfold;Moss;99.999;2004;1.14;;;;1000 tonn;5014;971608153
Renolit norge a.s;Østfold;Moss;99.999;2005;0.26;;;;1000 tonn;5014;971608153
Nordox;Oslo;Oslo;20.12;2009;1.861;E;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2010;1.98;E;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2011;2.01;E;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2012;1.93;E;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2013;1.9;E;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2014;1.97;E;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2017;2.4;B;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2016;2.21;B;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2015;2.12;B;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2018;2.5;B;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2019;2.5;E;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2020;2;B;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2021;1.8;B;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2022;2;E;;;1000 tonn;5015;971744391
Nordox;Oslo;Oslo;20.12;2023;2.2;M;;;1000 tonn;5015;971744391
Bim norway as;Buskerud;Drammen;20.14;2013;0.669;B;;;1000 tonn;5016;972218197
Bim norway as;Buskerud;Drammen;20.14;2014;0.608;B;;;1000 tonn;5016;972218197
Bim norway as;Buskerud;Drammen;20.14;2015;0.608;B;;;1000 tonn;5016;972218197
Bim norway as;Buskerud;Drammen;20.14;2016;0.669;B;;;1000 tonn;5016;972218197
Bim norway as;Buskerud;Drammen;20.14;2017;0.879;B;;;1000 tonn;5016;972218197
Bim norway as;Buskerud;Drammen;20.14;2018;0.63;B;;;1000 tonn;5016;972218197
Bim norway as;Buskerud;Drammen;20.14;2019;0.41;B;;;1000 tonn;5016;972218197
Bim norway as;Buskerud;Drammen;20.14;2020;0.31;B;;;1000 tonn;5016;972218197
Bim norway as;Buskerud;Drammen;20.14;2021;0.33;B;;;1000 tonn;5016;972218197
Bim norway as;Buskerud;Drammen;20.14;2022;0.22;B;;;1000 tonn;5016;972218197
Bim norway as;Buskerud;Drammen;20.14;2023;0.204;B;;;1000 tonn;5016;972218197
Hammerfest lng;Finnmark;Hammerfest;06.200;2007;1622.9642;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2008;1356.23;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2009;805.293;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2010;1024.5764;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2011;963.5446;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2012;1030.4515;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2013;842.7656;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2014;1040.0701;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2015;1024.2972;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2016;1064.6147;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2017;997.36;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2018;928.5479;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2019;939.5517;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2020;679.325808;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2021;86.8543;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2022;694.101213;B;;;1000 tonn;5018;893247092
Hammerfest lng;Finnmark;Hammerfest;06.200;2023;879.32993;B;;;1000 tonn;5018;893247092
Norsk stål as avd. horten;Vestfold;Horten;25.62;2001;0.23689;;;;1000 tonn;5104;894262982
Norsk stål as avd. horten;Vestfold;Horten;25.62;2002;0.2;;;;1000 tonn;5104;894262982
Norsk stål as avd. horten;Vestfold;Horten;25.62;2003;0.2;;;;1000 tonn;5104;894262982
Norsk stål as avd. horten;Vestfold;Horten;25.62;2004;0.384;;;;1000 tonn;5104;894262982
Norsk stål as avd. horten;Vestfold;Horten;25.62;2005;0.521;;;;1000 tonn;5104;894262982
Abelværvegen 1773;Trøndelag;Nærøysund;10.209;2001;0.0023;;;;1000 tonn;5108;922560420
Store norske (snsg) svea;Svalbard;Svalbard;05.100;2008;25.356;B;;;1000 tonn;5114;984126069
Store norske (snsg) svea;Svalbard;Svalbard;05.100;2013;21.6;B;;;1000 tonn;5114;984126069
Store norske (snsg) svea;Svalbard;Svalbard;05.100;2014;25.004;B;;;1000 tonn;5114;984126069
Store norske (snsg) svea;Svalbard;Svalbard;05.100;2015;26.0002;B;;;1000 tonn;5114;984126069
Store norske (snsg) svea;Svalbard;Svalbard;05.100;2016;13.07;B;;;1000 tonn;5114;984126069
Store norske (snsg) svea;Svalbard;Svalbard;05.100;2017;11.842;B;;;1000 tonn;5114;984126069
Store norske (snsg) svea;Svalbard;Svalbard;05.100;2018;11.93;B;;;1000 tonn;5114;984126069
Store norske (snsg) svea;Svalbard;Svalbard;05.100;2019;10.149;E;;;1000 tonn;5114;984126069
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2009;63.312;;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2010;63.396;B;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2011;60.822;M;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2012;50;M;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2013;59.973;B;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2014;63.698;B;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2015;64.22;B;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2016;69.768;B;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2017;73.0122;B;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2018;76.031;B;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2019;77.8;B;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2020;75.2;B;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2021;71.3;B;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2022;78.119;B;;;1000 tonn;5115;927978806
Svalbard energi longyearbyen energiverk;Svalbard;Svalbard;35.119;2023;67.148;B;;;1000 tonn;5115;927978806
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2001;196;;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2002;188.098;;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2003;267;;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2004;267;;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2005;306;;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2006;288;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2007;294.595;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2008;423;E;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2009;409;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2010;402;M;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2011;398.488;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2012;401;E;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2013;408.616;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2014;352.1836642;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2015;372.3415;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2016;425.02236;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2017;414.506;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2018;406.129;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2019;431.0076;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2020;393.767154;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2021;406.292;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2022;409.52;B;;;1000 tonn;5116;973184644
Alcoa norway as mosjøen;Nordland;Vefsn;24.421;2023;418.689;B;;;1000 tonn;5116;973184644
Elkem bremanger;Vestland;Bremanger;20.13;2001;196.089;;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2002;129.167;;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2003;155.71;;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2004;229.486;;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2005;236.199;;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2006;214.758;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2007;230.539;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2008;210.824;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2009;145.523;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2010;148.289;M;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2011;221;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2012;208.17;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2014;235.905;M;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2015;238;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2016;228;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2017;245;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2018;243;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2019;197;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2020;239;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2021;232;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2022;217.287;B;;;1000 tonn;5117;973095331
Elkem bremanger;Vestland;Bremanger;20.13;2023;180.354;B;;;1000 tonn;5117;973095331
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2001;308.718;;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2002;296.369;;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2003;328.349;;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2004;342.766;;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2005;252.755;;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;1990;201;;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2006;334.346;M;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2007;331.442;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2008;327.611;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2009;247.295;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2010;305.508;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2011;276.586;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2012;278.984;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2013;283.505;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2014;263.962;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2015;162.871;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2016;146.057;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2017;261.094;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2018;250.622;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2020;271.824;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2019;257.14;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2021;275.644;B;;;1000 tonn;5118;872002812
Ineos tyssedal as, avdeling titanslagg;Vestland;Ullensvang;24.45;2022;245.841;B;;;1000 tonn;5118;872002812
Gjestal spinneri a.s;Rogaland;Gjesdal;46.41;1998;0.32;;;;1000 tonn;5054;971693797
Gjestal spinneri a.s;Rogaland;Gjesdal;46.41;1999;0.285;;;;1000 tonn;5054;971693797
Gjestal spinneri a.s;Rogaland;Gjesdal;46.41;2000;0.3;;;;1000 tonn;5054;971693797
Gjestal spinneri a.s;Rogaland;Gjesdal;46.41;2001;0.352;;;;1000 tonn;5054;971693797
Gjestal spinneri a.s;Rogaland;Gjesdal;46.41;2002;0.39;;;;1000 tonn;5054;971693797
Gjestal spinneri a.s;Rogaland;Gjesdal;46.41;2003;0.01235;;;;1000 tonn;5054;971693797
Gjestal spinneri a.s;Rogaland;Gjesdal;46.41;2004;0.0143;;;;1000 tonn;5054;971693797
Gjestal spinneri a.s;Rogaland;Gjesdal;46.41;2005;0.307;;;;1000 tonn;5054;971693797
Landheim veveri as;Innlandet;Østre Toten;13.2;1992;0.083;;;;1000 tonn;5055;952632949
Landheim veveri as;Innlandet;Østre Toten;13.2;1993;0.13;;;;1000 tonn;5055;952632949
Landheim veveri as;Innlandet;Østre Toten;13.2;1994;0.607;;;;1000 tonn;5055;952632949
Landheim veveri as;Innlandet;Østre Toten;13.2;1995;0.3;;;;1000 tonn;5055;952632949
Landheim veveri as;Innlandet;Østre Toten;13.2;1996;0.537;;;;1000 tonn;5055;952632949
Landheim veveri as;Innlandet;Østre Toten;13.2;1997;0.148;;;;1000 tonn;5055;952632949
Landheim veveri as;Innlandet;Østre Toten;13.2;1998;0.11;;;;1000 tonn;5055;952632949
Landheim veveri as;Innlandet;Østre Toten;13.2;1999;0.03;;;;1000 tonn;5055;952632949
Landheim veveri as;Innlandet;Østre Toten;13.2;2000;0.043;;;;1000 tonn;5055;952632949
Landheim veveri as;Innlandet;Østre Toten;13.2;2001;0.02;;;;1000 tonn;5055;952632949
Landheim veveri as;Innlandet;Østre Toten;13.2;2002;0.11;;;;1000 tonn;5055;952632949
Janusfabrikken as;Vestland;Bergen;14.14;2001;0.071;;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2002;0.354;;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2003;0.3423;;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2004;0.052;;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2005;0.0573;;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2006;0.234;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2007;0.0836;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2008;0.009;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2009;0.037;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2010;0.3;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2011;0.373;E;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2012;0.086;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2013;0.177;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2014;0.0159;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2015;0.013;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2016;0.017;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2017;0.0005;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2018;0.0003;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2019;0.013;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2020;0.009;B;;;1000 tonn;5056;974104024
