Anleggsnavn;Fylke;Kommune;NACE Kode;year;ets_emissions;Grunnlagsverdi for luft;utslipp;Grunnlagsverdi for vann;Enhet;AnleggId;Org.nr.
O. kavli as;Vestland;Bergen;10.51;2022;0.5;B;;;1000 tonn;6397;974224380
O. kavli as;Vestland;Bergen;10.51;2023;9.5;B;;;1000 tonn;6397;974224380
O. kavli as;Vestland;Bergen;10.51;2024;0.5;B;;;1000 tonn;6397;974224380
Fossen as;Vestland;Osterøy;10.201;2010;0;B;;;1000 tonn;6412;972064009
Fossen as;Vestland;Osterøy;10.201;2015;0.0109;E;;;1000 tonn;6412;972064009
Fossen as;Vestland;Osterøy;10.201;2016;0.0107;E;;;1000 tonn;6412;972064009
Fossen as;Vestland;Osterøy;10.201;2017;0.0109;E;;;1000 tonn;6412;972064009
Fossen as;Vestland;Osterøy;10.201;2018;0.0104;E;;;1000 tonn;6412;972064009
Fossen as;Vestland;Osterøy;10.201;2019;0.0104;E;;;1000 tonn;6412;972064009
Kogen as;Vestland;Øygarden;35.119;2007;11.413;B;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2008;20.664;B;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2009;20.866;;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2010;24.626;;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2011;27.344;;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2012;25.507;;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2013;26.046;;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2014;27.25;;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2018;20.609;B;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2019;24;B;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2020;19;B;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2021;21.594;B;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2022;22.2413;B;;;1000 tonn;6423;931798316
Kogen as;Vestland;Øygarden;35.119;2023;17.97;B;;;1000 tonn;6423;931798316
Gasnor kollsnes;Vestland;Øygarden;46.71;2008;10.85756;B;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2009;16.963;B;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2010;8.21368;M;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2011;7.768;M;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2012;13.4074;B;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2013;9.6891;B;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2014;8.1396;B;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2015;5.788;E;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2016;5.919;E;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2017;3.7381;M;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2018;3.573;M;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2019;3.6868;M;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2020;3.61146;M;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2021;4.38161;M;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2022;4.05345;M;;;1000 tonn;6424;988853585
Gasnor kollsnes;Vestland;Øygarden;46.71;2023;4.8257;M;;;1000 tonn;6424;988853585
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2001;16.779;;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2002;20.467;;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2003;24.298;;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2004;50.9;;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2005;78.86;;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2006;69.767;E;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2007;74.33;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2008;83.479;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2009;64.2;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2010;65.66;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2011;66.448;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2012;61.556;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2013;63.031;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2014;63.73;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2015;62.322;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2016;63.067;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2017;62.706;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2018;64.973;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2019;65.976;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2020;61.336;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2021;57.393;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2022;56.58;B;;;1000 tonn;6426;993222410
Gassco as kollsnes prosessanlegg;Vestland;Øygarden;06.200;2023;59.198;B;;;1000 tonn;6426;993222410
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2001;1012.9;;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2002;1080.333;;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2003;1142.7;;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2004;1124.1;;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2005;1111.6;;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2006;1092;;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2007;1153.989;;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2008;1200.729;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2009;1129.3;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2010;1073.9;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2011;1021.7;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2012;1080.5;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2013;1095.6;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2014;1189.3;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2015;1156;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2016;1115;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2017;1206;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2018;1128;E;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2019;1040;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2020;950;M;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2021;839.8;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2022;745.034;B;;;1000 tonn;6428;993222399
Gassco as kårstø prosessanlegg;Rogaland;Tysvær;06.200;2023;729.16657;B;;;1000 tonn;6428;993222399
Maarud as;Innlandet;Sør-Odal;10.31;2001;7.125;;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2005;5.3085;;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2004;5.8324;;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2003;6.2928;;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2002;5.607;;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2006;5.0826;B;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2007;5.2065;B;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2008;5.3693;B;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2009;5.3693;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2010;5.2902;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2011;4.702;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2012;5.5181;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2013;5.7542;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2014;5.9363;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2015;6.7412;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2016;6.9208;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2017;7.6468;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2018;7.5825;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2019;6.213;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2020;6.672;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2021;4.59;E;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2022;4.308;B;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2023;5.271;B;;;1000 tonn;6430;873125632
Maarud as;Innlandet;Sør-Odal;10.31;2024;5.478;B;;;1000 tonn;6430;873125632
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2005;0.846;;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2004;0.333;;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2007;0.274;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2008;0.147;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2009;0.184;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2010;0.448;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2011;0.333;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2012;0.1;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2013;0.1;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2014;0.147;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2015;0.0636;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2016;0.086;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2017;0.063;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2018;0.11;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2019;0.09;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2020;0.038;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2021;0.172;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2022;0.271;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2023;0.182;B;;;1000 tonn;6431;875815822
Synnøve finden alvdal;Innlandet;Alvdal;10.51;2024;0.16;B;;;1000 tonn;6431;875815822
Curida as, elverum (farmasøytisk prod.);Innlandet;Elverum;21.2;2016;0.79;M;;;1000 tonn;6444;915173918
Curida as, elverum (farmasøytisk prod.);Innlandet;Elverum;21.2;2017;0.6;E;;;1000 tonn;6444;915173918
Curida as, elverum (farmasøytisk prod.);Innlandet;Elverum;21.2;2018;0.7;B;;;1000 tonn;6444;915173918
Curida as, elverum (farmasøytisk prod.);Innlandet;Elverum;21.2;2019;0.652;B;;;1000 tonn;6444;915173918
Curida as, elverum (farmasøytisk prod.);Innlandet;Elverum;21.2;2020;0.5752;B;;;1000 tonn;6444;915173918
Curida as, elverum (farmasøytisk prod.);Innlandet;Elverum;21.2;2021;0.626;B;;;1000 tonn;6444;915173918
Curida as, elverum (farmasøytisk prod.);Innlandet;Elverum;21.2;2022;0.611;B;;;1000 tonn;6444;915173918
Unger fabrikker as;Østfold;Fredrikstad;20.41;2001;1.6;;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2002;2;;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2003;5.4;;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2004;1.1;;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2005;0.8;;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2006;2.189;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2007;0.821;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2008;0.752;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2009;1.883;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2010;3.1;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2011;2;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2012;1.1;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2013;1.48;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2014;2.18;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2015;4.72;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2016;1.795;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2017;4.341;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2018;3.997;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2019;3.609;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2020;0.218;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2021;1.4;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2022;7.2;B;;;1000 tonn;5446;971606592
Unger fabrikker as;Østfold;Fredrikstad;20.41;2023;1.199;B;;;1000 tonn;5446;971606592
Yara porsgrunn;Telemark;Porsgrunn;20.15;2001;655;;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2002;576.7;;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2003;696.2;;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2004;864;;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2005;636;;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2006;595.2525;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2007;723.362;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2008;672.816;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2009;814.96;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2010;838.26;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2011;661.747;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2012;701.772;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2013;561.694;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2014;535.673;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2015;805.128;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2016;677.735;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2017;487.226;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2018;692.34;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2019;610.351;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2020;641.503;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2021;575.265;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2022;739.235;B;;;1000 tonn;5447;974100169
Yara porsgrunn;Telemark;Porsgrunn;20.15;2023;755.016;B;;;1000 tonn;5447;974100169
Norsk stål  avd. harstad;Troms;Harstad;25.62;2001;0.06;;;;1000 tonn;5448;974103591
Norsk stål  avd. harstad;Troms;Harstad;25.62;2002;0.06;;;;1000 tonn;5448;974103591
Norsk stål  avd. harstad;Troms;Harstad;25.62;2003;0.06;;;;1000 tonn;5448;974103591
Norsk stål  avd. harstad;Troms;Harstad;25.62;2006;0.06;M;;;1000 tonn;5448;974103591
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2011;1.874;E;;;1000 tonn;5449;976550617
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2012;2.342;E;;;1000 tonn;5449;976550617
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2013;1.2248;B;;;1000 tonn;5449;976550617
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2014;3.57;B;;;1000 tonn;5449;976550617
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2015;4.1832;E;;;1000 tonn;5449;976550617
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2016;3.1539;E;;;1000 tonn;5449;976550617
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2017;2.8;E;;;1000 tonn;5449;976550617
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2018;2.7;B;;;1000 tonn;5449;976550617
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2020;0.3066;B;;;1000 tonn;5449;976550617
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2021;0.1429;B;;;1000 tonn;5449;976550617
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2022;0.4755;B;;;1000 tonn;5449;976550617
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2023;0.358;B;;;1000 tonn;5449;976550617
Ewos fôrfabrikk, balsfjord;Troms;Balsfjord;10.91;2024;0.3657;B;;;1000 tonn;5449;976550617
Tromsø fiskeindustri;Troms;Tromsø;10.209;2001;4.98;;;;1000 tonn;5451;895180912
Tromsø fiskeindustri;Troms;Tromsø;10.209;2002;5.94;;;;1000 tonn;5451;895180912
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2001;339;;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2002;329.5;;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2003;338.9;;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2004;341.216;;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2005;346.871;;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2006;338.088;B;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2007;308.055;B;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2008;353.256;B;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2009;315.345;B;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2010;319.2;B;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2011;332.22;E;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2012;335.9;E;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2013;326.76;E;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2014;304.34;E;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2015;335.6;E;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2017;312.267;E;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2016;338.57;E;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2018;283.758;E;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2019;294.3669;B;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2020;266.445;B;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2021;216.133;B;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2022;220.32964;B;;;1000 tonn;5452;981524403
Tjeldbergodden metanolfabrikk;Møre og Romsdal;Aure;20.14;2023;198.7725;B;;;1000 tonn;5452;981524403
Hoff varmesentral;Oslo;Oslo;35.3;2007;4.48;E;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2008;3.535;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2009;9.406;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2010;20.36;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2011;14.155;M;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2012;8.736;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2014;0.307;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2015;0.45;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2016;0;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2017;0;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2018;0;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2019;0;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2020;0;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2021;0;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2022;0;B;;;1000 tonn;5453;975005755
Hoff varmesentral;Oslo;Oslo;35.3;2023;0;B;;;1000 tonn;5453;975005755
Wergeland-halsvik, sløvåg behandlingsanlegg;Vestland;Gulen;38.32;2008;12.894;B;;;1000 tonn;5460;973406280
Wergeland-halsvik, sløvåg behandlingsanlegg;Vestland;Gulen;38.32;2009;6.803;B;;;1000 tonn;5460;973406280
Nortura sogndal;Vestland;Sogndal;10.13;2002;78;;;;1000 tonn;5461;973118897
Nortura sogndal;Vestland;Sogndal;10.13;2008;0.2075;B;;;1000 tonn;5461;973118897
Nortura sogndal;Vestland;Sogndal;10.13;2009;0.3018;B;;;1000 tonn;5461;973118897
Nortura sogndal;Vestland;Sogndal;10.13;2010;0.179;B;;;1000 tonn;5461;973118897
Nortura sogndal;Vestland;Sogndal;10.13;2011;0.289;B;;;1000 tonn;5461;973118897
Nortura sogndal;Vestland;Sogndal;10.13;2012;0.232;B;;;1000 tonn;5461;973118897
Nortura sogndal;Vestland;Sogndal;10.13;2015;0;E;;;1000 tonn;5461;973118897
Aim norway - verkstedet ved kjeller;Akershus;Lillestrøm;33.16;2004;2.701;;;;1000 tonn;5487;997797248
Aim norway - verkstedet ved kjeller;Akershus;Lillestrøm;33.16;2005;0.153;;;;1000 tonn;5487;997797248
Curida as, elverum (farmasøytisk prod.);Innlandet;Elverum;21.2;2023;0.632;B;;;1000 tonn;6444;915173918
Nyrstar høyanger;Vestland;Høyanger;38.32;2006;6.782;B;;;1000 tonn;6455;984358091
Nyrstar høyanger;Vestland;Høyanger;38.32;2015;5.4;B;;;1000 tonn;6455;984358091
Nyrstar høyanger;Vestland;Høyanger;38.32;2016;8.518;B;;;1000 tonn;6455;984358091
Nyrstar høyanger;Vestland;Høyanger;38.32;2017;1.67;B;;;1000 tonn;6455;984358091
Nyrstar høyanger;Vestland;Høyanger;38.32;2018;12.8;B;;;1000 tonn;6455;984358091
Nyrstar høyanger;Vestland;Høyanger;38.32;2019;1.8167;M;;;1000 tonn;6455;984358091
Nyrstar høyanger;Vestland;Høyanger;38.32;2020;1.4;B;;;1000 tonn;6455;984358091
Nortura ba otta;Innlandet;Sel;10.11;2008;0.365;B;;;1000 tonn;6461;973123688
