PRTR_Name;EUTL_Name
Norsk protein as, ingeberg, hamar;
Norsk protein avd sandeid;
Norsk stål  avd. harstad;
Norsk stål as avd. horten;
Norsk teknisk porselen as;
Norsk tekstilforedling a.s;
Norske skog saugbrugs;
Norske skog skogn;
Norske skog union;
Norske skogindustrier asa, follum fabrikker;
North cape minerals as, lillesand;
Nortura ba otta;
Nortura egersund;
Nortura forus;
Nortura målselv;
Nortura malvik;
Nortura rakkestad ba;
Nortura rudshøgda, slakteri;
Nortura sa  avd hærland;
Nortura sa avd eggpakkeri hå;
Nortura sa avd. gol;
Nortura sa steinkjer;
Nortura sa, avd bjerka;
Nortura sa, elverum - fjørfeslakting;
Nortura sandeid;
Nortura sarpsborg;
Nortura sogndal;
Nortura tynset;
Nortura, kvinesdal;
Nutec (tidl. falck nutec og  n. midnor as) - brannøvingsfelt høvringen;
Nyhamna prosessanlegg;
Nymo as;
Nyrstar høyanger;
O. kavli as;
Omya hustadmarmor avd. elnesvågen;
Orkla confectionery & snacks norge as avd. skreia;
Orkla food norge as, avd stranda;
Orkla foods  - stabburet - fredrikstad -  råbekken;
Orkla foods norge as avd. gimsøy kloster skien;
Orkla foods norge as, avd. elverum;
Orkla foods norge as, avd. nora, brumunddal (stabburet);
Parkveien varmesentral - agder energi varme;
Peab asfalt norge as, avd. elverum;
Pelagia bodø sildoljefabrikk;
Pelagia egersund sildoljefabrikk;
Pelagia karmsund fiskemel;
Pelagia måløy sildoljefabrikk;
Peterson linerboard as, moss;
Porsgrund bad  a.s;
Porsgrunds porselænsfabrik a.s, avd husholdningsporselen;
Pq norge silicates as;
Prima protein;
Protan as avd. lier;
Psw group as avd. mongstad;
Q-meieriene as avd jæren gårdsmeieri;
Q-meieriene as avd. gausdal;
Rana gruber;
Rana gruber as, storforshei;
Ranheim paper & board;
Rasmussen k a  as avd hamar;
Real alloy norway as aluminium recycling, rød;
Rec solar norway avd. kristiansand;
Reichhold avd fredrikstad;
Relyon nutec norway as avd kristiansand;
Renolit norge a.s;
Returkraft as;
Ringnes bryggeri;
Rockwool moss;
Rockwool trondheim;
Rodeløkka varmesentral;
Røros tweed as;
Rosenberg offshoreverft;
Ruukki profiler;
Rygene-smith & thommesen;
Saint jean wheels as;
Salsus as, kongsvinger;
Sandnes garn as;
Scanbio bjugn a.s;
Scanpole;
Sibelco nordic as, avd åheim;
Sibelco nordic as, avd. lillesand;
Simek as;
Skjærdalens brug a.s;
Skretting fôrfabrikk, averøy;
Skretting fôrfabrikk, stavanger;
Skretting fôrfabrikk, stokmarknes;
Sma mineral;
Smurfit kappa norge;
Sødra cell tofte;
Solenis norway as avd. drammen;
Solør bioenergi utility solutions as;
Sørlandschips as;
Sør-norge aluminium;
Speira holmestrand;
Speira karmøy rolling mill;
Standal knuseverk as;
Stantek kongsvinger a.s;
Statkraft varme - avfallsforbrenningsanlegg heimdal;
Statnett reservekraftanlegg tjeldbergodden;
Stella polaris;
Store norske (snsg) svea;
Strand unikorn as - (strand brænderi);
Stureterminalen;
Sunnhordland sandblåsing as;
Sydvaranger;
Synnøve finden alvdal;
Tafjord kraftvarme avd produksjon;
Texrep norge as;
Tine avd. jæren;
Tine meieriet brumunddal;
Tine meieriet elnesvågen;
Tine meieriet lom & skjåk -  ysteri;
Tine meieriet odal;
Tine meieriet oslo;
Tine meieriet øst tolga;
Tine meieriet øst, sem;
Tine meieriet sør - voll;
Tine meieriet trysil;
Tine meieriet vest ba, avd.byrkjelo;
Tine meieriet vest ba, hardanger;
Tine midt-norge tunga;
Tine midt-norge, kolvereid;
Tine nord-norge, sømna;
Tine sa avd ålesund;
Tine sa avd. frya (tine meieriet frya);
Tine sa avd. nærbø;
Tine sa avd. sandnessjøen;
Tine sa avd. tretten (tine meieriet tretten);
Tine sa avd. verdal;
Titania as;
Tjeldbergodden metanolfabrikk;
Tpi norway as;
Trust arcticugol barentsburg, kraftverk og gruvevirksomhet;
Ulefos jernværk as;
Umoe mandal as;
Unger fabrikker as;
Vajda-papir scandinavia;
Valdres pelsfor a/l;
Vard group as avd. brattvåg;
Vedde;
Veidekke industri as, skarnes produksjon, asfaltverk;
Verdalskalk;
Vestas castings kristiansand as;
Vesteraalens as avd. marine oljer;
Vestfold jernlager a.s;
Vik ørsta avdeling ørsta;
Viking norsafe life-saving equipment norway  as, avd. akland;
Viking norsafe life-saving equipment norway  as, avd. rørendal;
Viking norsafe life-saving equipment norway  as, avd.færvik;
Vingcard a.s - overflatebehandlingsanlegget;
Vipo - tidl. trelleborg offshore norway -drammen;
Vistin pharma avd. fikkjebakke;
Vpk peterson - tidl. peterson emballasje - sarpsborg;
Waardals as, avd. marikoven;
Waardals as, skålevik;
Wacker chemicals norway;
Wartsila norway as;
Washington mills;
Watvedt;
Weber leca trondheim;
Welcon egersund;
Welcon egersund - fiskemel og -oljeproduksjon;
Welcon moldtustranda as;
Wergeland-halsvik, sløvåg behandlingsanlegg;
Wienerberger, bratsberg teglverk;
Wilhelmsen chemicals as;
Xellia  pharmaceuticals  as;
Yara glomfjord;
Yara porsgrunn;
